offset,length,bits,mask,stream_class,profile_id,baseline_bytes,mini_bytes,donor_bytes,combined_bytes,selected_bytes,mini_gain_bytes,donor_gain_bytes,combined_gain_bytes,best_mode,best_gain_bytes
142898,688,5507,114688,6,0,19.4671737375,19.4728700659,19.4836489819,19.4893581216,19.4893581216,-0.00569632838915,-0.016475244387,-0.0221843840295,baseline,0
143621,1175,9400,114688,9,0,204.781379889,204.784577129,204.772741798,204.776046059,204.776046059,-0.00319724050814,0.00863809105977,0.00533382972435,donor_profile,0.00863809105977
144865,433,3466,114688,9,0,12.6006555194,12.6024577646,12.6108970109,12.6126430228,12.6126430228,-0.00180224519431,-0.0102414915282,-0.0119875034745,baseline,0
145322,647,5180,114688,6,0,13.3451226079,13.3451606542,13.3567207435,13.3567593091,13.3567593091,-3.80462611247e-05,-0.0115981356175,-0.0116367011419,baseline,0
146002,540,4322,114688,9,0,50.3445777421,50.3432188347,50.3120546707,50.3106993399,50.3106993399,0.00135890743081,0.032523071407,0.0338784021835,mini_donor,0.0338784021835
146570,597,4776,114688,1,0,15.8774943451,15.8776023855,15.8678410925,15.8679498449,15.8679498449,-0.000108040406303,0.00965325261222,0.00954450024983,donor_profile,0.00965325261222
147198,397,3177,114688,9,0,11.8058090125,11.8043797828,11.8291898371,11.8277334551,11.8277334551,0.0014292296587,-0.0233808246639,-0.0219244426639,mini_cmix,0.0014292296587
147619,395,3166,114688,9,0,10.6112888623,10.6115773957,10.6116193565,10.611909136,10.611909136,-0.000288533413368,-0.000330494195623,-0.000620273714503,baseline,0
148039,509,4079,114688,9,0,46.4383007361,46.4384230585,46.4515127547,46.4516952448,46.4516952448,-0.000122322317452,-0.0132120185363,-0.0133945086776,baseline,0
148575,529,4237,114688,9,0,34.8129100597,34.8113263601,34.7788197846,34.7772811091,34.7772811091,0.00158369950555,0.0340902750841,0.0356289505073,mini_donor,0.0356289505073
149134,642,5137,114688,6,0,20.6510356322,20.6509459378,20.6509939571,20.6509042669,20.6509042669,8.9694426606e-05,4.16751181547e-05,0.000131365386551,mini_donor,0.000131365386551
149810,426,3414,114688,9,0,10.8654601882,10.8643706526,10.8561632845,10.8550513917,10.8550513917,0.00108953559936,0.00929690366684,0.0104087965086,mini_donor,0.0104087965086
150261,1629,13039,114688,1,0,378.136934219,378.142044942,378.238550576,378.243675127,378.243675127,-0.00511072267886,-0.101616356285,-0.106740907493,baseline,0
151947,233,1866,114688,1,0,27.0636109276,27.0632953626,27.0519773881,27.0516622317,27.0516622317,0.000315565035635,0.0116335395305,0.0119486959484,mini_donor,0.0119486959484
152192,445,3567,114688,9,0,13.8889557792,13.890847949,13.8882010727,13.8900858211,13.8900858211,-0.00189216984359,0.000754706503358,-0.00113004192076,donor_profile,0.000754706503358
152662,456,3649,114688,9,0,13.8572828348,13.8592413933,13.8700836873,13.8720560266,13.8720560266,-0.00195855852064,-0.0128008525253,-0.0147731918224,baseline,0
153144,491,3931,114688,9,0,41.2217494078,41.2222125195,41.2842749452,41.2847310962,41.2847310962,-0.000463111657155,-0.062525537428,-0.0629816884302,baseline,0
153661,426,3415,114688,9,0,12.5312731151,12.5318850402,12.5280455607,12.5286474872,12.5286474872,-0.000611925106227,0.00322755440538,0.00262562788646,donor_profile,0.00322755440538
154111,457,3660,114688,9,0,13.1352379215,13.1370391094,13.1322488869,13.134054323,13.134054323,-0.00180118791752,0.00298903462681,0.00118359847954,donor_profile,0.00298903462681
154594,452,3622,114688,9,0,12.1568344236,12.1564312069,12.1660167586,12.1656050496,12.1656050496,0.000403216760787,-0.0091823349876,-0.00877062597374,mini_cmix,0.000403216760787
155072,442,3542,114688,9,0,12.4163311871,12.4166043735,12.4031231808,12.4033830695,12.4033830695,-0.0002731863284,0.0132080063022,0.0129481176258,donor_profile,0.0132080063022
155540,446,3575,114688,9,0,11.6201888444,11.6209550487,11.6197988349,11.620537039,11.620537039,-0.000766204318779,0.000390009499824,-0.000348194613935,donor_profile,0.000390009499824
156011,460,3682,114688,9,0,11.1249400388,11.1263043505,11.1321841093,11.1335446225,11.1335446225,-0.00136431171325,-0.0072440704871,-0.0086045837603,baseline,0
