recipient_region,recipient_offset,baseline_payload_bytes,selected_payload_bytes,gain_bytes,net_gain_bytes,donor_count,donors,candidate_count,exact_trials
2,2097908,140911,140911,0,0,0,-,4,4
3,3146668,116668,116668,0,0,0,-,4,4
4,4195514,219317,219317,0,0,0,-,4,4
6,6291800,233266,233266,0,0,0,-,4,4
7,7342355,218742,218742,0,0,0,-,4,4
8,8392535,202918,202918,0,0,0,-,4,4
9,9447260,232154,232154,0,0,0,-,4,4
10,10494038,238541,238541,0,0,0,-,4,4
11,11543054,245758,245758,0,0,0,-,4,4
