recipient_region,recipient_offset,recipient_length,trial_id,mode,expert_mask,mini_model_mask,profile_id,stream_class,donor_count,donors,vr_min_length,vr_event_count,baseline_payload_bytes,candidate_payload_bytes,gross_gain_bytes,standalone_plan_bytes,net_gain_bytes,status
0,0,1048219,1,scr2_vr_cost,0,0,0,9,0,-,65535,0,104950,104950,0,0,0,near_after_side
