offset,length,experts,stream_class,profile,residual_gain,pack_id,status
15922,132,oracle+donor_profile,xml,0,0.25,174332,oracle_only
16057,113,oracle+donor_profile,xml,0,0.25,174333,oracle_only
16173,109,oracle+donor_profile,xml,0,0.25,174334,oracle_only
16285,166,oracle+donor_profile,xml,0,0.25,174335,oracle_only
16454,100,oracle+donor_profile,xml,0,0.25,174336,oracle_only
16557,105,oracle+donor_profile,xml,0,0.25,174337,oracle_only
16665,129,oracle+donor_profile,xml,0,0.25,174338,oracle_only
16797,150,oracle+donor_profile,xml,0,0.25,174339,oracle_only
16950,101,oracle+donor_profile,xml,0,0.25,174340,oracle_only
17054,123,oracle+donor_profile,xml,0,0.25,174341,oracle_only
17180,117,oracle+donor_profile,xml,0,0.25,174342,oracle_only
17300,128,oracle+donor_profile,xml,0,0.25,174343,oracle_only
17431,103,oracle+donor_profile,xml,0,0.25,174344,oracle_only
17537,132,oracle+donor_profile,xml,0,0.25,174345,oracle_only
17672,99,oracle+donor_profile,xml,0,0.25,174346,oracle_only
17774,118,oracle+donor_profile,xml,0,0.25,174347,oracle_only
17895,116,oracle+donor_profile,xml,0,0.25,174348,oracle_only
18014,188,oracle+donor_profile,xml,0,0.25,174349,oracle_only
18205,142,oracle+donor_profile,xml,0,0.25,174350,oracle_only
18350,139,oracle+donor_profile,xml,0,0.25,174351,oracle_only
18492,141,oracle+donor_profile,xml,0,0.25,174352,oracle_only
18636,119,oracle+donor_profile,xml,0,0.25,174353,oracle_only
18758,123,oracle+donor_profile,xml,0,0.25,174354,oracle_only
18884,122,oracle+donor_profile,xml,0,0.25,174355,oracle_only
19009,153,oracle+donor_profile,xml,0,0.25,174356,oracle_only
19165,117,oracle+donor_profile,xml,0,0.25,174357,oracle_only
19285,117,oracle+donor_profile,xml,0,0.25,174358,oracle_only
19405,116,oracle+donor_profile,xml,0,0.25,174359,oracle_only
19524,154,oracle+donor_profile,xml,0,0.25,174360,oracle_only
19681,119,oracle+donor_profile,xml,0,0.25,174361,oracle_only
19803,86,oracle+donor_profile,xml,0,0.25,174362,oracle_only
19892,124,oracle+donor_profile,xml,0,0.25,174363,oracle_only
20019,148,oracle+donor_profile,xml,0,0.25,174364,oracle_only
20170,129,oracle+donor_profile,xml,0,0.25,174365,oracle_only
20302,126,oracle+donor_profile,xml,0,0.25,174366,oracle_only
20431,137,oracle+donor_profile,xml,0,0.25,174367,oracle_only
20571,85,oracle+donor_profile,xml,0,0.25,174368,oracle_only
20659,123,oracle+donor_profile,xml,0,0.25,174369,oracle_only
20785,126,oracle+donor_profile,xml,0,0.25,174370,oracle_only
20914,128,oracle+donor_profile,xml,0,0.25,174371,oracle_only
21045,115,oracle+donor_profile,xml,0,0.25,174372,oracle_only
21163,116,oracle+donor_profile,xml,0,0.25,174373,oracle_only
21282,118,oracle+donor_profile,xml,0,0.25,174374,oracle_only
21403,104,oracle+donor_profile,xml,0,0.25,174375,oracle_only
21510,121,oracle+donor_profile,xml,0,0.25,174376,oracle_only
21634,188,oracle+donor_profile,xml,0,0.25,174377,oracle_only
21825,183,oracle+donor_profile,xml,0,0.25,174378,oracle_only
22011,111,oracle+donor_profile,xml,0,0.25,174379,oracle_only
22125,137,oracle+donor_profile,xml,0,0.25,174380,oracle_only
22265,121,oracle+donor_profile,xml,0,0.25,174381,oracle_only
22389,83,oracle+donor_profile,xml,0,0.25,174382,oracle_only
22475,120,oracle+donor_profile,xml,0,0.25,174383,oracle_only
22598,123,oracle+donor_profile,xml,0,0.25,174384,oracle_only
22724,119,oracle+donor_profile,xml,0,0.25,174385,oracle_only
22846,116,oracle+donor_profile,xml,0,0.25,174386,oracle_only
22965,120,oracle+donor_profile,xml,0,0.25,174387,oracle_only
23088,144,oracle+donor_profile,xml,0,0.25,174388,oracle_only
23235,114,oracle+donor_profile,xml,0,0.25,174389,oracle_only
23352,136,oracle+donor_profile,xml,0,0.25,174390,oracle_only
23491,121,oracle+donor_profile,xml,0,0.25,174391,oracle_only
23615,123,oracle+donor_profile,xml,0,0.25,174392,oracle_only
23741,123,oracle+donor_profile,xml,0,0.25,174393,oracle_only
23867,129,oracle+donor_profile,xml,0,0.25,174394,oracle_only
23999,120,oracle+donor_profile,xml,0,0.25,174395,oracle_only
24122,124,oracle+donor_profile,xml,0,0.25,174396,oracle_only
24249,151,oracle+donor_profile,xml,0,0.25,174397,oracle_only
24403,150,oracle+donor_profile,xml,0,0.25,174398,oracle_only
24556,151,oracle+donor_profile,xml,0,0.25,174399,oracle_only
24710,136,oracle+donor_profile,xml,0,0.25,174400,oracle_only
24849,134,oracle+donor_profile,xml,0,0.25,174401,oracle_only
24986,166,oracle+donor_profile,xml,0,0.25,174402,oracle_only
25155,138,oracle+donor_profile,xml,0,0.25,174403,oracle_only
25296,131,oracle+donor_profile,xml,0,0.25,174404,oracle_only
25430,146,oracle+donor_profile,xml,0,0.25,174405,oracle_only
25579,135,oracle+donor_profile,xml,0,0.25,174406,oracle_only
25717,138,oracle+donor_profile,xml,0,0.25,174407,oracle_only
25858,120,oracle+donor_profile,xml,0,0.25,174408,oracle_only
25981,130,oracle+donor_profile,xml,0,0.25,174409,oracle_only
26114,111,oracle+donor_profile,xml,0,0.25,174410,oracle_only
26228,136,oracle+donor_profile,xml,0,0.25,174411,oracle_only
26367,139,oracle+donor_profile,xml,0,0.25,174412,oracle_only
26509,126,oracle+donor_profile,xml,0,0.25,174413,oracle_only
26638,121,oracle+donor_profile,xml,0,0.25,174414,oracle_only
26762,114,oracle+donor_profile,xml,0,0.25,174415,oracle_only
26879,114,oracle+donor_profile,xml,0,0.25,174416,oracle_only
26996,118,oracle+donor_profile,xml,0,0.25,174417,oracle_only
27117,113,oracle+donor_profile,xml,0,0.25,174418,oracle_only
27233,105,oracle+donor_profile,xml,0,0.25,174419,oracle_only
27341,116,oracle+donor_profile,xml,0,0.25,174420,oracle_only
27460,120,oracle+donor_profile,xml,0,0.25,174421,oracle_only
27583,127,oracle+donor_profile,xml,0,0.25,174422,oracle_only
27713,116,oracle+donor_profile,xml,0,0.25,174423,oracle_only
27832,121,oracle+donor_profile,xml,0,0.25,174424,oracle_only
27956,121,oracle+donor_profile,xml,0,0.25,174425,oracle_only
28080,119,oracle+donor_profile,xml,0,0.25,174426,oracle_only
28202,111,oracle+donor_profile,xml,0,0.25,174427,oracle_only
28316,119,oracle+donor_profile,xml,0,0.25,174428,oracle_only
28438,115,oracle+donor_profile,xml,0,0.25,174429,oracle_only
28556,121,oracle+donor_profile,xml,0,0.25,174430,oracle_only
28680,108,oracle+donor_profile,xml,0,0.25,174431,oracle_only
28791,107,oracle+donor_profile,xml,0,0.25,174432,oracle_only
28901,107,oracle+donor_profile,xml,0,0.25,174433,oracle_only
29011,109,oracle+donor_profile,xml,0,0.25,174434,oracle_only
29123,102,oracle+donor_profile,xml,0,0.25,174435,oracle_only
29228,102,oracle+donor_profile,xml,0,0.25,174436,oracle_only
29333,126,oracle+donor_profile,xml,0,0.25,174437,oracle_only
29462,119,oracle+donor_profile,xml,0,0.25,174438,oracle_only
29584,103,oracle+donor_profile,xml,0,0.25,174439,oracle_only
29690,99,oracle+donor_profile,xml,0,0.25,174440,oracle_only
29792,112,oracle+donor_profile,xml,0,0.25,174441,oracle_only
29907,103,oracle+donor_profile,xml,0,0.25,174442,oracle_only
30013,132,oracle+donor_profile,xml,0,0.25,174443,oracle_only
30148,129,oracle+donor_profile,xml,0,0.25,174444,oracle_only
30280,148,oracle+donor_profile,xml,0,0.25,174445,oracle_only
30431,119,oracle+donor_profile,xml,0,0.25,174446,oracle_only
30553,77,oracle+donor_profile,xml,0,0.25,174447,oracle_only
30633,117,oracle+donor_profile,xml,0,0.25,174448,oracle_only
30753,117,oracle+donor_profile,xml,0,0.25,174449,oracle_only
30873,113,oracle+donor_profile,xml,0,0.25,174450,oracle_only
30989,118,oracle+donor_profile,xml,0,0.25,174451,oracle_only
31110,152,oracle+donor_profile,xml,0,0.25,174452,oracle_only
31265,99,oracle+donor_profile,xml,0,0.25,174453,oracle_only
31367,111,oracle+donor_profile,xml,0,0.25,174454,oracle_only
31481,103,oracle+donor_profile,xml,0,0.25,174455,oracle_only
31587,103,oracle+donor_profile,xml,0,0.25,174456,oracle_only
31693,148,oracle+donor_profile,xml,0,0.25,174457,oracle_only
31844,103,oracle+donor_profile,xml,0,0.25,174458,oracle_only
31950,101,oracle+donor_profile,xml,0,0.25,174459,oracle_only
32054,103,oracle+donor_profile,xml,0,0.25,174460,oracle_only
32160,103,oracle+donor_profile,xml,0,0.25,174461,oracle_only
32266,101,oracle+donor_profile,xml,0,0.25,174462,oracle_only
32370,105,oracle+donor_profile,xml,0,0.25,174463,oracle_only
32478,87,oracle+donor_profile,xml,0,0.25,174464,oracle_only
32568,141,oracle+donor_profile,xml,0,0.25,174465,oracle_only
32712,133,oracle+donor_profile,xml,0,0.25,174466,oracle_only
32848,137,oracle+donor_profile,xml,0,0.25,174467,oracle_only
32988,132,oracle+donor_profile,xml,0,0.25,174468,oracle_only
33123,126,oracle+donor_profile,xml,0,0.25,174469,oracle_only
33252,111,oracle+donor_profile,xml,0,0.25,174470,oracle_only
33366,135,oracle+donor_profile,xml,0,0.25,174471,oracle_only
33504,151,oracle+donor_profile,xml,0,0.25,174472,oracle_only
33658,148,oracle+donor_profile,xml,0,0.25,174473,oracle_only
33809,145,oracle+donor_profile,xml,0,0.25,174474,oracle_only
33957,131,oracle+donor_profile,xml,0,0.25,174475,oracle_only
34091,136,oracle+donor_profile,xml,0,0.25,174476,oracle_only
34230,134,oracle+donor_profile,xml,0,0.25,174477,oracle_only
34367,116,oracle+donor_profile,xml,0,0.25,174478,oracle_only
34486,138,oracle+donor_profile,xml,0,0.25,174479,oracle_only
34627,128,oracle+donor_profile,xml,0,0.25,174480,oracle_only
34758,114,oracle+donor_profile,xml,0,0.25,174481,oracle_only
34875,121,oracle+donor_profile,xml,0,0.25,174482,oracle_only
34999,121,oracle+donor_profile,xml,0,0.25,174483,oracle_only
35123,126,oracle+donor_profile,xml,0,0.25,174484,oracle_only
35252,128,oracle+donor_profile,xml,0,0.25,174485,oracle_only
35383,131,oracle+donor_profile,xml,0,0.25,174486,oracle_only
35517,112,oracle+donor_profile,xml,0,0.25,174487,oracle_only
35632,117,oracle+donor_profile,xml,0,0.25,174488,oracle_only
35752,102,oracle+donor_profile,xml,0,0.25,174489,oracle_only
35857,122,oracle+donor_profile,xml,0,0.25,174490,oracle_only
35982,127,oracle+donor_profile,xml,0,0.25,174491,oracle_only
36112,142,oracle+donor_profile,xml,0,0.25,174492,oracle_only
36257,121,oracle+donor_profile,xml,0,0.25,174493,oracle_only
36381,126,oracle+donor_profile,xml,0,0.25,174494,oracle_only
36510,124,oracle+donor_profile,xml,0,0.25,174495,oracle_only
36637,146,oracle+donor_profile,xml,0,0.25,174496,oracle_only
36786,140,oracle+donor_profile,xml,0,0.25,174497,oracle_only
36929,100,oracle+donor_profile,xml,0,0.25,174498,oracle_only
37032,114,oracle+donor_profile,xml,0,0.25,174499,oracle_only
37149,129,oracle+donor_profile,xml,0,0.25,174500,oracle_only
37281,122,oracle+donor_profile,xml,0,0.25,174501,oracle_only
37406,113,oracle+donor_profile,xml,0,0.25,174502,oracle_only
37522,119,oracle+donor_profile,xml,0,0.25,174503,oracle_only
37644,176,oracle+donor_profile,xml,0,0.25,174504,oracle_only
37823,121,oracle+donor_profile,xml,0,0.25,174505,oracle_only
37947,90,oracle+donor_profile,xml,0,0.25,174506,oracle_only
38040,122,oracle+donor_profile,xml,0,0.25,174507,oracle_only
38165,120,oracle+donor_profile,xml,0,0.25,174508,oracle_only
38288,125,oracle+donor_profile,xml,0,0.25,174509,oracle_only
38416,83,oracle+donor_profile,xml,0,0.25,174510,oracle_only
38502,130,oracle+donor_profile,xml,0,0.25,174511,oracle_only
38635,95,oracle+donor_profile,xml,0,0.25,174512,oracle_only
38733,100,oracle+donor_profile,xml,0,0.25,174513,oracle_only
38836,125,oracle+donor_profile,xml,0,0.25,174514,oracle_only
38964,122,oracle+donor_profile,xml,0,0.25,174515,oracle_only
39089,112,oracle+donor_profile,xml,0,0.25,174516,oracle_only
39204,125,oracle+donor_profile,xml,0,0.25,174517,oracle_only
39332,110,oracle+donor_profile,xml,0,0.25,174518,oracle_only
39445,117,oracle+donor_profile,xml,0,0.25,174519,oracle_only
39565,132,oracle+donor_profile,xml,0,0.25,174520,oracle_only
39700,135,oracle+donor_profile,xml,0,0.25,174521,oracle_only
39838,124,oracle+donor_profile,xml,0,0.25,174522,oracle_only
39965,128,oracle+donor_profile,xml,0,0.25,174523,oracle_only
40096,118,oracle+donor_profile,xml,0,0.25,174524,oracle_only
40217,124,oracle+donor_profile,xml,0,0.25,174525,oracle_only
40344,124,oracle+donor_profile,xml,0,0.25,174526,oracle_only
40471,149,oracle+donor_profile,xml,0,0.25,174527,oracle_only
40623,119,oracle+donor_profile,xml,0,0.25,174528,oracle_only
40745,123,oracle+donor_profile,xml,0,0.25,174529,oracle_only
40871,87,oracle+donor_profile,xml,0,0.25,174530,oracle_only
40961,97,oracle+donor_profile,xml,0,0.25,174531,oracle_only
41061,165,oracle+donor_profile,xml,0,0.25,174532,oracle_only
41229,102,oracle+donor_profile,xml,0,0.25,174533,oracle_only
41334,127,oracle+donor_profile,xml,0,0.25,174534,oracle_only
41464,120,oracle+donor_profile,xml,0,0.25,174535,oracle_only
41587,123,oracle+donor_profile,xml,0,0.25,174536,oracle_only
41713,135,oracle+donor_profile,xml,0,0.25,174537,oracle_only
41851,149,oracle+donor_profile,xml,0,0.25,174538,oracle_only
42003,109,oracle+donor_profile,xml,0,0.25,174539,oracle_only
42115,94,oracle+donor_profile,xml,0,0.25,174540,oracle_only
42212,122,oracle+donor_profile,xml,0,0.25,174541,oracle_only
42337,104,oracle+donor_profile,xml,0,0.25,174542,oracle_only
42444,132,oracle+donor_profile,xml,0,0.25,174543,oracle_only
42579,107,oracle+donor_profile,xml,0,0.25,174544,oracle_only
42689,118,oracle+donor_profile,xml,0,0.25,174545,oracle_only
42810,123,oracle+donor_profile,xml,0,0.25,174546,oracle_only
42936,125,oracle+donor_profile,xml,0,0.25,174547,oracle_only
43064,121,oracle+donor_profile,xml,0,0.25,174548,oracle_only
43188,134,oracle+donor_profile,xml,0,0.25,174549,oracle_only
43325,116,oracle+donor_profile,xml,0,0.25,174550,oracle_only
43444,124,oracle+donor_profile,xml,0,0.25,174551,oracle_only
43571,97,oracle+donor_profile,xml,0,0.25,174552,oracle_only
43671,123,oracle+donor_profile,xml,0,0.25,174553,oracle_only
43797,105,oracle+donor_profile,xml,0,0.25,174554,oracle_only
43905,127,oracle+donor_profile,xml,0,0.25,174555,oracle_only
44035,100,oracle+donor_profile,xml,0,0.25,174556,oracle_only
44138,108,oracle+donor_profile,xml,0,0.25,174557,oracle_only
44249,119,oracle+donor_profile,xml,0,0.25,174558,oracle_only
44371,96,oracle+donor_profile,xml,0,0.25,174559,oracle_only
44470,174,oracle+donor_profile,xml,0,0.25,174560,oracle_only
44647,164,oracle+donor_profile,xml,0,0.25,174561,oracle_only
44814,129,oracle+donor_profile,xml,0,0.25,174562,oracle_only
44946,120,oracle+donor_profile,xml,0,0.25,174563,oracle_only
45069,115,oracle+donor_profile,xml,0,0.25,174564,oracle_only
45187,112,oracle+donor_profile,xml,0,0.25,174565,oracle_only
45302,108,oracle+donor_profile,xml,0,0.25,174566,oracle_only
45413,163,oracle+donor_profile,xml,0,0.25,174567,oracle_only
45579,90,oracle+donor_profile,xml,0,0.25,174568,oracle_only
45672,212,oracle+donor_profile,xml,0,0.25,174569,oracle_only
45887,139,oracle+donor_profile,xml,0,0.25,174570,oracle_only
46029,129,oracle+donor_profile,xml,0,0.25,174571,oracle_only
46161,122,oracle+donor_profile,xml,0,0.25,174572,oracle_only
46286,120,oracle+donor_profile,xml,0,0.25,174573,oracle_only
46409,79,oracle+donor_profile,xml,0,0.25,174574,oracle_only
46491,181,oracle+donor_profile,xml,0,0.25,174575,oracle_only
46675,131,oracle+donor_profile,xml,0,0.25,174576,oracle_only
46809,128,oracle+donor_profile,xml,0,0.25,174577,oracle_only
46940,125,oracle+donor_profile,xml,0,0.25,174578,oracle_only
47068,120,oracle+donor_profile,xml,0,0.25,174579,oracle_only
47191,119,oracle+donor_profile,xml,0,0.25,174580,oracle_only
47313,117,oracle+donor_profile,xml,0,0.25,174581,oracle_only
47433,132,oracle+donor_profile,xml,0,0.25,174582,oracle_only
47568,128,oracle+donor_profile,xml,0,0.25,174583,oracle_only
47699,121,oracle+donor_profile,xml,0,0.25,174584,oracle_only
47823,126,oracle+donor_profile,xml,0,0.25,174585,oracle_only
47952,127,oracle+donor_profile,xml,0,0.25,174586,oracle_only
48082,117,oracle+donor_profile,xml,0,0.25,174587,oracle_only
48202,158,oracle+donor_profile,xml,0,0.25,174588,oracle_only
48363,210,oracle+donor_profile,xml,0,0.25,174589,oracle_only
48576,121,oracle+donor_profile,xml,0,0.25,174590,oracle_only
48700,119,oracle+donor_profile,xml,0,0.25,174591,oracle_only
48822,105,oracle+donor_profile,xml,0,0.25,174592,oracle_only
48930,126,oracle+donor_profile,xml,0,0.25,174593,oracle_only
49059,135,oracle+donor_profile,xml,0,0.25,174594,oracle_only
49197,180,oracle+donor_profile,xml,0,0.25,174595,oracle_only
49380,122,oracle+donor_profile,xml,0,0.25,174596,oracle_only
49505,120,oracle+donor_profile,xml,0,0.25,174597,oracle_only
49628,92,oracle+donor_profile,xml,0,0.25,174598,oracle_only
49723,135,oracle+donor_profile,xml,0,0.25,174599,oracle_only
49861,145,oracle+donor_profile,xml,0,0.25,174600,oracle_only
50009,143,oracle+donor_profile,xml,0,0.25,174601,oracle_only
50155,128,oracle+donor_profile,xml,0,0.25,174602,oracle_only
50286,130,oracle+donor_profile,xml,0,0.25,174603,oracle_only
50419,111,oracle+donor_profile,xml,0,0.25,174604,oracle_only
50533,130,oracle+donor_profile,xml,0,0.25,174605,oracle_only
50666,99,oracle+donor_profile,xml,0,0.25,174606,oracle_only
50768,127,oracle+donor_profile,xml,0,0.25,174607,oracle_only
50898,111,oracle+donor_profile,xml,0,0.25,174608,oracle_only
51012,92,oracle+donor_profile,xml,0,0.25,174609,oracle_only
51107,99,oracle+donor_profile,xml,0,0.25,174610,oracle_only
51209,121,oracle+donor_profile,xml,0,0.25,174611,oracle_only
51333,83,oracle+donor_profile,xml,0,0.25,174612,oracle_only
51419,124,oracle+donor_profile,xml,0,0.25,174613,oracle_only
51546,108,oracle+donor_profile,xml,0,0.25,174614,oracle_only
51657,153,oracle+donor_profile,xml,0,0.25,174615,oracle_only
51813,172,oracle+donor_profile,xml,0,0.25,174616,oracle_only
51988,134,oracle+donor_profile,xml,0,0.25,174617,oracle_only
52125,112,oracle+donor_profile,xml,0,0.25,174618,oracle_only
52240,130,oracle+donor_profile,xml,0,0.25,174619,oracle_only
52373,138,oracle+donor_profile,xml,0,0.25,174620,oracle_only
52514,135,oracle+donor_profile,xml,0,0.25,174621,oracle_only
52652,114,oracle+donor_profile,xml,0,0.25,174622,oracle_only
52769,108,oracle+donor_profile,xml,0,0.25,174623,oracle_only
52880,117,oracle+donor_profile,xml,0,0.25,174624,oracle_only
53000,98,oracle+donor_profile,xml,0,0.25,174625,oracle_only
