offset,length,experts,stream_class,profile,residual_gain,pack_id,status
310647,157,oracle+donor_profile,xml,0,0.25,184989,oracle_only
310807,103,oracle+donor_profile,xml,0,0.25,184990,oracle_only
310913,132,oracle+donor_profile,xml,0,0.25,184991,oracle_only
311048,127,oracle+donor_profile,xml,0,0.25,184992,oracle_only
311178,145,oracle+donor_profile,xml,0,0.25,184993,oracle_only
311326,114,oracle+donor_profile,xml,0,0.25,184994,oracle_only
311443,117,oracle+donor_profile,xml,0,0.25,184995,oracle_only
311563,122,oracle+donor_profile,xml,0,0.25,184996,oracle_only
311688,120,oracle+donor_profile,xml,0,0.25,184997,oracle_only
311811,140,oracle+donor_profile,xml,0,0.25,184998,oracle_only
311954,120,oracle+donor_profile,xml,0,0.25,184999,oracle_only
312077,119,oracle+donor_profile,xml,0,0.25,185000,oracle_only
312199,115,oracle+donor_profile,xml,0,0.25,185001,oracle_only
312317,115,oracle+donor_profile,xml,0,0.25,185002,oracle_only
312435,129,oracle+donor_profile,xml,0,0.25,185003,oracle_only
312567,99,oracle+donor_profile,xml,0,0.25,185004,oracle_only
312669,119,oracle+donor_profile,xml,0,0.25,185005,oracle_only
312791,113,oracle+donor_profile,xml,0,0.25,185006,oracle_only
312907,121,oracle+donor_profile,xml,0,0.25,185007,oracle_only
313031,124,oracle+donor_profile,xml,0,0.25,185008,oracle_only
313158,121,oracle+donor_profile,xml,0,0.25,185009,oracle_only
313282,113,oracle+donor_profile,xml,0,0.25,185010,oracle_only
313398,113,oracle+donor_profile,xml,0,0.25,185011,oracle_only
313514,130,oracle+donor_profile,xml,0,0.25,185012,oracle_only
313647,118,oracle+donor_profile,xml,0,0.25,185013,oracle_only
313768,120,oracle+donor_profile,xml,0,0.25,185014,oracle_only
313891,122,oracle+donor_profile,xml,0,0.25,185015,oracle_only
314016,130,oracle+donor_profile,xml,0,0.25,185016,oracle_only
314149,130,oracle+donor_profile,xml,0,0.25,185017,oracle_only
314282,130,oracle+donor_profile,xml,0,0.25,185018,oracle_only
314415,136,oracle+donor_profile,xml,0,0.25,185019,oracle_only
314554,115,oracle+donor_profile,xml,0,0.25,185020,oracle_only
314672,139,oracle+donor_profile,xml,0,0.25,185021,oracle_only
314814,132,oracle+donor_profile,xml,0,0.25,185022,oracle_only
314949,117,oracle+donor_profile,xml,0,0.25,185023,oracle_only
315069,109,oracle+donor_profile,xml,0,0.25,185024,oracle_only
315181,123,oracle+donor_profile,xml,0,0.25,185025,oracle_only
315307,123,oracle+donor_profile,xml,0,0.25,185026,oracle_only
315433,85,oracle+donor_profile,xml,0,0.25,185027,oracle_only
315521,114,oracle+donor_profile,xml,0,0.25,185028,oracle_only
315638,125,oracle+donor_profile,xml,0,0.25,185029,oracle_only
315766,112,oracle+donor_profile,xml,0,0.25,185030,oracle_only
315881,147,oracle+donor_profile,xml,0,0.25,185031,oracle_only
316031,128,oracle+donor_profile,xml,0,0.25,185032,oracle_only
316162,89,oracle+donor_profile,xml,0,0.25,185033,oracle_only
316254,92,oracle+donor_profile,xml,0,0.25,185034,oracle_only
316349,114,oracle+donor_profile,xml,0,0.25,185035,oracle_only
316466,82,oracle+donor_profile,xml,0,0.25,185036,oracle_only
316551,114,oracle+donor_profile,xml,0,0.25,185037,oracle_only
316668,114,oracle+donor_profile,xml,0,0.25,185038,oracle_only
316785,114,oracle+donor_profile,xml,0,0.25,185039,oracle_only
316902,138,oracle+donor_profile,xml,0,0.25,185040,oracle_only
317043,123,oracle+donor_profile,xml,0,0.25,185041,oracle_only
317169,114,oracle+donor_profile,xml,0,0.25,185042,oracle_only
317286,111,oracle+donor_profile,xml,0,0.25,185043,oracle_only
317400,112,oracle+donor_profile,xml,0,0.25,185044,oracle_only
317515,103,oracle+donor_profile,xml,0,0.25,185045,oracle_only
317621,128,oracle+donor_profile,xml,0,0.25,185046,oracle_only
317752,112,oracle+donor_profile,xml,0,0.25,185047,oracle_only
317867,127,oracle+donor_profile,xml,0,0.25,185048,oracle_only
317997,116,oracle+donor_profile,xml,0,0.25,185049,oracle_only
318116,89,oracle+donor_profile,xml,0,0.25,185050,oracle_only
318208,130,oracle+donor_profile,xml,0,0.25,185051,oracle_only
318341,134,oracle+donor_profile,xml,0,0.25,185052,oracle_only
318478,132,oracle+donor_profile,xml,0,0.25,185053,oracle_only
318613,132,oracle+donor_profile,xml,0,0.25,185054,oracle_only
318748,115,oracle+donor_profile,xml,0,0.25,185055,oracle_only
318866,83,oracle+donor_profile,xml,0,0.25,185056,oracle_only
318952,83,oracle+donor_profile,xml,0,0.25,185057,oracle_only
319038,143,oracle+donor_profile,xml,0,0.25,185058,oracle_only
319184,117,oracle+donor_profile,xml,0,0.25,185059,oracle_only
319304,119,oracle+donor_profile,xml,0,0.25,185060,oracle_only
319426,126,oracle+donor_profile,xml,0,0.25,185061,oracle_only
319555,121,oracle+donor_profile,xml,0,0.25,185062,oracle_only
319679,120,oracle+donor_profile,xml,0,0.25,185063,oracle_only
319802,140,oracle+donor_profile,xml,0,0.25,185064,oracle_only
319945,121,oracle+donor_profile,xml,0,0.25,185065,oracle_only
320069,146,oracle+donor_profile,xml,0,0.25,185066,oracle_only
320218,102,oracle+donor_profile,xml,0,0.25,185067,oracle_only
320323,127,oracle+donor_profile,xml,0,0.25,185068,oracle_only
320453,136,oracle+donor_profile,xml,0,0.25,185069,oracle_only
320592,126,oracle+donor_profile,xml,0,0.25,185070,oracle_only
320721,136,oracle+donor_profile,xml,0,0.25,185071,oracle_only
320860,94,oracle+donor_profile,xml,0,0.25,185072,oracle_only
320957,87,oracle+donor_profile,xml,0,0.25,185073,oracle_only
321047,88,oracle+donor_profile,xml,0,0.25,185074,oracle_only
321138,133,oracle+donor_profile,xml,0,0.25,185075,oracle_only
321274,92,oracle+donor_profile,xml,0,0.25,185076,oracle_only
321369,132,oracle+donor_profile,xml,0,0.25,185077,oracle_only
321504,118,oracle+donor_profile,xml,0,0.25,185078,oracle_only
321625,113,oracle+donor_profile,xml,0,0.25,185079,oracle_only
321741,124,oracle+donor_profile,xml,0,0.25,185080,oracle_only
321868,107,oracle+donor_profile,xml,0,0.25,185081,oracle_only
321978,122,oracle+donor_profile,xml,0,0.25,185082,oracle_only
322103,143,oracle+donor_profile,xml,0,0.25,185083,oracle_only
322249,133,oracle+donor_profile,xml,0,0.25,185084,oracle_only
322385,172,oracle+donor_profile,xml,0,0.25,185085,oracle_only
322560,111,oracle+donor_profile,xml,0,0.25,185086,oracle_only
322674,139,oracle+donor_profile,xml,0,0.25,185087,oracle_only
322816,113,oracle+donor_profile,xml,0,0.25,185088,oracle_only
322932,126,oracle+donor_profile,xml,0,0.25,185089,oracle_only
323061,124,oracle+donor_profile,xml,0,0.25,185090,oracle_only
323188,124,oracle+donor_profile,xml,0,0.25,185091,oracle_only
323315,123,oracle+donor_profile,xml,0,0.25,185092,oracle_only
323441,123,oracle+donor_profile,xml,0,0.25,185093,oracle_only
323567,123,oracle+donor_profile,xml,0,0.25,185094,oracle_only
323693,125,oracle+donor_profile,xml,0,0.25,185095,oracle_only
323821,120,oracle+donor_profile,xml,0,0.25,185096,oracle_only
323944,206,oracle+donor_profile,xml,0,0.25,185097,oracle_only
324153,109,oracle+donor_profile,xml,0,0.25,185098,oracle_only
324265,123,oracle+donor_profile,xml,0,0.25,185099,oracle_only
324391,133,oracle+donor_profile,xml,0,0.25,185100,oracle_only
324527,133,oracle+donor_profile,xml,0,0.25,185101,oracle_only
324663,133,oracle+donor_profile,xml,0,0.25,185102,oracle_only
324799,133,oracle+donor_profile,xml,0,0.25,185103,oracle_only
324935,133,oracle+donor_profile,xml,0,0.25,185104,oracle_only
325071,142,oracle+donor_profile,xml,0,0.25,185105,oracle_only
325216,100,oracle+donor_profile,xml,0,0.25,185106,oracle_only
325319,154,oracle+donor_profile,xml,0,0.25,185107,oracle_only
325476,120,oracle+donor_profile,xml,0,0.25,185108,oracle_only
325599,117,oracle+donor_profile,xml,0,0.25,185109,oracle_only
325719,121,oracle+donor_profile,xml,0,0.25,185110,oracle_only
325843,112,oracle+donor_profile,xml,0,0.25,185111,oracle_only
325958,145,oracle+donor_profile,xml,0,0.25,185112,oracle_only
326106,133,oracle+donor_profile,xml,0,0.25,185113,oracle_only
326242,133,oracle+donor_profile,xml,0,0.25,185114,oracle_only
326378,133,oracle+donor_profile,xml,0,0.25,185115,oracle_only
326514,133,oracle+donor_profile,xml,0,0.25,185116,oracle_only
326650,133,oracle+donor_profile,xml,0,0.25,185117,oracle_only
326786,133,oracle+donor_profile,xml,0,0.25,185118,oracle_only
326922,133,oracle+donor_profile,xml,0,0.25,185119,oracle_only
327058,133,oracle+donor_profile,xml,0,0.25,185120,oracle_only
327194,133,oracle+donor_profile,xml,0,0.25,185121,oracle_only
327330,133,oracle+donor_profile,xml,0,0.25,185122,oracle_only
327466,133,oracle+donor_profile,xml,0,0.25,185123,oracle_only
327602,130,oracle+donor_profile,xml,0,0.25,185124,oracle_only
327735,130,oracle+donor_profile,xml,0,0.25,185125,oracle_only
327868,133,oracle+donor_profile,xml,0,0.25,185126,oracle_only
328004,76,oracle+donor_profile,xml,0,0.25,185127,oracle_only
328083,127,oracle+donor_profile,xml,0,0.25,185128,oracle_only
328213,104,oracle+donor_profile,xml,0,0.25,185129,oracle_only
328320,122,oracle+donor_profile,xml,0,0.25,185130,oracle_only
328445,120,oracle+donor_profile,xml,0,0.25,185131,oracle_only
328568,115,oracle+donor_profile,xml,0,0.25,185132,oracle_only
328686,127,oracle+donor_profile,xml,0,0.25,185133,oracle_only
328816,127,oracle+donor_profile,xml,0,0.25,185134,oracle_only
328946,105,oracle+donor_profile,xml,0,0.25,185135,oracle_only
329054,122,oracle+donor_profile,xml,0,0.25,185136,oracle_only
329179,135,oracle+donor_profile,xml,0,0.25,185137,oracle_only
329317,110,oracle+donor_profile,xml,0,0.25,185138,oracle_only
329430,98,oracle+donor_profile,xml,0,0.25,185139,oracle_only
329531,124,oracle+donor_profile,xml,0,0.25,185140,oracle_only
329658,122,oracle+donor_profile,xml,0,0.25,185141,oracle_only
329783,133,oracle+donor_profile,xml,0,0.25,185142,oracle_only
329919,130,oracle+donor_profile,xml,0,0.25,185143,oracle_only
330052,160,oracle+donor_profile,xml,0,0.25,185144,oracle_only
330215,118,oracle+donor_profile,xml,0,0.25,185145,oracle_only
330336,125,oracle+donor_profile,xml,0,0.25,185146,oracle_only
330464,134,oracle+donor_profile,xml,0,0.25,185147,oracle_only
330601,140,oracle+donor_profile,xml,0,0.25,185148,oracle_only
330744,107,oracle+donor_profile,xml,0,0.25,185149,oracle_only
330854,138,oracle+donor_profile,xml,0,0.25,185150,oracle_only
330995,148,oracle+donor_profile,xml,0,0.25,185151,oracle_only
331146,154,oracle+donor_profile,xml,0,0.25,185152,oracle_only
331303,154,oracle+donor_profile,xml,0,0.25,185153,oracle_only
331460,154,oracle+donor_profile,xml,0,0.25,185154,oracle_only
331617,147,oracle+donor_profile,xml,0,0.25,185155,oracle_only
331767,154,oracle+donor_profile,xml,0,0.25,185156,oracle_only
331924,147,oracle+donor_profile,xml,0,0.25,185157,oracle_only
332074,130,oracle+donor_profile,xml,0,0.25,185158,oracle_only
332207,93,oracle+donor_profile,xml,0,0.25,185159,oracle_only
332303,142,oracle+donor_profile,xml,0,0.25,185160,oracle_only
332448,158,oracle+donor_profile,xml,0,0.25,185161,oracle_only
332609,148,oracle+donor_profile,xml,0,0.25,185162,oracle_only
332760,133,oracle+donor_profile,xml,0,0.25,185163,oracle_only
332896,133,oracle+donor_profile,xml,0,0.25,185164,oracle_only
333032,113,oracle+donor_profile,xml,0,0.25,185165,oracle_only
333148,129,oracle+donor_profile,xml,0,0.25,185166,oracle_only
333280,121,oracle+donor_profile,xml,0,0.25,185167,oracle_only
333404,130,oracle+donor_profile,xml,0,0.25,185168,oracle_only
333537,130,oracle+donor_profile,xml,0,0.25,185169,oracle_only
333670,145,oracle+donor_profile,xml,0,0.25,185170,oracle_only
333818,145,oracle+donor_profile,xml,0,0.25,185171,oracle_only
333966,133,oracle+donor_profile,xml,0,0.25,185172,oracle_only
334102,130,oracle+donor_profile,xml,0,0.25,185173,oracle_only
334235,133,oracle+donor_profile,xml,0,0.25,185174,oracle_only
334371,118,oracle+donor_profile,xml,0,0.25,185175,oracle_only
334492,158,oracle+donor_profile,xml,0,0.25,185176,oracle_only
334653,152,oracle+donor_profile,xml,0,0.25,185177,oracle_only
334808,170,oracle+donor_profile,xml,0,0.25,185178,oracle_only
334981,127,oracle+donor_profile,xml,0,0.25,185179,oracle_only
335111,133,oracle+donor_profile,xml,0,0.25,185180,oracle_only
335247,181,oracle+donor_profile,xml,0,0.25,185181,oracle_only
335431,133,oracle+donor_profile,xml,0,0.25,185182,oracle_only
335567,88,oracle+donor_profile,xml,0,0.25,185183,oracle_only
335658,133,oracle+donor_profile,xml,0,0.25,185184,oracle_only
335794,133,oracle+donor_profile,xml,0,0.25,185185,oracle_only
335930,133,oracle+donor_profile,xml,0,0.25,185186,oracle_only
336066,133,oracle+donor_profile,xml,0,0.25,185187,oracle_only
336202,145,oracle+donor_profile,xml,0,0.25,185188,oracle_only
336350,130,oracle+donor_profile,xml,0,0.25,185189,oracle_only
336483,127,oracle+donor_profile,xml,0,0.25,185190,oracle_only
336613,155,oracle+donor_profile,xml,0,0.25,185191,oracle_only
336771,133,oracle+donor_profile,xml,0,0.25,185192,oracle_only
336907,167,oracle+donor_profile,xml,0,0.25,185193,oracle_only
337077,133,oracle+donor_profile,xml,0,0.25,185194,oracle_only
337213,133,oracle+donor_profile,xml,0,0.25,185195,oracle_only
337349,145,oracle+donor_profile,xml,0,0.25,185196,oracle_only
337497,105,oracle+donor_profile,xml,0,0.25,185197,oracle_only
337605,132,oracle+donor_profile,xml,0,0.25,185198,oracle_only
337740,145,oracle+donor_profile,xml,0,0.25,185199,oracle_only
337888,144,oracle+donor_profile,xml,0,0.25,185200,oracle_only
338035,133,oracle+donor_profile,xml,0,0.25,185201,oracle_only
338171,139,oracle+donor_profile,xml,0,0.25,185202,oracle_only
338313,146,oracle+donor_profile,xml,0,0.25,185203,oracle_only
338462,142,oracle+donor_profile,xml,0,0.25,185204,oracle_only
338607,108,oracle+donor_profile,xml,0,0.25,185205,oracle_only
338718,163,oracle+donor_profile,xml,0,0.25,185206,oracle_only
338884,95,oracle+donor_profile,xml,0,0.25,185207,oracle_only
338982,130,oracle+donor_profile,xml,0,0.25,185208,oracle_only
339115,154,oracle+donor_profile,xml,0,0.25,185209,oracle_only
339272,98,oracle+donor_profile,xml,0,0.25,185210,oracle_only
339373,122,oracle+donor_profile,xml,0,0.25,185211,oracle_only
339498,155,oracle+donor_profile,xml,0,0.25,185212,oracle_only
339656,133,oracle+donor_profile,xml,0,0.25,185213,oracle_only
339792,114,oracle+donor_profile,xml,0,0.25,185214,oracle_only
339909,123,oracle+donor_profile,xml,0,0.25,185215,oracle_only
340035,88,oracle+donor_profile,xml,0,0.25,185216,oracle_only
340126,128,oracle+donor_profile,xml,0,0.25,185217,oracle_only
340257,81,oracle+donor_profile,xml,0,0.25,185218,oracle_only
340341,140,oracle+donor_profile,xml,0,0.25,185219,oracle_only
340484,81,oracle+donor_profile,xml,0,0.25,185220,oracle_only
340568,131,oracle+donor_profile,xml,0,0.25,185221,oracle_only
340702,158,oracle+donor_profile,xml,0,0.25,185222,oracle_only
340863,150,oracle+donor_profile,xml,0,0.25,185223,oracle_only
341016,121,oracle+donor_profile,xml,0,0.25,185224,oracle_only
341140,154,oracle+donor_profile,xml,0,0.25,185225,oracle_only
341297,135,oracle+donor_profile,xml,0,0.25,185226,oracle_only
341435,102,oracle+donor_profile,xml,0,0.25,185227,oracle_only
341540,133,oracle+donor_profile,xml,0,0.25,185228,oracle_only
341676,122,oracle+donor_profile,xml,0,0.25,185229,oracle_only
341801,155,oracle+donor_profile,xml,0,0.25,185230,oracle_only
341959,146,oracle+donor_profile,xml,0,0.25,185231,oracle_only
342108,132,oracle+donor_profile,xml,0,0.25,185232,oracle_only
342243,120,oracle+donor_profile,xml,0,0.25,185233,oracle_only
342366,123,oracle+donor_profile,xml,0,0.25,185234,oracle_only
342492,123,oracle+donor_profile,xml,0,0.25,185235,oracle_only
342618,130,oracle+donor_profile,xml,0,0.25,185236,oracle_only
342751,133,oracle+donor_profile,xml,0,0.25,185237,oracle_only
342887,137,oracle+donor_profile,xml,0,0.25,185238,oracle_only
343027,120,oracle+donor_profile,xml,0,0.25,185239,oracle_only
343150,125,oracle+donor_profile,xml,0,0.25,185240,oracle_only
343278,131,oracle+donor_profile,xml,0,0.25,185241,oracle_only
343412,123,oracle+donor_profile,xml,0,0.25,185242,oracle_only
343538,129,oracle+donor_profile,xml,0,0.25,185243,oracle_only
343670,131,oracle+donor_profile,xml,0,0.25,185244,oracle_only
343804,122,oracle+donor_profile,xml,0,0.25,185245,oracle_only
343929,129,oracle+donor_profile,xml,0,0.25,185246,oracle_only
344061,87,oracle+donor_profile,xml,0,0.25,185247,oracle_only
344151,120,oracle+donor_profile,xml,0,0.25,185248,oracle_only
344274,120,oracle+donor_profile,xml,0,0.25,185249,oracle_only
344397,128,oracle+donor_profile,xml,0,0.25,185250,oracle_only
344528,146,oracle+donor_profile,xml,0,0.25,185251,oracle_only
344677,120,oracle+donor_profile,xml,0,0.25,185252,oracle_only
344800,96,oracle+donor_profile,xml,0,0.25,185253,oracle_only
344899,199,oracle+donor_profile,xml,0,0.25,185254,oracle_only
345101,127,oracle+donor_profile,xml,0,0.25,185255,oracle_only
345231,127,oracle+donor_profile,xml,0,0.25,185256,oracle_only
345361,124,oracle+donor_profile,xml,0,0.25,185257,oracle_only
345488,124,oracle+donor_profile,xml,0,0.25,185258,oracle_only
345615,114,oracle+donor_profile,xml,0,0.25,185259,oracle_only
345732,134,oracle+donor_profile,xml,0,0.25,185260,oracle_only
345869,124,oracle+donor_profile,xml,0,0.25,185261,oracle_only
345996,131,oracle+donor_profile,xml,0,0.25,185262,oracle_only
346130,144,oracle+donor_profile,xml,0,0.25,185263,oracle_only
346277,144,oracle+donor_profile,xml,0,0.25,185264,oracle_only
346424,172,oracle+donor_profile,xml,0,0.25,185265,oracle_only
346599,116,oracle+donor_profile,xml,0,0.25,185266,oracle_only
346718,182,oracle+donor_profile,xml,0,0.25,185267,oracle_only
346903,125,oracle+donor_profile,xml,0,0.25,185268,oracle_only
347031,101,oracle+donor_profile,xml,0,0.25,185269,oracle_only
347135,167,oracle+donor_profile,xml,0,0.25,185270,oracle_only
347305,120,oracle+donor_profile,xml,0,0.25,185271,oracle_only
347428,137,oracle+donor_profile,xml,0,0.25,185272,oracle_only
347568,149,oracle+donor_profile,xml,0,0.25,185273,oracle_only
347720,124,oracle+donor_profile,xml,0,0.25,185274,oracle_only
347847,140,oracle+donor_profile,xml,0,0.25,185275,oracle_only
347990,133,oracle+donor_profile,xml,0,0.25,185276,oracle_only
348126,136,oracle+donor_profile,xml,0,0.25,185277,oracle_only
348265,111,oracle+donor_profile,xml,0,0.25,185278,oracle_only
348379,173,oracle+donor_profile,xml,0,0.25,185279,oracle_only
348555,136,oracle+donor_profile,xml,0,0.25,185280,oracle_only
348694,145,oracle+donor_profile,xml,0,0.25,185281,oracle_only
348842,135,oracle+donor_profile,xml,0,0.25,185282,oracle_only
348980,131,oracle+donor_profile,xml,0,0.25,185283,oracle_only
349114,137,oracle+donor_profile,xml,0,0.25,185284,oracle_only
349254,126,oracle+donor_profile,xml,0,0.25,185285,oracle_only
349383,131,oracle+donor_profile,xml,0,0.25,185286,oracle_only
349517,125,oracle+donor_profile,xml,0,0.25,185287,oracle_only
349645,131,oracle+donor_profile,xml,0,0.25,185288,oracle_only
349779,123,oracle+donor_profile,xml,0,0.25,185289,oracle_only
349905,114,oracle+donor_profile,xml,0,0.25,185290,oracle_only
350022,103,oracle+donor_profile,xml,0,0.25,185291,oracle_only
350128,90,oracle+donor_profile,xml,0,0.25,185292,oracle_only
350221,90,oracle+donor_profile,xml,0,0.25,185293,oracle_only
350314,96,oracle+donor_profile,xml,0,0.25,185294,oracle_only
350413,147,oracle+donor_profile,xml,0,0.25,185295,oracle_only
350563,145,oracle+donor_profile,xml,0,0.25,185296,oracle_only
350711,126,oracle+donor_profile,xml,0,0.25,185297,oracle_only
350840,103,oracle+donor_profile,xml,0,0.25,185298,oracle_only
350946,124,oracle+donor_profile,xml,0,0.25,185299,oracle_only
351073,101,oracle+donor_profile,xml,0,0.25,185300,oracle_only
351177,101,oracle+donor_profile,xml,0,0.25,185301,oracle_only
351281,130,oracle+donor_profile,xml,0,0.25,185302,oracle_only
351414,101,oracle+donor_profile,xml,0,0.25,185303,oracle_only
351518,105,oracle+donor_profile,xml,0,0.25,185304,oracle_only
351626,126,oracle+donor_profile,xml,0,0.25,185305,oracle_only
351755,92,oracle+donor_profile,xml,0,0.25,185306,oracle_only
351850,122,oracle+donor_profile,xml,0,0.25,185307,oracle_only
351975,135,oracle+donor_profile,xml,0,0.25,185308,oracle_only
352113,145,oracle+donor_profile,xml,0,0.25,185309,oracle_only
352261,117,oracle+donor_profile,xml,0,0.25,185310,oracle_only
352381,113,oracle+donor_profile,xml,0,0.25,185311,oracle_only
352497,105,oracle+donor_profile,xml,0,0.25,185312,oracle_only
352605,111,oracle+donor_profile,xml,0,0.25,185313,oracle_only
352719,113,oracle+donor_profile,xml,0,0.25,185314,oracle_only
352835,128,oracle+donor_profile,xml,0,0.25,185315,oracle_only
352966,128,oracle+donor_profile,xml,0,0.25,185316,oracle_only
353097,127,oracle+donor_profile,xml,0,0.25,185317,oracle_only
353227,117,oracle+donor_profile,xml,0,0.25,185318,oracle_only
353347,119,oracle+donor_profile,xml,0,0.25,185319,oracle_only
353469,120,oracle+donor_profile,xml,0,0.25,185320,oracle_only
353592,114,oracle+donor_profile,xml,0,0.25,185321,oracle_only
353709,118,oracle+donor_profile,xml,0,0.25,185322,oracle_only
353830,87,oracle+donor_profile,xml,0,0.25,185323,oracle_only
353920,123,oracle+donor_profile,xml,0,0.25,185324,oracle_only
354046,115,oracle+donor_profile,xml,0,0.25,185325,oracle_only
354164,159,oracle+donor_profile,xml,0,0.25,185326,oracle_only
354326,114,oracle+donor_profile,xml,0,0.25,185327,oracle_only
354443,161,oracle+donor_profile,xml,0,0.25,185328,oracle_only
354607,127,oracle+donor_profile,xml,0,0.25,185329,oracle_only
354737,118,oracle+donor_profile,xml,0,0.25,185330,oracle_only
354858,126,oracle+donor_profile,xml,0,0.25,185331,oracle_only
354987,117,oracle+donor_profile,xml,0,0.25,185332,oracle_only
355107,179,oracle+donor_profile,xml,0,0.25,185333,oracle_only
355289,136,oracle+donor_profile,xml,0,0.25,185334,oracle_only
355428,98,oracle+donor_profile,xml,0,0.25,185335,oracle_only
355529,133,oracle+donor_profile,xml,0,0.25,185336,oracle_only
355665,95,oracle+donor_profile,xml,0,0.25,185337,oracle_only
355763,137,oracle+donor_profile,xml,0,0.25,185338,oracle_only
355903,113,oracle+donor_profile,xml,0,0.25,185339,oracle_only
356019,94,oracle+donor_profile,xml,0,0.25,185340,oracle_only
356116,113,oracle+donor_profile,xml,0,0.25,185341,oracle_only
356232,116,oracle+donor_profile,xml,0,0.25,185342,oracle_only
356351,114,oracle+donor_profile,xml,0,0.25,185343,oracle_only
356468,113,oracle+donor_profile,xml,0,0.25,185344,oracle_only
356584,122,oracle+donor_profile,xml,0,0.25,185345,oracle_only
356709,131,oracle+donor_profile,xml,0,0.25,185346,oracle_only
356843,129,oracle+donor_profile,xml,0,0.25,185347,oracle_only
356975,102,oracle+donor_profile,xml,0,0.25,185348,oracle_only
357080,133,oracle+donor_profile,xml,0,0.25,185349,oracle_only
357216,106,oracle+donor_profile,xml,0,0.25,185350,oracle_only
357325,125,oracle+donor_profile,xml,0,0.25,185351,oracle_only
357453,114,oracle+donor_profile,xml,0,0.25,185352,oracle_only
357570,130,oracle+donor_profile,xml,0,0.25,185353,oracle_only
357703,141,oracle+donor_profile,xml,0,0.25,185354,oracle_only
357847,209,oracle+donor_profile,xml,0,0.25,185355,oracle_only
358059,115,oracle+donor_profile,xml,0,0.25,185356,oracle_only
358177,127,oracle+donor_profile,xml,0,0.25,185357,oracle_only
358307,123,oracle+donor_profile,xml,0,0.25,185358,oracle_only
358433,112,oracle+donor_profile,xml,0,0.25,185359,oracle_only
358548,98,oracle+donor_profile,xml,0,0.25,185360,oracle_only
358649,97,oracle+donor_profile,xml,0,0.25,185361,oracle_only
358749,99,oracle+donor_profile,xml,0,0.25,185362,oracle_only
358851,99,oracle+donor_profile,xml,0,0.25,185363,oracle_only
358953,122,oracle+donor_profile,xml,0,0.25,185364,oracle_only
359078,149,oracle+donor_profile,xml,0,0.25,185365,oracle_only
359230,125,oracle+donor_profile,xml,0,0.25,185366,oracle_only
359358,134,oracle+donor_profile,xml,0,0.25,185367,oracle_only
359495,134,oracle+donor_profile,xml,0,0.25,185368,oracle_only
359632,97,oracle+donor_profile,xml,0,0.25,185369,oracle_only
359732,133,oracle+donor_profile,xml,0,0.25,185370,oracle_only
359868,127,oracle+donor_profile,xml,0,0.25,185371,oracle_only
359998,146,oracle+donor_profile,xml,0,0.25,185372,oracle_only
360147,134,oracle+donor_profile,xml,0,0.25,185373,oracle_only
360284,83,oracle+donor_profile,xml,0,0.25,185374,oracle_only
360370,129,oracle+donor_profile,xml,0,0.25,185375,oracle_only
360502,86,oracle+donor_profile,xml,0,0.25,185376,oracle_only
360591,127,oracle+donor_profile,xml,0,0.25,185377,oracle_only
360721,159,oracle+donor_profile,xml,0,0.25,185378,oracle_only
360883,119,oracle+donor_profile,xml,0,0.25,185379,oracle_only
361005,130,oracle+donor_profile,xml,0,0.25,185380,oracle_only
361138,120,oracle+donor_profile,xml,0,0.25,185381,oracle_only
361261,130,oracle+donor_profile,xml,0,0.25,185382,oracle_only
361394,101,oracle+donor_profile,xml,0,0.25,185383,oracle_only
361498,105,oracle+donor_profile,xml,0,0.25,185384,oracle_only
361606,123,oracle+donor_profile,xml,0,0.25,185385,oracle_only
361732,126,oracle+donor_profile,xml,0,0.25,185386,oracle_only
361861,107,oracle+donor_profile,xml,0,0.25,185387,oracle_only
361971,130,oracle+donor_profile,xml,0,0.25,185388,oracle_only
362104,128,oracle+donor_profile,xml,0,0.25,185389,oracle_only
362235,142,oracle+donor_profile,xml,0,0.25,185390,oracle_only
362380,138,oracle+donor_profile,xml,0,0.25,185391,oracle_only
362521,141,oracle+donor_profile,xml,0,0.25,185392,oracle_only
362665,146,oracle+donor_profile,xml,0,0.25,185393,oracle_only
362814,164,oracle+donor_profile,xml,0,0.25,185394,oracle_only
362981,91,oracle+donor_profile,xml,0,0.25,185395,oracle_only
363075,129,oracle+donor_profile,xml,0,0.25,185396,oracle_only
363207,107,oracle+donor_profile,xml,0,0.25,185397,oracle_only
363317,115,oracle+donor_profile,xml,0,0.25,185398,oracle_only
363435,98,oracle+donor_profile,xml,0,0.25,185399,oracle_only
363536,108,oracle+donor_profile,xml,0,0.25,185400,oracle_only
363647,143,oracle+donor_profile,xml,0,0.25,185401,oracle_only
363793,118,oracle+donor_profile,xml,0,0.25,185402,oracle_only
363914,121,oracle+donor_profile,xml,0,0.25,185403,oracle_only
364038,122,oracle+donor_profile,xml,0,0.25,185404,oracle_only
364163,116,oracle+donor_profile,xml,0,0.25,185405,oracle_only
364282,121,oracle+donor_profile,xml,0,0.25,185406,oracle_only
364406,115,oracle+donor_profile,xml,0,0.25,185407,oracle_only
364524,120,oracle+donor_profile,xml,0,0.25,185408,oracle_only
364647,87,oracle+donor_profile,xml,0,0.25,185409,oracle_only
364737,122,oracle+donor_profile,xml,0,0.25,185410,oracle_only
364862,130,oracle+donor_profile,xml,0,0.25,185411,oracle_only
