pack_id,recipient_offset,recipient_length,candidate_rank,donor_offset,donor_length,phrase_score,signature_hits
330,84967353,261117,0,24576,4096,1,1
330,84967353,261117,1,32768,4096,1,1
330,84967353,261117,2,40960,4096,1,1
330,84967353,261117,3,196608,4096,1,1
330,84967353,261117,4,9658368,4096,1,1
330,84967353,261117,5,12304384,4096,1,1
330,84967353,261117,6,13045760,4096,1,1
330,84967353,261117,7,17473536,4096,1,1
330,84967353,261117,8,33538048,4096,1,1
330,84967353,261117,9,38354944,4096,1,1
330,84967353,261117,10,47468544,4096,1,1
330,84967353,261117,11,64753664,4096,1,1
331,85228473,261722,0,98304,4096,4,4
331,85228473,261722,1,16384,4096,3,3
331,85228473,261722,2,81559552,4096,3,3
331,85228473,261722,3,81862656,4096,3,3
331,85228473,261722,4,82411520,4096,3,3
331,85228473,261722,5,82460672,4096,3,3
331,85228473,261722,6,84307968,4096,3,3
331,85228473,261722,7,84385792,4096,3,3
331,85228473,261722,8,84799488,4096,3,3
331,85228473,261722,9,32768,4096,2,2
331,85228473,261722,10,53248,4096,2,2
331,85228473,261722,11,143360,4096,2,2
332,85490198,261260,0,85311488,4096,4,4
332,85490198,261260,1,32768,4096,3,3
332,85490198,261260,2,196608,4096,3,3
332,85490198,261260,3,84885504,4096,3,3
332,85490198,261260,4,84922368,4096,3,3
332,85490198,261260,5,84963328,4096,3,3
332,85490198,261260,6,85307392,4096,3,3
332,85490198,261260,7,85405696,4096,3,3
332,85490198,261260,8,98304,4096,2,2
332,85490198,261260,9,16384,4096,1,1
332,85490198,261260,10,90112,4096,1,1
332,85490198,261260,11,450560,4096,1,1
333,85751461,260726,0,32768,4096,3,3
333,85751461,260726,1,196608,4096,3,3
333,85751461,260726,2,84922368,4096,3,3
333,85751461,260726,3,84963328,4096,3,3
333,85751461,260726,4,85307392,4096,3,3
333,85751461,260726,5,85311488,4096,3,3
333,85751461,260726,6,85405696,4096,3,3
333,85751461,260726,7,85557248,4096,3,3
333,85751461,260726,8,53248,4096,1,1
333,85751461,260726,9,90112,4096,1,1
333,85751461,260726,10,98304,4096,1,1
333,85751461,260726,11,143360,4096,1,1
334,86012190,261454,0,8192,4096,1,1
334,86012190,261454,1,32768,4096,1,1
334,86012190,261454,2,90112,4096,1,1
334,86012190,261454,3,98304,4096,1,1
334,86012190,261454,4,135168,4096,1,1
334,86012190,261454,5,196608,4096,1,1
334,86012190,261454,6,761856,4096,1,1
334,86012190,261454,7,2551808,4096,1,1
334,86012190,261454,8,4853760,4096,1,1
334,86012190,261454,9,6004736,4096,1,1
334,86012190,261454,10,22306816,4096,1,1
334,86012190,261454,11,33001472,4096,1,1
335,86273647,261518,0,24576,4096,2,2
335,86273647,261518,1,40960,4096,2,2
335,86273647,261518,2,53248,4096,2,2
335,86273647,261518,3,98304,4096,2,2
335,86273647,261518,4,143360,4096,2,2
335,86273647,261518,5,83918848,4096,2,2
335,86273647,261518,6,84148224,4096,2,2
335,86273647,261518,7,84242432,4096,2,2
335,86273647,261518,8,84725760,4096,2,2
335,86273647,261518,9,85245952,4096,2,2
335,86273647,261518,10,85270528,4096,2,2
335,86273647,261518,11,85651456,4096,2,2
336,86535168,256163,0,32768,4096,1,1
336,86535168,256163,1,90112,4096,1,1
336,86535168,256163,2,98304,4096,1,1
336,86535168,256163,3,196608,4096,1,1
336,86535168,256163,4,7110656,4096,1,1
336,86535168,256163,5,9924608,4096,1,1
336,86535168,256163,6,9949184,4096,1,1
336,86535168,256163,7,10383360,4096,1,1
336,86535168,256163,8,21327872,4096,1,1
336,86535168,256163,9,32600064,4096,1,1
336,86535168,256163,10,61595648,4096,1,1
336,86535168,256163,11,71606272,4096,1,1
337,86791334,249349,0,85245952,4096,3,3
337,86791334,249349,1,53248,4096,2,2
337,86791334,249349,2,143360,4096,2,2
337,86791334,249349,3,83918848,4096,2,2
337,86791334,249349,4,84148224,4096,2,2
337,86791334,249349,5,84242432,4096,2,2
337,86791334,249349,6,84725760,4096,2,2
337,86791334,249349,7,86106112,4096,2,2
337,86791334,249349,8,86724608,4096,2,2
337,86791334,249349,9,8192,4096,1,1
337,86791334,249349,10,24576,4096,1,1
337,86791334,249349,11,40960,4096,1,1
338,87040686,261947,0,24576,4096,2,2
338,87040686,261947,1,40960,4096,2,2
338,87040686,261947,2,85651456,4096,2,2
338,87040686,261947,3,85663744,4096,2,2
338,87040686,261947,4,85688320,4096,2,2
338,87040686,261947,5,85741568,4096,2,2
338,87040686,261947,6,86179840,4096,2,2
338,87040686,261947,7,86441984,4096,2,2
338,87040686,261947,8,53248,4096,1,1
338,87040686,261947,9,90112,4096,1,1
338,87040686,261947,10,98304,4096,1,1
338,87040686,261947,11,143360,4096,1,1
339,87302636,258765,0,87089152,4096,3,3
339,87302636,258765,1,16384,4096,2,2
339,87302636,258765,2,98304,4096,2,2
339,87302636,258765,3,84385792,4096,2,2
339,87302636,258765,4,84799488,4096,2,2
339,87302636,258765,5,85311488,4096,2,2
339,87302636,258765,6,86769664,4096,2,2
339,87302636,258765,7,87183360,4096,2,2
339,87302636,258765,8,32768,4096,1,1
339,87302636,258765,9,53248,4096,1,1
339,87302636,258765,10,143360,4096,1,1
339,87302636,258765,11,196608,4096,1,1
340,87561404,262046,0,32768,4096,2,2
340,87561404,262046,1,196608,4096,2,2
340,87561404,262046,2,85405696,4096,2,2
340,87561404,262046,3,85557248,4096,2,2
340,87561404,262046,4,85852160,4096,2,2
340,87561404,262046,5,86278144,4096,2,2
340,87561404,262046,6,86286336,4096,2,2
340,87561404,262046,7,87089152,4096,2,2
340,87561404,262046,8,87134208,4096,2,2
340,87561404,262046,9,0,4096,1,1
340,87561404,262046,10,16384,4096,1,1
340,87561404,262046,11,24576,4096,1,1
341,87823453,259957,0,24576,4096,2,2
341,87823453,259957,1,40960,4096,2,2
341,87823453,259957,2,86179840,4096,2,2
341,87823453,259957,3,86441984,4096,2,2
341,87823453,259957,4,87138304,4096,2,2
341,87823453,259957,5,87392256,4096,2,2
341,87823453,259957,6,87478272,4096,2,2
341,87823453,259957,7,87740416,4096,2,2
341,87823453,259957,8,6660096,4096,1,1
341,87823453,259957,9,7110656,4096,1,1
341,87823453,259957,10,9924608,4096,1,1
341,87823453,259957,11,9949184,4096,1,1
342,88083413,260359,0,3108864,4096,2,2
342,88083413,260359,1,24576,4096,1,1
342,88083413,260359,2,40960,4096,1,1
342,88083413,260359,3,2428928,4096,1,1
342,88083413,260359,4,4403200,4096,1,1
342,88083413,260359,5,4694016,4096,1,1
342,88083413,260359,6,7110656,4096,1,1
342,88083413,260359,7,9236480,4096,1,1
342,88083413,260359,8,9949184,4096,1,1
342,88083413,260359,9,14200832,4096,1,1
342,88083413,260359,10,28311552,4096,1,1
342,88083413,260359,11,40628224,4096,1,1
343,88343775,262110,0,3108864,4096,3,3
343,88343775,262110,1,53248,4096,2,2
343,88343775,262110,2,143360,4096,2,2
343,88343775,262110,3,4403200,4096,2,2
343,88343775,262110,4,81768448,4096,2,2
343,88343775,262110,5,81940480,4096,2,2
343,88343775,262110,6,83865600,4096,2,2
343,88343775,262110,7,84447232,4096,2,2
343,88343775,262110,8,84885504,4096,2,2
343,88343775,262110,9,85536768,4096,2,2
343,88343775,262110,10,86106112,4096,2,2
343,88343775,262110,11,86929408,4096,2,2
344,88605888,260249,0,24576,4096,1,1
344,88605888,260249,1,40960,4096,1,1
344,88605888,260249,2,53248,4096,1,1
344,88605888,260249,3,143360,4096,1,1
344,88605888,260249,4,4853760,4096,1,1
344,88605888,260249,5,6004736,4096,1,1
344,88605888,260249,6,47755264,4096,1,1
344,88605888,260249,7,53645312,4096,1,1
344,88605888,260249,8,60104704,4096,1,1
344,88605888,260249,9,61661184,4096,1,1
344,88605888,260249,10,64159744,4096,1,1
344,88605888,260249,11,82731008,4096,1,1
345,88866140,244137,0,88530944,4096,4,4
345,88866140,244137,1,24576,4096,3,3
345,88866140,244137,2,40960,4096,3,3
345,88866140,244137,3,87863296,4096,3,3
345,88866140,244137,4,87875584,4096,3,3
345,88866140,244137,5,87896064,4096,3,3
345,88866140,244137,6,88756224,4096,3,3
345,88866140,244137,7,88834048,4096,3,3
345,88866140,244137,8,8192,4096,2,2
345,88866140,244137,9,135168,4096,2,2
345,88866140,244137,10,70795264,4096,2,2
345,88866140,244137,11,86290432,4096,2,2
346,89110280,261846,0,90112,4096,1,1
346,89110280,261846,1,98304,4096,1,1
346,89110280,261846,2,7299072,4096,1,1
346,89110280,261846,3,51318784,4096,1,1
346,89110280,261846,4,74747904,4096,1,1
346,89110280,261846,5,86552576,4096,1,1
346,89110280,261846,6,87285760,4096,1,1
346,89110280,261846,7,87511040,4096,1,1
346,89110280,261846,8,87695360,4096,1,1
346,89110280,261846,9,87851008,4096,1,1
346,89110280,261846,10,88080384,4096,1,1
346,89110280,261846,11,88195072,4096,1,1
347,89372129,260074,0,98304,4096,3,3
347,89372129,260074,1,90112,4096,2,2
347,89372129,260074,2,87089152,4096,2,2
347,89372129,260074,3,87511040,4096,2,2
347,89372129,260074,4,87695360,4096,2,2
347,89372129,260074,5,87851008,4096,2,2
347,89372129,260074,6,88080384,4096,2,2
347,89372129,260074,7,88195072,4096,2,2
347,89372129,260074,8,89325568,4096,2,2
347,89372129,260074,9,16384,4096,1,1
347,89372129,260074,10,53248,4096,1,1
347,89372129,260074,11,143360,4096,1,1
348,89632206,255190,0,53248,4096,3,3
348,89632206,255190,1,143360,4096,3,3
348,89632206,255190,2,87113728,4096,3,3
348,89632206,255190,3,87416832,4096,3,3
348,89632206,255190,4,88150016,4096,3,3
348,89632206,255190,5,88748032,4096,3,3
348,89632206,255190,6,89038848,4096,3,3
348,89632206,255190,7,89370624,4096,3,3
348,89632206,255190,8,88080384,4096,2,2
348,89632206,255190,9,24576,4096,1,1
348,89632206,255190,10,32768,4096,1,1
348,89632206,255190,11,40960,4096,1,1
349,89887399,260343,0,3108864,4096,4,4
349,89887399,260343,1,90112,4096,2,2
349,89887399,260343,2,98304,4096,2,2
349,89887399,260343,3,2428928,4096,2,2
349,89887399,260343,4,4403200,4096,2,2
349,89887399,260343,5,76177408,4096,2,2
349,89887399,260343,6,76279808,4096,2,2
349,89887399,260343,7,76746752,4096,2,2
349,89887399,260343,8,81768448,4096,2,2
349,89887399,260343,9,81940480,4096,2,2
349,89887399,260343,10,82366464,4096,2,2
349,89887399,260343,11,83865600,4096,2,2
350,90147745,256410,0,89784320,4096,4,4
350,90147745,256410,1,24576,4096,3,3
350,90147745,256410,2,40960,4096,3,3
350,90147745,256410,3,89313280,4096,3,3
350,90147745,256410,4,89354240,4096,3,3
350,90147745,256410,5,89509888,4096,3,3
350,90147745,256410,6,89550848,4096,3,3
350,90147745,256410,7,89817088,4096,3,3
350,90147745,256410,8,98304,4096,2,2
350,90147745,256410,9,86290432,4096,2,2
350,90147745,256410,10,87285760,4096,2,2
350,90147745,256410,11,89300992,4096,2,2
351,90404158,262063,0,90112,4096,1,1
351,90404158,262063,1,98304,4096,1,1
351,90404158,262063,2,31428608,4096,1,1
351,90404158,262063,3,32849920,4096,1,1
351,90404158,262063,4,38268928,4096,1,1
351,90404158,262063,5,39260160,4096,1,1
351,90404158,262063,6,70623232,4096,1,1
351,90404158,262063,7,80900096,4096,1,1
351,90404158,262063,8,86163456,4096,1,1
351,90404158,262063,9,87285760,4096,1,1
351,90404158,262063,10,88080384,4096,1,1
351,90404158,262063,11,88195072,4096,1,1
352,90666224,259447,0,89784320,4096,3,3
352,90666224,259447,1,90660864,4096,3,3
352,90666224,259447,2,24576,4096,2,2
352,90666224,259447,3,40960,4096,2,2
352,90666224,259447,4,89354240,4096,2,2
352,90666224,259447,5,89509888,4096,2,2
352,90666224,259447,6,89550848,4096,2,2
352,90666224,259447,7,89817088,4096,2,2
352,90666224,259447,8,90112,4096,1,1
352,90666224,259447,9,98304,4096,1,1
352,90666224,259447,10,87285760,4096,1,1
352,90666224,259447,11,87445504,4096,1,1
353,90925674,259991,0,89784320,4096,4,4
353,90925674,259991,1,24576,4096,3,3
353,90925674,259991,2,40960,4096,3,3
353,90925674,259991,3,89354240,4096,3,3
353,90925674,259991,4,89509888,4096,3,3
353,90925674,259991,5,89550848,4096,3,3
353,90925674,259991,6,89817088,4096,3,3
353,90925674,259991,7,90660864,4096,3,3
353,90925674,259991,8,8192,4096,2,2
353,90925674,259991,9,98304,4096,2,2
353,90925674,259991,10,135168,4096,2,2
353,90925674,259991,11,86523904,4096,2,2
354,91185668,260873,0,53248,4096,2,2
354,91185668,260873,1,143360,4096,2,2
354,91185668,260873,2,90660864,4096,2,2
354,91185668,260873,3,90775552,4096,2,2
354,91185668,260873,4,90894336,4096,2,2
354,91185668,260873,5,91095040,4096,2,2
354,91185668,260873,6,91119616,4096,2,2
354,91185668,260873,7,91172864,4096,2,2
354,91185668,260873,8,16384,4096,1,1
354,91185668,260873,9,98304,4096,1,1
354,91185668,260873,10,2428928,4096,1,1
354,91185668,260873,11,3108864,4096,1,1
355,91446544,262106,0,89784320,4096,3,3
355,91446544,262106,1,24576,4096,2,2
355,91446544,262106,2,40960,4096,2,2
355,91446544,262106,3,89550848,4096,2,2
355,91446544,262106,4,89817088,4096,2,2
355,91446544,262106,5,90660864,4096,2,2
355,91446544,262106,6,91119616,4096,2,2
355,91446544,262106,7,91320320,4096,2,2
355,91446544,262106,8,90112,4096,1,1
355,91446544,262106,9,98304,4096,1,1
355,91446544,262106,10,450560,4096,1,1
355,91446544,262106,11,1634304,4096,1,1
356,91708653,261670,0,8192,4096,1,1
356,91708653,261670,1,90112,4096,1,1
356,91708653,261670,2,98304,4096,1,1
356,91708653,261670,3,135168,4096,1,1
356,91708653,261670,4,3108864,4096,1,1
356,91708653,261670,5,4321280,4096,1,1
356,91708653,261670,6,4354048,4096,1,1
356,91708653,261670,7,4403200,4096,1,1
356,91708653,261670,8,4853760,4096,1,1
356,91708653,261670,9,6004736,4096,1,1
356,91708653,261670,10,9924608,4096,1,1
356,91708653,261670,11,10383360,4096,1,1
357,91970326,255625,0,32768,4096,2,2
357,91970326,255625,1,196608,4096,2,2
357,91970326,255625,2,90869760,4096,2,2
357,91970326,255625,3,90955776,4096,2,2
357,91970326,255625,4,91058176,4096,2,2
357,91970326,255625,5,91754496,4096,2,2
357,91970326,255625,6,91815936,4096,2,2
357,91970326,255625,7,91820032,4096,2,2
357,91970326,255625,8,53248,4096,1,1
357,91970326,255625,9,143360,4096,1,1
357,91970326,255625,10,6660096,4096,1,1
357,91970326,255625,11,10436608,4096,1,1
358,92225954,261501,0,53248,4096,3,3
358,92225954,261501,1,143360,4096,3,3
358,92225954,261501,2,91172864,4096,3,3
358,92225954,261501,3,91299840,4096,3,3
358,92225954,261501,4,91320320,4096,3,3
358,92225954,261501,5,91648000,4096,3,3
358,92225954,261501,6,91774976,4096,3,3
358,92225954,261501,7,92143616,4096,3,3
358,92225954,261501,8,8192,4096,1,1
358,92225954,261501,9,135168,4096,1,1
358,92225954,261501,10,7745536,4096,1,1
358,92225954,261501,11,13266944,4096,1,1
359,92487458,262038,0,91320320,4096,3,3
359,92487458,262038,1,24576,4096,2,2
359,92487458,262038,2,40960,4096,2,2
359,92487458,262038,3,91848704,4096,2,2
359,92487458,262038,4,91897856,4096,2,2
359,92487458,262038,5,91959296,4096,2,2
359,92487458,262038,6,91963392,4096,2,2
359,92487458,262038,7,92319744,4096,2,2
359,92487458,262038,8,53248,4096,1,1
359,92487458,262038,9,143360,4096,1,1
359,92487458,262038,10,450560,4096,1,1
359,92487458,262038,11,1634304,4096,1,1
360,92749499,258618,0,98304,4096,2,2
360,92749499,258618,1,16384,4096,1,1
360,92749499,258618,2,90112,4096,1,1
360,92749499,258618,3,6660096,4096,1,1
360,92749499,258618,4,10436608,4096,1,1
360,92749499,258618,5,75689984,4096,1,1
360,92749499,258618,6,76681216,4096,1,1
360,92749499,258618,7,77344768,4096,1,1
360,92749499,258618,8,77422592,4096,1,1
360,92749499,258618,9,80207872,4096,1,1
360,92749499,258618,10,80498688,4096,1,1
360,92749499,258618,11,85958656,4096,1,1
361,93008120,252593,0,92520448,4096,2,2
361,93008120,252593,1,92725248,4096,2,2
361,93008120,252593,2,92921856,4096,2,2
361,93008120,252593,3,24576,4096,1,1
361,93008120,252593,4,40960,4096,1,1
361,93008120,252593,5,53248,4096,1,1
361,93008120,252593,6,90112,4096,1,1
361,93008120,252593,7,98304,4096,1,1
361,93008120,252593,8,143360,4096,1,1
361,93008120,252593,9,4366336,4096,1,1
361,93008120,252593,10,5156864,4096,1,1
361,93008120,252593,11,6668288,4096,1,1
362,93260716,260988,0,92520448,4096,3,3
362,93260716,260988,1,53248,4096,2,2
362,93260716,260988,2,98304,4096,2,2
362,93260716,260988,3,143360,4096,2,2
362,93260716,260988,4,92508160,4096,2,2
362,93260716,260988,5,92524544,4096,2,2
362,93260716,260988,6,92573696,4096,2,2
362,93260716,260988,7,92966912,4096,2,2
362,93260716,260988,8,93069312,4096,2,2
362,93260716,260988,9,16384,4096,1,1
362,93260716,260988,10,24576,4096,1,1
362,93260716,260988,11,40960,4096,1,1
363,93521707,261204,0,93069312,4096,3,3
363,93521707,261204,1,53248,4096,2,2
363,93521707,261204,2,98304,4096,2,2
363,93521707,261204,3,143360,4096,2,2
363,93521707,261204,4,92508160,4096,2,2
363,93521707,261204,5,92520448,4096,2,2
363,93521707,261204,6,92524544,4096,2,2
363,93521707,261204,7,92573696,4096,2,2
363,93521707,261204,8,92966912,4096,2,2
363,93521707,261204,9,93450240,4096,2,2
363,93521707,261204,10,16384,4096,1,1
363,93521707,261204,11,32768,4096,1,1
364,93782914,261559,0,90112,4096,2,2
364,93782914,261559,1,98304,4096,2,2
364,93782914,261559,2,92868608,4096,2,2
364,93782914,261559,3,92893184,4096,2,2
364,93782914,261559,4,92921856,4096,2,2
364,93782914,261559,5,93319168,4096,2,2
364,93782914,261559,6,93499392,4096,2,2
364,93782914,261559,7,93605888,4096,2,2
364,93782914,261559,8,450560,4096,1,1
364,93782914,261559,9,1634304,4096,1,1
364,93782914,261559,10,3584000,4096,1,1
364,93782914,261559,11,6438912,4096,1,1
365,94044476,261324,0,16384,4096,1,1
365,94044476,261324,1,32768,4096,1,1
365,94044476,261324,2,98304,4096,1,1
365,94044476,261324,3,196608,4096,1,1
365,94044476,261324,4,2428928,4096,1,1
365,94044476,261324,5,3108864,4096,1,1
365,94044476,261324,6,5492736,4096,1,1
365,94044476,261324,7,6660096,4096,1,1
365,94044476,261324,8,10436608,4096,1,1
365,94044476,261324,9,12304384,4096,1,1
365,94044476,261324,10,17473536,4096,1,1
365,94044476,261324,11,24219648,4096,1,1
366,94305803,257089,0,90112,4096,5,5
366,94305803,257089,1,98304,4096,5,5
366,94305803,257089,2,93499392,4096,5,5
366,94305803,257089,3,93605888,4096,5,5
366,94305803,257089,4,93954048,4096,5,5
366,94305803,257089,5,93958144,4096,5,5
366,94305803,257089,6,93982720,4096,5,5
366,94305803,257089,7,93986816,4096,5,5
366,94305803,257089,8,93069312,4096,4,4
366,94305803,257089,9,32768,4096,3,3
366,94305803,257089,10,196608,4096,3,3
366,94305803,257089,11,93044736,4096,3,3
367,94562895,261624,0,93069312,4096,2,2
367,94562895,261624,1,94126080,4096,2,2
367,94562895,261624,2,24576,4096,1,1
367,94562895,261624,3,32768,4096,1,1
367,94562895,261624,4,40960,4096,1,1
367,94562895,261624,5,53248,4096,1,1
367,94562895,261624,6,90112,4096,1,1
367,94562895,261624,7,98304,4096,1,1
367,94562895,261624,8,143360,4096,1,1
367,94562895,261624,9,196608,4096,1,1
367,94562895,261624,10,75939840,4096,1,1
367,94562895,261624,11,86183936,4096,1,1
368,94824522,255425,0,32768,4096,2,2
368,94824522,255425,1,196608,4096,2,2
368,94824522,255425,2,93069312,4096,2,2
368,94824522,255425,3,93290496,4096,2,2
368,94824522,255425,4,93450240,4096,2,2
368,94824522,255425,5,93814784,4096,2,2
368,94824522,255425,6,93876224,4096,2,2
368,94824522,255425,7,94461952,4096,2,2
368,94824522,255425,8,24576,4096,1,1
368,94824522,255425,9,40960,4096,1,1
368,94824522,255425,10,8228864,4096,1,1
368,94824522,255425,11,23318528,4096,1,1
369,95079950,255287,0,24576,4096,2,2
369,95079950,255287,1,40960,4096,2,2
369,95079950,255287,2,90112,4096,2,2
369,95079950,255287,3,98304,4096,2,2
369,95079950,255287,4,93413376,4096,2,2
369,95079950,255287,5,93659136,4096,2,2
369,95079950,255287,6,93986816,4096,2,2
369,95079950,255287,7,94126080,4096,2,2
369,95079950,255287,8,94171136,4096,2,2
369,95079950,255287,9,94400512,4096,2,2
369,95079950,255287,10,94404608,4096,2,2
369,95079950,255287,11,94711808,4096,2,2
370,95335240,259527,0,53248,4096,2,2
370,95335240,259527,1,143360,4096,2,2
370,95335240,259527,2,93790208,4096,2,2
370,95335240,259527,3,93818880,4096,2,2
370,95335240,259527,4,93949952,4096,2,2
370,95335240,259527,5,94068736,4096,2,2
370,95335240,259527,6,94601216,4096,2,2
370,95335240,259527,7,94978048,4096,2,2
370,95335240,259527,8,24576,4096,1,1
370,95335240,259527,9,40960,4096,1,1
370,95335240,259527,10,18722816,4096,1,1
370,95335240,259527,11,19988480,4096,1,1
371,95594770,260866,0,24576,4096,4,4
371,95594770,260866,1,40960,4096,4,4
371,95594770,260866,2,95039488,4096,4,4
371,95594770,260866,3,95154176,4096,4,4
371,95594770,260866,4,95170560,4096,4,4
371,95594770,260866,5,95293440,4096,4,4
371,95594770,260866,6,95432704,4096,4,4
371,95594770,260866,7,95539200,4096,4,4
371,95594770,260866,8,53248,4096,1,1
371,95594770,260866,9,143360,4096,1,1
371,95594770,260866,10,4972544,4096,1,1
371,95594770,260866,11,9924608,4096,1,1
372,95855639,257067,0,24576,4096,3,3
372,95855639,257067,1,40960,4096,3,3
372,95855639,257067,2,90112,4096,3,3
372,95855639,257067,3,98304,4096,3,3
372,95855639,257067,4,94732288,4096,3,3
372,95855639,257067,5,94879744,4096,3,3
372,95855639,257067,6,95064064,4096,3,3
372,95855639,257067,7,95170560,4096,3,3
372,95855639,257067,8,95191040,4096,3,3
372,95855639,257067,9,95285248,4096,3,3
372,95855639,257067,10,95293440,4096,3,3
372,95855639,257067,11,95305728,4096,3,3
373,96112709,259139,0,95293440,4096,4,4
373,96112709,259139,1,95956992,4096,4,4
373,96112709,259139,2,95064064,4096,3,3
373,96112709,259139,3,24576,4096,2,2
373,96112709,259139,4,32768,4096,2,2
373,96112709,259139,5,40960,4096,2,2
373,96112709,259139,6,196608,4096,2,2
373,96112709,259139,7,3108864,4096,2,2
373,96112709,259139,8,4403200,4096,2,2
373,96112709,259139,9,91283456,4096,2,2
373,96112709,259139,10,94490624,4096,2,2
373,96112709,259139,11,95113216,4096,2,2
374,96371851,257262,0,53248,4096,2,2
374,96371851,257262,1,90112,4096,2,2
374,96371851,257262,2,98304,4096,2,2
374,96371851,257262,3,143360,4096,2,2
374,96371851,257262,4,93949952,4096,2,2
374,96371851,257262,5,94068736,4096,2,2
374,96371851,257262,6,94601216,4096,2,2
374,96371851,257262,7,94978048,4096,2,2
374,96371851,257262,8,95191040,4096,2,2
374,96371851,257262,9,95285248,4096,2,2
374,96371851,257262,10,95305728,4096,2,2
374,96371851,257262,11,95895552,4096,2,2
375,96629116,261257,0,24576,4096,2,2
375,96629116,261257,1,40960,4096,2,2
375,96629116,261257,2,95731712,4096,2,2
375,96629116,261257,3,95760384,4096,2,2
375,96629116,261257,4,95875072,4096,2,2
375,96629116,261257,5,96133120,4096,2,2
375,96629116,261257,6,96292864,4096,2,2
375,96629116,261257,7,96608256,4096,2,2
375,96629116,261257,8,53248,4096,1,1
375,96629116,261257,9,143360,4096,1,1
375,96629116,261257,10,761856,4096,1,1
375,96629116,261257,11,2551808,4096,1,1
376,96890376,259877,0,2428928,4096,2,2
376,96890376,259877,1,3108864,4096,2,2
376,96890376,259877,2,92631040,4096,2,2
376,96890376,259877,3,96116736,4096,2,2
376,96890376,259877,4,96317440,4096,2,2
376,96890376,259877,5,96436224,4096,2,2
376,96890376,259877,6,96624640,4096,2,2
376,96890376,259877,7,96845824,4096,2,2
376,96890376,259877,8,8192,4096,1,1
376,96890376,259877,9,53248,4096,1,1
376,96890376,259877,10,90112,4096,1,1
376,96890376,259877,11,98304,4096,1,1
377,97150256,260765,0,53248,4096,5,5
377,97150256,260765,1,143360,4096,5,5
377,97150256,260765,2,95940608,4096,5,5
377,97150256,260765,3,96124928,4096,5,5
377,97150256,260765,4,96485376,4096,5,5
377,97150256,260765,5,96665600,4096,5,5
377,97150256,260765,6,96923648,4096,5,5
377,97150256,260765,7,97144832,4096,5,5
377,97150256,260765,8,98304,4096,3,3
377,97150256,260765,9,90112,4096,2,2
377,97150256,260765,10,3108864,4096,2,2
377,97150256,260765,11,96206848,4096,2,2
378,97411024,261723,0,24576,4096,6,6
378,97411024,261723,1,40960,4096,6,6
378,97411024,261723,2,95760384,4096,6,6
378,97411024,261723,3,95875072,4096,6,6
378,97411024,261723,4,96133120,4096,6,6
378,97411024,261723,5,96292864,4096,6,6
378,97411024,261723,6,96608256,4096,6,6
378,97411024,261723,7,97210368,4096,6,6
378,97411024,261723,8,97222656,4096,5,5
378,97411024,261723,9,90112,4096,4,4
378,97411024,261723,10,98304,4096,4,4
378,97411024,261723,11,96403456,4096,4,4
379,97672750,261211,0,32768,4096,2,2
379,97672750,261211,1,196608,4096,2,2
379,97672750,261211,2,96575488,4096,2,2
379,97672750,261211,3,96624640,4096,2,2
379,97672750,261211,4,96776192,4096,2,2
379,97672750,261211,5,97132544,4096,2,2
379,97672750,261211,6,97153024,4096,2,2
379,97672750,261211,7,97243136,4096,2,2
379,97672750,261211,8,24576,4096,1,1
379,97672750,261211,9,40960,4096,1,1
379,97672750,261211,10,53248,4096,1,1
379,97672750,261211,11,143360,4096,1,1
380,97933964,260372,0,98304,4096,2,2
380,97933964,260372,1,97222656,4096,2,2
380,97933964,260372,2,16384,4096,1,1
380,97933964,260372,3,53248,4096,1,1
380,97933964,260372,4,90112,4096,1,1
380,97933964,260372,5,143360,4096,1,1
380,97933964,260372,6,17747968,4096,1,1
380,97933964,260372,7,40140800,4096,1,1
380,97933964,260372,8,47280128,4096,1,1
380,97933964,260372,9,47755264,4096,1,1
380,97933964,260372,10,53645312,4096,1,1
380,97933964,260372,11,60104704,4096,1,1
381,98194339,261803,0,98304,4096,2,2
381,98194339,261803,1,97222656,4096,2,2
381,98194339,261803,2,16384,4096,1,1
381,98194339,261803,3,24576,4096,1,1
381,98194339,261803,4,32768,4096,1,1
381,98194339,261803,5,40960,4096,1,1
381,98194339,261803,6,53248,4096,1,1
381,98194339,261803,7,90112,4096,1,1
381,98194339,261803,8,143360,4096,1,1
381,98194339,261803,9,196608,4096,1,1
381,98194339,261803,10,2428928,4096,1,1
381,98194339,261803,11,3108864,4096,1,1
382,98456145,261871,0,24576,4096,1,1
382,98456145,261871,1,32768,4096,1,1
382,98456145,261871,2,40960,4096,1,1
382,98456145,261871,3,196608,4096,1,1
382,98456145,261871,4,634880,4096,1,1
382,98456145,261871,5,9924608,4096,1,1
382,98456145,261871,6,10383360,4096,1,1
382,98456145,261871,7,17518592,4096,1,1
382,98456145,261871,8,24756224,4096,1,1
382,98456145,261871,9,40886272,4096,1,1
382,98456145,261871,10,70844416,4096,1,1
382,98456145,261871,11,84566016,4096,1,1
383,98718019,259273,0,40960,4096,3,3
383,98718019,259273,1,24576,4096,2,2
383,98718019,259273,2,98230272,4096,2,2
383,98718019,259273,3,98390016,4096,2,2
383,98718019,259273,4,98414592,4096,2,2
383,98718019,259273,5,98639872,4096,2,2
383,98718019,259273,6,98652160,4096,2,2
383,98718019,259273,7,98664448,4096,2,2
383,98718019,259273,8,32768,4096,1,1
