recipient_region,recipient_offset,candidate_rank,donor_offset,donor_length,phrase_score,source
158,113123,2,43264,256,1,phrase_token
158,113123,3,57600,256,1,phrase_token
158,113123,4,59648,256,1,phrase_token
158,113123,5,62208,256,1,phrase_token
158,113123,6,89344,256,1,phrase_token
159,113732,0,6656,256,1,phrase_token
159,113732,1,13056,256,1,phrase_token
159,113732,2,112640,256,1,phrase_token
159,113732,3,80896,4096,0,recent_fallback
159,113732,4,89088,4096,0,recent_fallback
159,113732,5,97280,4096,0,recent_fallback
159,113732,6,105472,4096,0,recent_fallback
159,113732,0,6656,256,1,phrase_token
159,113732,1,13056,256,1,phrase_token
159,113732,2,112640,256,1,phrase_token
159,113732,3,80896,4096,0,recent_fallback
159,113732,4,89088,4096,0,recent_fallback
159,113732,5,97280,4096,0,recent_fallback
159,113732,6,105472,4096,0,recent_fallback
160,114633,0,40192,256,2,phrase_token
160,114633,1,98816,256,1,phrase_token
160,114633,2,73472,4096,0,recent_fallback
160,114633,3,81664,4096,0,recent_fallback
160,114633,4,89856,4096,0,recent_fallback
160,114633,5,98048,4096,0,recent_fallback
160,114633,6,106240,4096,0,recent_fallback
161,115269,0,6656,256,1,phrase_token
161,115269,1,13056,256,1,phrase_token
161,115269,2,112640,256,1,phrase_token
161,115269,3,82432,4096,0,recent_fallback
161,115269,4,90624,4096,0,recent_fallback
161,115269,5,98816,4096,0,recent_fallback
161,115269,6,107008,4096,0,recent_fallback
161,115269,0,6656,256,1,phrase_token
161,115269,1,13056,256,1,phrase_token
161,115269,2,112640,256,1,phrase_token
161,115269,3,82432,4096,0,recent_fallback
161,115269,4,90624,4096,0,recent_fallback
161,115269,5,98816,4096,0,recent_fallback
161,115269,6,107008,4096,0,recent_fallback
162,115919,0,6656,256,1,phrase_token
162,115919,1,13056,256,1,phrase_token
162,115919,2,112640,256,1,phrase_token
162,115919,3,82944,4096,0,recent_fallback
162,115919,4,91136,4096,0,recent_fallback
162,115919,5,99328,4096,0,recent_fallback
162,115919,6,107520,4096,0,recent_fallback
162,115919,0,6656,256,1,phrase_token
162,115919,1,13056,256,1,phrase_token
162,115919,2,112640,256,1,phrase_token
162,115919,3,82944,4096,0,recent_fallback
162,115919,4,91136,4096,0,recent_fallback
162,115919,5,99328,4096,0,recent_fallback
162,115919,6,107520,4096,0,recent_fallback
163,116784,0,59392,4096,0,recent_fallback
163,116784,1,67584,4096,0,recent_fallback
163,116784,2,75776,4096,0,recent_fallback
163,116784,3,83968,4096,0,recent_fallback
163,116784,4,92160,4096,0,recent_fallback
163,116784,5,100352,4096,0,recent_fallback
163,116784,6,108544,4096,0,recent_fallback
164,117415,0,30464,256,3,phrase_token
164,117415,1,70656,256,1,phrase_token
164,117415,2,76288,4096,0,recent_fallback
164,117415,3,84480,4096,0,recent_fallback
164,117415,4,92672,4096,0,recent_fallback
164,117415,5,100864,4096,0,recent_fallback
164,117415,6,109056,4096,0,recent_fallback
164,117415,0,30464,256,3,phrase_token
164,117415,1,70656,256,1,phrase_token
164,117415,2,76288,4096,0,recent_fallback
164,117415,3,84480,4096,0,recent_fallback
164,117415,4,92672,4096,0,recent_fallback
164,117415,5,100864,4096,0,recent_fallback
164,117415,6,109056,4096,0,recent_fallback
165,118021,0,60672,4096,0,recent_fallback
165,118021,1,68864,4096,0,recent_fallback
165,118021,2,77056,4096,0,recent_fallback
165,118021,3,85248,4096,0,recent_fallback
165,118021,4,93440,4096,0,recent_fallback
165,118021,5,101632,4096,0,recent_fallback
165,118021,6,109824,4096,0,recent_fallback
165,118021,0,60672,4096,0,recent_fallback
165,118021,1,68864,4096,0,recent_fallback
165,118021,2,77056,4096,0,recent_fallback
165,118021,3,85248,4096,0,recent_fallback
165,118021,4,93440,4096,0,recent_fallback
165,118021,5,101632,4096,0,recent_fallback
165,118021,6,109824,4096,0,recent_fallback
166,118962,0,6656,256,1,phrase_token
166,118962,1,13056,256,1,phrase_token
166,118962,2,96256,256,1,phrase_token
166,118962,3,112640,256,1,phrase_token
166,118962,4,118272,256,1,phrase_token
166,118962,5,102400,4096,0,recent_fallback
166,118962,6,110592,4096,0,recent_fallback
167,119586,0,6656,256,1,phrase_token
167,119586,1,13056,256,1,phrase_token
167,119586,2,112640,256,1,phrase_token
167,119586,3,86784,4096,0,recent_fallback
167,119586,4,94976,4096,0,recent_fallback
167,119586,5,103168,4096,0,recent_fallback
167,119586,6,111360,4096,0,recent_fallback
167,119586,0,6656,256,1,phrase_token
167,119586,1,13056,256,1,phrase_token
167,119586,2,112640,256,1,phrase_token
167,119586,3,86784,4096,0,recent_fallback
167,119586,4,94976,4096,0,recent_fallback
167,119586,5,103168,4096,0,recent_fallback
167,119586,6,111360,4096,0,recent_fallback
168,120338,0,6656,256,1,phrase_token
168,120338,1,13056,256,1,phrase_token
168,120338,2,112640,256,1,phrase_token
168,120338,3,87552,4096,0,recent_fallback
168,120338,4,95744,4096,0,recent_fallback
168,120338,5,103936,4096,0,recent_fallback
168,120338,6,112128,4096,0,recent_fallback
169,121144,0,79104,256,1,phrase_token
169,121144,1,82944,256,1,phrase_token
169,121144,2,80128,4096,0,recent_fallback
169,121144,3,88320,4096,0,recent_fallback
169,121144,4,96512,4096,0,recent_fallback
169,121144,5,104704,4096,0,recent_fallback
169,121144,6,112896,4096,0,recent_fallback
169,121144,0,79104,256,1,phrase_token
169,121144,1,82944,256,1,phrase_token
169,121144,2,80128,4096,0,recent_fallback
169,121144,3,88320,4096,0,recent_fallback
169,121144,4,96512,4096,0,recent_fallback
169,121144,5,104704,4096,0,recent_fallback
169,121144,6,112896,4096,0,recent_fallback
170,121973,0,64512,4096,0,recent_fallback
170,121973,1,72704,4096,0,recent_fallback
170,121973,2,80896,4096,0,recent_fallback
170,121973,3,89088,4096,0,recent_fallback
170,121973,4,97280,4096,0,recent_fallback
170,121973,5,105472,4096,0,recent_fallback
170,121973,6,113664,4096,0,recent_fallback
170,121973,0,64512,4096,0,recent_fallback
170,121973,1,72704,4096,0,recent_fallback
170,121973,2,80896,4096,0,recent_fallback
170,121973,3,89088,4096,0,recent_fallback
170,121973,4,97280,4096,0,recent_fallback
170,121973,5,105472,4096,0,recent_fallback
170,121973,6,113664,4096,0,recent_fallback
171,122854,0,65280,4096,0,recent_fallback
171,122854,1,73472,4096,0,recent_fallback
171,122854,2,81664,4096,0,recent_fallback
171,122854,3,89856,4096,0,recent_fallback
171,122854,4,98048,4096,0,recent_fallback
171,122854,5,106240,4096,0,recent_fallback
171,122854,6,114432,4096,0,recent_fallback
172,123857,0,6656,256,1,phrase_token
172,123857,1,13056,256,1,phrase_token
172,123857,2,112640,256,1,phrase_token
172,123857,3,90880,4096,0,recent_fallback
172,123857,4,99072,4096,0,recent_fallback
172,123857,5,107264,4096,0,recent_fallback
172,123857,6,115456,4096,0,recent_fallback
172,123857,0,6656,256,1,phrase_token
172,123857,1,13056,256,1,phrase_token
172,123857,2,112640,256,1,phrase_token
172,123857,3,90880,4096,0,recent_fallback
172,123857,4,99072,4096,0,recent_fallback
172,123857,5,107264,4096,0,recent_fallback
172,123857,6,115456,4096,0,recent_fallback
173,124570,0,6656,256,1,phrase_token
173,124570,1,13056,256,1,phrase_token
173,124570,2,112640,256,1,phrase_token
173,124570,3,91648,4096,0,recent_fallback
173,124570,4,99840,4096,0,recent_fallback
173,124570,5,108032,4096,0,recent_fallback
173,124570,6,116224,4096,0,recent_fallback
