recipient_region,recipient_offset,candidate_rank,donor_offset,donor_length,phrase_score,source
101,69220,6,60928,4096,0,recent_fallback
102,69953,0,12544,4096,0,recent_fallback
102,69953,1,20736,4096,0,recent_fallback
102,69953,2,28928,4096,0,recent_fallback
102,69953,3,37120,4096,0,recent_fallback
102,69953,4,45312,4096,0,recent_fallback
102,69953,5,53504,4096,0,recent_fallback
102,69953,6,61696,4096,0,recent_fallback
103,70504,0,6656,256,1,phrase_token
103,70504,1,8192,256,1,phrase_token
103,70504,2,13056,256,1,phrase_token
103,70504,3,19968,256,1,phrase_token
103,70504,4,45824,4096,0,recent_fallback
103,70504,5,54016,4096,0,recent_fallback
103,70504,6,62208,4096,0,recent_fallback
103,70504,0,6656,256,1,phrase_token
103,70504,1,8192,256,1,phrase_token
103,70504,2,13056,256,1,phrase_token
103,70504,3,19968,256,1,phrase_token
103,70504,4,45824,4096,0,recent_fallback
103,70504,5,54016,4096,0,recent_fallback
103,70504,6,62208,4096,0,recent_fallback
104,71108,0,9216,256,8,phrase_token
104,71108,1,58112,256,4,phrase_token
104,71108,2,7424,256,3,phrase_token
104,71108,3,24064,256,3,phrase_token
104,71108,4,29952,256,3,phrase_token
104,71108,5,33792,256,3,phrase_token
104,71108,6,62720,4096,0,recent_fallback
104,71108,0,9216,256,8,phrase_token
104,71108,1,58112,256,4,phrase_token
104,71108,2,7424,256,3,phrase_token
104,71108,3,24064,256,3,phrase_token
104,71108,4,29952,256,3,phrase_token
104,71108,5,33792,256,3,phrase_token
104,71108,6,62720,4096,0,recent_fallback
105,72343,0,6656,256,1,phrase_token
105,72343,1,13056,256,1,phrase_token
105,72343,2,31232,4096,0,recent_fallback
105,72343,3,39424,4096,0,recent_fallback
105,72343,4,47616,4096,0,recent_fallback
105,72343,5,55808,4096,0,recent_fallback
105,72343,6,64000,4096,0,recent_fallback
106,73189,0,6656,256,1,phrase_token
106,73189,1,13056,256,1,phrase_token
106,73189,2,32000,4096,0,recent_fallback
106,73189,3,40192,4096,0,recent_fallback
106,73189,4,48384,4096,0,recent_fallback
106,73189,5,56576,4096,0,recent_fallback
106,73189,6,64768,4096,0,recent_fallback
106,73189,0,6656,256,1,phrase_token
106,73189,1,13056,256,1,phrase_token
106,73189,2,32000,4096,0,recent_fallback
106,73189,3,40192,4096,0,recent_fallback
106,73189,4,48384,4096,0,recent_fallback
106,73189,5,56576,4096,0,recent_fallback
106,73189,6,64768,4096,0,recent_fallback
107,73982,0,6656,256,1,phrase_token
107,73982,1,13056,256,1,phrase_token
107,73982,2,32768,4096,0,recent_fallback
107,73982,3,40960,4096,0,recent_fallback
107,73982,4,49152,4096,0,recent_fallback
107,73982,5,57344,4096,0,recent_fallback
107,73982,6,65536,4096,0,recent_fallback
107,73982,0,6656,256,1,phrase_token
107,73982,1,13056,256,1,phrase_token
107,73982,2,32768,4096,0,recent_fallback
107,73982,3,40960,4096,0,recent_fallback
107,73982,4,49152,4096,0,recent_fallback
107,73982,5,57344,4096,0,recent_fallback
107,73982,6,65536,4096,0,recent_fallback
108,74774,0,6656,256,1,phrase_token
108,74774,1,13056,256,1,phrase_token
108,74774,2,33792,4096,0,recent_fallback
108,74774,3,41984,4096,0,recent_fallback
108,74774,4,50176,4096,0,recent_fallback
108,74774,5,58368,4096,0,recent_fallback
108,74774,6,66560,4096,0,recent_fallback
109,75478,0,50944,256,3,phrase_token
109,75478,1,26112,4096,0,recent_fallback
109,75478,2,34304,4096,0,recent_fallback
109,75478,3,42496,4096,0,recent_fallback
109,75478,4,50688,4096,0,recent_fallback
109,75478,5,58880,4096,0,recent_fallback
109,75478,6,67072,4096,0,recent_fallback
109,75478,0,50944,256,3,phrase_token
109,75478,1,26112,4096,0,recent_fallback
109,75478,2,34304,4096,0,recent_fallback
109,75478,3,42496,4096,0,recent_fallback
109,75478,4,50688,4096,0,recent_fallback
109,75478,5,58880,4096,0,recent_fallback
109,75478,6,67072,4096,0,recent_fallback
110,76015,0,6656,256,1,phrase_token
110,76015,1,13056,256,1,phrase_token
110,76015,2,34816,4096,0,recent_fallback
110,76015,3,43008,4096,0,recent_fallback
110,76015,4,51200,4096,0,recent_fallback
110,76015,5,59392,4096,0,recent_fallback
110,76015,6,67584,4096,0,recent_fallback
110,76015,0,6656,256,1,phrase_token
110,76015,1,13056,256,1,phrase_token
110,76015,2,34816,4096,0,recent_fallback
110,76015,3,43008,4096,0,recent_fallback
110,76015,4,51200,4096,0,recent_fallback
110,76015,5,59392,4096,0,recent_fallback
110,76015,6,67584,4096,0,recent_fallback
111,76667,0,20992,256,1,phrase_token
111,76667,1,56832,256,1,phrase_token
111,76667,2,62720,256,1,phrase_token
111,76667,3,43776,4096,0,recent_fallback
111,76667,4,51968,4096,0,recent_fallback
111,76667,5,60160,4096,0,recent_fallback
111,76667,6,68352,4096,0,recent_fallback
112,77289,0,6656,256,1,phrase_token
112,77289,1,13056,256,1,phrase_token
112,77289,2,36096,4096,0,recent_fallback
112,77289,3,44288,4096,0,recent_fallback
112,77289,4,52480,4096,0,recent_fallback
112,77289,5,60672,4096,0,recent_fallback
112,77289,6,68864,4096,0,recent_fallback
112,77289,0,6656,256,1,phrase_token
112,77289,1,13056,256,1,phrase_token
112,77289,2,36096,4096,0,recent_fallback
112,77289,3,44288,4096,0,recent_fallback
112,77289,4,52480,4096,0,recent_fallback
112,77289,5,60672,4096,0,recent_fallback
112,77289,6,68864,4096,0,recent_fallback
113,77962,0,42240,256,5,phrase_token
113,77962,1,64512,256,5,phrase_token
113,77962,2,42496,256,3,phrase_token
113,77962,3,52480,256,3,phrase_token
113,77962,4,64768,256,3,phrase_token
113,77962,5,61440,4096,0,recent_fallback
113,77962,6,69632,4096,0,recent_fallback
114,79052,0,6656,256,1,phrase_token
114,79052,1,13056,256,1,phrase_token
114,79052,2,37888,4096,0,recent_fallback
114,79052,3,46080,4096,0,recent_fallback
114,79052,4,54272,4096,0,recent_fallback
114,79052,5,62464,4096,0,recent_fallback
114,79052,6,70656,4096,0,recent_fallback
114,79052,0,6656,256,1,phrase_token
114,79052,1,13056,256,1,phrase_token
114,79052,2,37888,4096,0,recent_fallback
114,79052,3,46080,4096,0,recent_fallback
114,79052,4,54272,4096,0,recent_fallback
114,79052,5,62464,4096,0,recent_fallback
114,79052,6,70656,4096,0,recent_fallback
115,79773,0,22272,4096,0,recent_fallback
115,79773,1,30464,4096,0,recent_fallback
115,79773,2,38656,4096,0,recent_fallback
115,79773,3,46848,4096,0,recent_fallback
115,79773,4,55040,4096,0,recent_fallback
115,79773,5,63232,4096,0,recent_fallback
115,79773,6,71424,4096,0,recent_fallback
115,79773,0,22272,4096,0,recent_fallback
115,79773,1,30464,4096,0,recent_fallback
115,79773,2,38656,4096,0,recent_fallback
115,79773,3,46848,4096,0,recent_fallback
115,79773,4,55040,4096,0,recent_fallback
115,79773,5,63232,4096,0,recent_fallback
115,79773,6,71424,4096,0,recent_fallback
116,80501,0,23040,4096,0,recent_fallback
116,80501,1,31232,4096,0,recent_fallback
116,80501,2,39424,4096,0,recent_fallback
116,80501,3,47616,4096,0,recent_fallback
116,80501,4,55808,4096,0,recent_fallback
116,80501,5,64000,4096,0,recent_fallback
116,80501,6,72192,4096,0,recent_fallback
117,81030,0,6656,256,4,phrase_token
117,81030,1,13056,256,4,phrase_token
117,81030,2,25088,256,3,phrase_token
117,81030,3,66048,256,3,phrase_token
117,81030,4,71168,256,3,phrase_token
117,81030,5,71168,1024,3,phrase_token
117,81030,6,71424,256,3,phrase_token
117,81030,7,72448,256,3,phrase_token
117,81030,8,73984,256,3,phrase_token
117,81030,9,74240,256,3,phrase_token
117,81030,0,6656,256,4,phrase_token
117,81030,1,13056,256,4,phrase_token
117,81030,2,25088,256,3,phrase_token
117,81030,3,66048,256,3,phrase_token
117,81030,4,71168,256,3,phrase_token
117,81030,5,71168,1024,3,phrase_token
117,81030,6,71424,256,3,phrase_token
117,81030,7,72448,256,3,phrase_token
117,81030,8,73984,256,3,phrase_token
117,81030,9,74240,256,3,phrase_token
118,82123,0,6656,256,1,phrase_token
118,82123,1,13056,256,1,phrase_token
118,82123,2,40960,4096,0,recent_fallback
118,82123,3,49152,4096,0,recent_fallback
118,82123,4,57344,4096,0,recent_fallback
118,82123,5,65536,4096,0,recent_fallback
118,82123,6,73728,4096,0,recent_fallback
118,82123,0,6656,256,1,phrase_token
118,82123,1,13056,256,1,phrase_token
118,82123,2,40960,4096,0,recent_fallback
118,82123,3,49152,4096,0,recent_fallback
118,82123,4,57344,4096,0,recent_fallback
118,82123,5,65536,4096,0,recent_fallback
118,82123,6,73728,4096,0,recent_fallback
119,82936,0,5120,256,2,phrase_token
119,82936,1,39680,256,1,phrase_token
119,82936,2,54272,256,1,phrase_token
119,82936,3,49920,4096,0,recent_fallback
119,82936,4,58112,4096,0,recent_fallback
119,82936,5,66304,4096,0,recent_fallback
119,82936,6,74496,4096,0,recent_fallback
120,83728,0,6656,256,1,phrase_token
120,83728,1,13056,256,1,phrase_token
120,83728,2,42752,4096,0,recent_fallback
120,83728,3,50944,4096,0,recent_fallback
120,83728,4,59136,4096,0,recent_fallback
120,83728,5,67328,4096,0,recent_fallback
120,83728,6,75520,4096,0,recent_fallback
120,83728,0,6656,256,1,phrase_token
120,83728,1,13056,256,1,phrase_token
120,83728,2,42752,4096,0,recent_fallback
120,83728,3,50944,4096,0,recent_fallback
120,83728,4,59136,4096,0,recent_fallback
120,83728,5,67328,4096,0,recent_fallback
120,83728,6,75520,4096,0,recent_fallback
121,84665,0,5120,256,2,phrase_token
121,84665,1,39680,256,1,phrase_token
121,84665,2,54272,256,1,phrase_token
121,84665,3,51712,4096,0,recent_fallback
121,84665,4,59904,4096,0,recent_fallback
121,84665,5,68096,4096,0,recent_fallback
121,84665,6,76288,4096,0,recent_fallback
122,85246,0,6656,256,1,phrase_token
122,85246,1,13056,256,1,phrase_token
122,85246,2,44032,4096,0,recent_fallback
122,85246,3,52224,4096,0,recent_fallback
122,85246,4,60416,4096,0,recent_fallback
122,85246,5,68608,4096,0,recent_fallback
122,85246,6,76800,4096,0,recent_fallback
122,85246,0,6656,256,1,phrase_token
122,85246,1,13056,256,1,phrase_token
122,85246,2,44032,4096,0,recent_fallback
122,85246,3,52224,4096,0,recent_fallback
122,85246,4,60416,4096,0,recent_fallback
122,85246,5,68608,4096,0,recent_fallback
122,85246,6,76800,4096,0,recent_fallback
123,85995,0,77568,256,6,phrase_token
123,85995,1,6656,256,4,phrase_token
123,85995,2,13056,256,4,phrase_token
123,85995,3,2304,256,3,phrase_token
123,85995,4,13824,256,3,phrase_token
123,85995,5,69376,4096,0,recent_fallback
123,85995,6,77568,4096,0,recent_fallback
123,85995,0,77568,256,6,phrase_token
123,85995,1,6656,256,4,phrase_token
123,85995,2,13056,256,4,phrase_token
123,85995,3,2304,256,3,phrase_token
123,85995,4,13824,256,3,phrase_token
123,85995,5,69376,4096,0,recent_fallback
123,85995,6,77568,4096,0,recent_fallback
124,87301,0,6656,256,4,phrase_token
124,87301,1,13056,256,4,phrase_token
124,87301,2,46336,4096,0,recent_fallback
124,87301,3,54528,4096,0,recent_fallback
124,87301,4,62720,4096,0,recent_fallback
124,87301,5,70912,4096,0,recent_fallback
124,87301,6,79104,4096,0,recent_fallback
125,88449,0,6656,256,1,phrase_token
125,88449,1,13056,256,1,phrase_token
125,88449,2,47360,4096,0,recent_fallback
125,88449,3,55552,4096,0,recent_fallback
125,88449,4,63744,4096,0,recent_fallback
125,88449,5,71936,4096,0,recent_fallback
125,88449,6,80128,4096,0,recent_fallback
125,88449,0,6656,256,1,phrase_token
125,88449,1,13056,256,1,phrase_token
125,88449,2,47360,4096,0,recent_fallback
125,88449,3,55552,4096,0,recent_fallback
125,88449,4,63744,4096,0,recent_fallback
125,88449,5,71936,4096,0,recent_fallback
125,88449,6,80128,4096,0,recent_fallback
126,89219,0,6656,256,1,phrase_token
126,89219,1,13056,256,1,phrase_token
126,89219,2,48128,4096,0,recent_fallback
126,89219,3,56320,4096,0,recent_fallback
126,89219,4,64512,4096,0,recent_fallback
126,89219,5,72704,4096,0,recent_fallback
126,89219,6,80896,4096,0,recent_fallback
126,89219,0,6656,256,1,phrase_token
126,89219,1,13056,256,1,phrase_token
126,89219,2,48128,4096,0,recent_fallback
126,89219,3,56320,4096,0,recent_fallback
126,89219,4,64512,4096,0,recent_fallback
126,89219,5,72704,4096,0,recent_fallback
126,89219,6,80896,4096,0,recent_fallback
127,90027,0,6656,256,4,phrase_token
127,90027,1,13056,256,4,phrase_token
127,90027,2,3584,256,3,phrase_token
127,90027,3,57088,4096,0,recent_fallback
127,90027,4,65280,4096,0,recent_fallback
127,90027,5,73472,4096,0,recent_fallback
127,90027,6,81664,4096,0,recent_fallback
128,91130,0,6656,256,1,phrase_token
128,91130,1,13056,256,1,phrase_token
128,91130,2,49920,4096,0,recent_fallback
128,91130,3,58112,4096,0,recent_fallback
128,91130,4,66304,4096,0,recent_fallback
128,91130,5,74496,4096,0,recent_fallback
128,91130,6,82688,4096,0,recent_fallback
128,91130,0,6656,256,1,phrase_token
128,91130,1,13056,256,1,phrase_token
128,91130,2,49920,4096,0,recent_fallback
128,91130,3,58112,4096,0,recent_fallback
128,91130,4,66304,4096,0,recent_fallback
128,91130,5,74496,4096,0,recent_fallback
128,91130,6,82688,4096,0,recent_fallback
129,91960,0,47872,256,2,phrase_token
129,91960,1,76032,256,2,phrase_token
129,91960,2,16128,256,1,phrase_token
129,91960,3,59136,4096,0,recent_fallback
129,91960,4,67328,4096,0,recent_fallback
129,91960,5,75520,4096,0,recent_fallback
129,91960,6,83712,4096,0,recent_fallback
129,91960,0,47872,256,2,phrase_token
129,91960,1,76032,256,2,phrase_token
129,91960,2,16128,256,1,phrase_token
129,91960,3,59136,4096,0,recent_fallback
129,91960,4,67328,4096,0,recent_fallback
129,91960,5,75520,4096,0,recent_fallback
129,91960,6,83712,4096,0,recent_fallback
130,92757,0,6656,256,1,phrase_token
130,92757,1,13056,256,1,phrase_token
130,92757,2,51712,4096,0,recent_fallback
130,92757,3,59904,4096,0,recent_fallback
130,92757,4,68096,4096,0,recent_fallback
130,92757,5,76288,4096,0,recent_fallback
130,92757,6,84480,4096,0,recent_fallback
131,93587,0,36096,4096,0,recent_fallback
131,93587,1,44288,4096,0,recent_fallback
131,93587,2,52480,4096,0,recent_fallback
131,93587,3,60672,4096,0,recent_fallback
131,93587,4,68864,4096,0,recent_fallback
131,93587,5,77056,4096,0,recent_fallback
131,93587,6,85248,4096,0,recent_fallback
131,93587,0,36096,4096,0,recent_fallback
131,93587,1,44288,4096,0,recent_fallback
131,93587,2,52480,4096,0,recent_fallback
131,93587,3,60672,4096,0,recent_fallback
131,93587,4,68864,4096,0,recent_fallback
131,93587,5,77056,4096,0,recent_fallback
131,93587,6,85248,4096,0,recent_fallback
132,94146,0,36608,4096,0,recent_fallback
132,94146,1,44800,4096,0,recent_fallback
132,94146,2,52992,4096,0,recent_fallback
132,94146,3,61184,4096,0,recent_fallback
132,94146,4,69376,4096,0,recent_fallback
132,94146,5,77568,4096,0,recent_fallback
132,94146,6,85760,4096,0,recent_fallback
132,94146,0,36608,4096,0,recent_fallback
132,94146,1,44800,4096,0,recent_fallback
132,94146,2,52992,4096,0,recent_fallback
132,94146,3,61184,4096,0,recent_fallback
132,94146,4,69376,4096,0,recent_fallback
132,94146,5,77568,4096,0,recent_fallback
132,94146,6,85760,4096,0,recent_fallback
133,94922,0,37376,4096,0,recent_fallback
133,94922,1,45568,4096,0,recent_fallback
133,94922,2,53760,4096,0,recent_fallback
133,94922,3,61952,4096,0,recent_fallback
133,94922,4,70144,4096,0,recent_fallback
133,94922,5,78336,4096,0,recent_fallback
133,94922,6,86528,4096,0,recent_fallback
134,95433,0,6656,256,1,phrase_token
134,95433,1,13056,256,1,phrase_token
134,95433,2,54272,4096,0,recent_fallback
134,95433,3,62464,4096,0,recent_fallback
134,95433,4,70656,4096,0,recent_fallback
134,95433,5,78848,4096,0,recent_fallback
134,95433,6,87040,4096,0,recent_fallback
134,95433,0,6656,256,1,phrase_token
134,95433,1,13056,256,1,phrase_token
134,95433,2,54272,4096,0,recent_fallback
134,95433,3,62464,4096,0,recent_fallback
134,95433,4,70656,4096,0,recent_fallback
134,95433,5,78848,4096,0,recent_fallback
134,95433,6,87040,4096,0,recent_fallback
135,96051,0,38656,4096,0,recent_fallback
135,96051,1,46848,4096,0,recent_fallback
135,96051,2,55040,4096,0,recent_fallback
135,96051,3,63232,4096,0,recent_fallback
135,96051,4,71424,4096,0,recent_fallback
135,96051,5,79616,4096,0,recent_fallback
135,96051,6,87808,4096,0,recent_fallback
136,96760,0,7936,256,2,phrase_token
136,96760,1,13568,256,2,phrase_token
136,96760,2,29952,256,1,phrase_token
136,96760,3,63744,4096,0,recent_fallback
136,96760,4,71936,4096,0,recent_fallback
136,96760,5,80128,4096,0,recent_fallback
136,96760,6,88320,4096,0,recent_fallback
136,96760,0,7936,256,2,phrase_token
136,96760,1,13568,256,2,phrase_token
136,96760,2,29952,256,1,phrase_token
136,96760,3,63744,4096,0,recent_fallback
136,96760,4,71936,4096,0,recent_fallback
136,96760,5,80128,4096,0,recent_fallback
136,96760,6,88320,4096,0,recent_fallback
137,97733,0,40192,4096,0,recent_fallback
137,97733,1,48384,4096,0,recent_fallback
137,97733,2,56576,4096,0,recent_fallback
137,97733,3,64768,4096,0,recent_fallback
137,97733,4,72960,4096,0,recent_fallback
137,97733,5,81152,4096,0,recent_fallback
137,97733,6,89344,4096,0,recent_fallback
137,97733,0,40192,4096,0,recent_fallback
137,97733,1,48384,4096,0,recent_fallback
137,97733,2,56576,4096,0,recent_fallback
137,97733,3,64768,4096,0,recent_fallback
137,97733,4,72960,4096,0,recent_fallback
137,97733,5,81152,4096,0,recent_fallback
137,97733,6,89344,4096,0,recent_fallback
138,98548,0,6656,256,1,phrase_token
138,98548,1,13056,256,1,phrase_token
138,98548,2,57344,4096,0,recent_fallback
138,98548,3,65536,4096,0,recent_fallback
138,98548,4,73728,4096,0,recent_fallback
138,98548,5,81920,4096,0,recent_fallback
138,98548,6,90112,4096,0,recent_fallback
139,99484,0,41984,4096,0,recent_fallback
139,99484,1,50176,4096,0,recent_fallback
139,99484,2,58368,4096,0,recent_fallback
139,99484,3,66560,4096,0,recent_fallback
139,99484,4,74752,4096,0,recent_fallback
139,99484,5,82944,4096,0,recent_fallback
139,99484,6,91136,4096,0,recent_fallback
139,99484,0,41984,4096,0,recent_fallback
139,99484,1,50176,4096,0,recent_fallback
139,99484,2,58368,4096,0,recent_fallback
139,99484,3,66560,4096,0,recent_fallback
139,99484,4,74752,4096,0,recent_fallback
139,99484,5,82944,4096,0,recent_fallback
139,99484,6,91136,4096,0,recent_fallback
140,100309,0,6656,256,1,phrase_token
140,100309,1,13056,256,1,phrase_token
140,100309,2,59136,4096,0,recent_fallback
140,100309,3,67328,4096,0,recent_fallback
140,100309,4,75520,4096,0,recent_fallback
140,100309,5,83712,4096,0,recent_fallback
140,100309,6,91904,4096,0,recent_fallback
140,100309,0,6656,256,1,phrase_token
140,100309,1,13056,256,1,phrase_token
140,100309,2,59136,4096,0,recent_fallback
140,100309,3,67328,4096,0,recent_fallback
140,100309,4,75520,4096,0,recent_fallback
140,100309,5,83712,4096,0,recent_fallback
140,100309,6,91904,4096,0,recent_fallback
141,101014,0,43520,4096,0,recent_fallback
141,101014,1,51712,4096,0,recent_fallback
141,101014,2,59904,4096,0,recent_fallback
141,101014,3,68096,4096,0,recent_fallback
141,101014,4,76288,4096,0,recent_fallback
141,101014,5,84480,4096,0,recent_fallback
141,101014,6,92672,4096,0,recent_fallback
142,101610,0,9216,256,2,phrase_token
142,101610,1,91136,256,2,phrase_token
142,101610,2,58112,256,1,phrase_token
142,101610,3,68608,4096,0,recent_fallback
142,101610,4,76800,4096,0,recent_fallback
142,101610,5,84992,4096,0,recent_fallback
142,101610,6,93184,4096,0,recent_fallback
142,101610,0,9216,256,2,phrase_token
142,101610,1,91136,256,2,phrase_token
142,101610,2,58112,256,1,phrase_token
142,101610,3,68608,4096,0,recent_fallback
142,101610,4,76800,4096,0,recent_fallback
142,101610,5,84992,4096,0,recent_fallback
142,101610,6,93184,4096,0,recent_fallback
143,102555,0,6656,256,1,phrase_token
143,102555,1,13056,256,1,phrase_token
143,102555,2,61440,4096,0,recent_fallback
143,102555,3,69632,4096,0,recent_fallback
143,102555,4,77824,4096,0,recent_fallback
143,102555,5,86016,4096,0,recent_fallback
143,102555,6,94208,4096,0,recent_fallback
143,102555,0,6656,256,1,phrase_token
143,102555,1,13056,256,1,phrase_token
143,102555,2,61440,4096,0,recent_fallback
143,102555,3,69632,4096,0,recent_fallback
143,102555,4,77824,4096,0,recent_fallback
143,102555,5,86016,4096,0,recent_fallback
143,102555,6,94208,4096,0,recent_fallback
144,103442,0,6656,256,1,phrase_token
144,103442,1,13056,256,1,phrase_token
144,103442,2,62464,4096,0,recent_fallback
144,103442,3,70656,4096,0,recent_fallback
144,103442,4,78848,4096,0,recent_fallback
144,103442,5,87040,4096,0,recent_fallback
144,103442,6,95232,4096,0,recent_fallback
145,104302,0,6656,256,1,phrase_token
145,104302,1,13056,256,1,phrase_token
145,104302,2,63232,4096,0,recent_fallback
145,104302,3,71424,4096,0,recent_fallback
145,104302,4,79616,4096,0,recent_fallback
145,104302,5,87808,4096,0,recent_fallback
145,104302,6,96000,4096,0,recent_fallback
145,104302,0,6656,256,1,phrase_token
145,104302,1,13056,256,1,phrase_token
145,104302,2,63232,4096,0,recent_fallback
145,104302,3,71424,4096,0,recent_fallback
145,104302,4,79616,4096,0,recent_fallback
145,104302,5,87808,4096,0,recent_fallback
145,104302,6,96000,4096,0,recent_fallback
146,105024,0,6656,256,1,phrase_token
146,105024,1,13056,256,1,phrase_token
146,105024,2,99840,256,1,phrase_token
146,105024,3,72192,4096,0,recent_fallback
146,105024,4,80384,4096,0,recent_fallback
146,105024,5,88576,4096,0,recent_fallback
146,105024,6,96768,4096,0,recent_fallback
146,105024,0,6656,256,1,phrase_token
146,105024,1,13056,256,1,phrase_token
146,105024,2,99840,256,1,phrase_token
146,105024,3,72192,4096,0,recent_fallback
146,105024,4,80384,4096,0,recent_fallback
146,105024,5,88576,4096,0,recent_fallback
146,105024,6,96768,4096,0,recent_fallback
147,105670,0,6656,256,1,phrase_token
147,105670,1,13056,256,1,phrase_token
147,105670,2,64512,4096,0,recent_fallback
147,105670,3,72704,4096,0,recent_fallback
147,105670,4,80896,4096,0,recent_fallback
147,105670,5,89088,4096,0,recent_fallback
147,105670,6,97280,4096,0,recent_fallback
148,106417,0,6656,256,1,phrase_token
148,106417,1,13056,256,1,phrase_token
148,106417,2,82432,256,1,phrase_token
148,106417,3,73472,4096,0,recent_fallback
148,106417,4,81664,4096,0,recent_fallback
148,106417,5,89856,4096,0,recent_fallback
148,106417,6,98048,4096,0,recent_fallback
148,106417,0,6656,256,1,phrase_token
148,106417,1,13056,256,1,phrase_token
148,106417,2,82432,256,1,phrase_token
148,106417,3,73472,4096,0,recent_fallback
148,106417,4,81664,4096,0,recent_fallback
148,106417,5,89856,4096,0,recent_fallback
148,106417,6,98048,4096,0,recent_fallback
149,107034,0,6656,256,1,phrase_token
149,107034,1,13056,256,1,phrase_token
149,107034,2,66048,4096,0,recent_fallback
149,107034,3,74240,4096,0,recent_fallback
149,107034,4,82432,4096,0,recent_fallback
149,107034,5,90624,4096,0,recent_fallback
149,107034,6,98816,4096,0,recent_fallback
150,107763,0,6656,256,1,phrase_token
150,107763,1,13056,256,1,phrase_token
150,107763,2,66560,4096,0,recent_fallback
150,107763,3,74752,4096,0,recent_fallback
150,107763,4,82944,4096,0,recent_fallback
150,107763,5,91136,4096,0,recent_fallback
150,107763,6,99328,4096,0,recent_fallback
150,107763,0,6656,256,1,phrase_token
150,107763,1,13056,256,1,phrase_token
150,107763,2,66560,4096,0,recent_fallback
150,107763,3,74752,4096,0,recent_fallback
150,107763,4,82944,4096,0,recent_fallback
150,107763,5,91136,4096,0,recent_fallback
150,107763,6,99328,4096,0,recent_fallback
151,108453,0,5120,256,2,phrase_token
151,108453,1,39680,256,1,phrase_token
151,108453,2,54272,256,1,phrase_token
151,108453,3,89600,256,1,phrase_token
151,108453,4,96256,256,1,phrase_token
151,108453,5,91904,4096,0,recent_fallback
151,108453,6,100096,4096,0,recent_fallback
151,108453,0,5120,256,2,phrase_token
151,108453,1,39680,256,1,phrase_token
151,108453,2,54272,256,1,phrase_token
151,108453,3,89600,256,1,phrase_token
151,108453,4,96256,256,1,phrase_token
151,108453,5,91904,4096,0,recent_fallback
151,108453,6,100096,4096,0,recent_fallback
152,109049,0,51456,4096,0,recent_fallback
152,109049,1,59648,4096,0,recent_fallback
152,109049,2,67840,4096,0,recent_fallback
152,109049,3,76032,4096,0,recent_fallback
152,109049,4,84224,4096,0,recent_fallback
152,109049,5,92416,4096,0,recent_fallback
152,109049,6,100608,4096,0,recent_fallback
153,109718,0,52224,4096,0,recent_fallback
153,109718,1,60416,4096,0,recent_fallback
153,109718,2,68608,4096,0,recent_fallback
153,109718,3,76800,4096,0,recent_fallback
153,109718,4,84992,4096,0,recent_fallback
153,109718,5,93184,4096,0,recent_fallback
153,109718,6,101376,4096,0,recent_fallback
153,109718,0,52224,4096,0,recent_fallback
153,109718,1,60416,4096,0,recent_fallback
153,109718,2,68608,4096,0,recent_fallback
153,109718,3,76800,4096,0,recent_fallback
153,109718,4,84992,4096,0,recent_fallback
153,109718,5,93184,4096,0,recent_fallback
153,109718,6,101376,4096,0,recent_fallback
154,110416,0,6656,256,1,phrase_token
154,110416,1,13056,256,1,phrase_token
154,110416,2,82432,256,1,phrase_token
154,110416,3,77568,4096,0,recent_fallback
154,110416,4,85760,4096,0,recent_fallback
154,110416,5,93952,4096,0,recent_fallback
154,110416,6,102144,4096,0,recent_fallback
154,110416,0,6656,256,1,phrase_token
154,110416,1,13056,256,1,phrase_token
154,110416,2,82432,256,1,phrase_token
154,110416,3,77568,4096,0,recent_fallback
154,110416,4,85760,4096,0,recent_fallback
154,110416,5,93952,4096,0,recent_fallback
154,110416,6,102144,4096,0,recent_fallback
155,111048,0,53504,4096,0,recent_fallback
155,111048,1,61696,4096,0,recent_fallback
155,111048,2,69888,4096,0,recent_fallback
155,111048,3,78080,4096,0,recent_fallback
155,111048,4,86272,4096,0,recent_fallback
155,111048,5,94464,4096,0,recent_fallback
155,111048,6,102656,4096,0,recent_fallback
156,111754,0,6656,256,1,phrase_token
156,111754,1,13056,256,1,phrase_token
156,111754,2,98816,256,1,phrase_token
156,111754,3,78848,4096,0,recent_fallback
156,111754,4,87040,4096,0,recent_fallback
156,111754,5,95232,4096,0,recent_fallback
156,111754,6,103424,4096,0,recent_fallback
156,111754,0,6656,256,1,phrase_token
156,111754,1,13056,256,1,phrase_token
156,111754,2,98816,256,1,phrase_token
156,111754,3,78848,4096,0,recent_fallback
156,111754,4,87040,4096,0,recent_fallback
156,111754,5,95232,4096,0,recent_fallback
156,111754,6,103424,4096,0,recent_fallback
157,112409,0,6656,256,1,phrase_token
157,112409,1,13056,256,1,phrase_token
157,112409,2,71424,4096,0,recent_fallback
157,112409,3,79616,4096,0,recent_fallback
157,112409,4,87808,4096,0,recent_fallback
157,112409,5,96000,4096,0,recent_fallback
157,112409,6,104192,4096,0,recent_fallback
157,112409,0,6656,256,1,phrase_token
157,112409,1,13056,256,1,phrase_token
157,112409,2,71424,4096,0,recent_fallback
157,112409,3,79616,4096,0,recent_fallback
157,112409,4,87808,4096,0,recent_fallback
157,112409,5,96000,4096,0,recent_fallback
157,112409,6,104192,4096,0,recent_fallback
158,113123,0,73472,256,2,phrase_token
158,113123,1,43008,256,1,phrase_token
