recipient_region,recipient_offset,trial_id,stage,depth,donor_count,donors,baseline_payload_bytes,trial_payload_bytes,gain_bytes,marginal_gain_bytes,status
30,20985,2147,length,1,1,4352:8192,148,149,-1,-1,near
30,20985,2148,length,1,1,4352:16384,148,149,-1,-1,near
30,20985,2149,local,1,1,3328:1024,148,149,-1,-1,near
30,20985,2152,local,1,1,4096:1024,148,149,-1,-1,near
30,20985,2153,local,1,1,4608:1024,148,149,-1,-1,near
30,20985,2154,local,1,1,4864:1024,148,149,-1,-1,near
30,20985,2155,local,1,1,5120:1024,148,149,-1,-1,near
30,20985,2156,local,1,1,5376:1024,148,149,-1,-1,near
30,20985,2157,local,1,1,3328:256,148,149,-1,-1,near
30,20985,2158,local,1,1,3584:256,148,149,-1,-1,near
30,20985,2159,local,1,1,3840:256,148,149,-1,-1,near
30,20985,2160,local,1,1,4096:256,148,149,-1,-1,near
30,20985,2161,local,1,1,4608:256,148,149,-1,-1,near
30,20985,2162,local,1,1,4864:256,148,149,-1,-1,near
30,20985,2165,pair,2,2,3584:1024;3840:1024,148,149,-1,-1,near
30,20985,2166,pair,2,2,3584:1024;4352:1024,148,149,-1,-1,near
30,20985,2167,pair,2,2,3584:1024;4352:256,148,149,-1,-1,near
30,20985,2168,pair,2,2,3584:1024;4352:512,148,149,-1,-1,near
30,20985,2169,pair,2,2,3584:1024;5120:256,148,149,-1,-1,near
30,20985,2170,pair,2,2,3584:1024;5376:256,148,149,-1,-1,near
30,20985,2171,pair,2,2,3584:1024;12544:1024,148,149,-1,-1,near
30,20985,2173,pair,2,2,3840:1024;4352:1024,148,149,-1,-1,near
30,20985,2174,pair,2,2,3840:1024;4352:256,148,149,-1,-1,near
30,20985,2175,pair,2,2,3840:1024;4352:512,148,149,-1,-1,near
30,20985,2176,pair,2,2,3840:1024;5120:256,148,149,-1,-1,near
30,20985,2177,pair,2,2,3840:1024;5376:256,148,149,-1,-1,near
30,20985,2178,pair,2,2,3840:1024;12544:1024,148,149,-1,-1,near
30,20985,2180,pair,2,2,4352:1024;3840:1024,148,149,-1,-1,near
30,20985,2181,pair,2,2,4352:1024;4352:256,148,149,-1,-1,near
30,20985,2182,pair,2,2,4352:1024;4352:512,148,149,-1,-1,near
30,20985,2183,pair,2,2,4352:1024;5120:256,148,149,-1,-1,near
30,20985,2184,pair,2,2,4352:1024;5376:256,148,149,-1,-1,near
30,20985,2185,pair,2,2,4352:1024;12544:1024,148,149,-1,-1,near
30,20985,2186,pair,2,2,4352:256;3584:1024,148,149,-1,-1,near
30,20985,2187,pair,2,2,4352:256;3840:1024,148,149,-1,-1,near
30,20985,2188,pair,2,2,4352:256;4352:1024,148,149,-1,-1,near
30,20985,2189,pair,2,2,4352:256;4352:512,148,149,-1,-1,near
30,20985,2190,pair,2,2,4352:256;5120:256,148,149,-1,-1,near
30,20985,2191,pair,2,2,4352:256;5376:256,148,149,-1,-1,near
30,20985,2192,pair,2,2,4352:256;12544:1024,148,149,-1,-1,near
30,20985,2193,pair,2,2,4352:512;3584:1024,148,149,-1,-1,near
30,20985,2194,pair,2,2,4352:512;3840:1024,148,149,-1,-1,near
30,20985,2195,pair,2,2,4352:512;4352:1024,148,149,-1,-1,near
30,20985,2196,pair,2,2,4352:512;4352:256,148,149,-1,-1,near
30,20985,2197,pair,2,2,4352:512;5120:256,148,149,-1,-1,near
30,20985,2198,pair,2,2,4352:512;5376:256,148,149,-1,-1,near
30,20985,2199,pair,2,2,4352:512;12544:1024,148,149,-1,-1,near
30,20985,2200,pair,2,2,5120:256;3584:1024,148,149,-1,-1,near
30,20985,2201,pair,2,2,5120:256;3840:1024,148,149,-1,-1,near
30,20985,2202,pair,2,2,5120:256;4352:1024,148,149,-1,-1,near
30,20985,2203,pair,2,2,5120:256;4352:256,148,149,-1,-1,near
30,20985,2204,pair,2,2,5120:256;4352:512,148,149,-1,-1,near
30,20985,2205,pair,2,2,5120:256;5376:256,148,149,-1,-1,near
30,20985,2206,pair,2,2,5120:256;12544:1024,148,149,-1,-1,near
30,20985,2207,pair,2,2,5376:256;3584:1024,148,149,-1,-1,near
30,20985,2208,pair,2,2,5376:256;3840:1024,148,149,-1,-1,near
30,20985,2209,pair,2,2,5376:256;4352:1024,148,149,-1,-1,near
30,20985,2211,pair,2,2,5376:256;4352:512,148,149,-1,-1,near
30,20985,2212,pair,2,2,5376:256;5120:256,148,149,-1,-1,near
30,20985,2213,pair,2,2,5376:256;12544:1024,148,149,-1,-1,near
30,20985,2214,pair,2,2,12544:1024;3584:1024,148,149,-1,0,near
30,20985,2215,pair,2,2,12544:1024;3840:1024,148,149,-1,0,near
30,20985,2216,pair,2,2,12544:1024;4352:1024,148,149,-1,0,near
30,20985,2217,pair,2,2,12544:1024;4352:256,148,149,-1,0,near
30,20985,2218,pair,2,2,12544:1024;4352:512,148,149,-1,0,near
30,20985,2219,pair,2,2,12544:1024;5120:256,148,149,-1,0,near
30,20985,2220,pair,2,2,12544:1024;5376:256,148,149,-1,0,near
30,20985,2221,beam,3,3,3840:1024;3584:1024;4352:1024,148,149,-1,-1,near
30,20985,2222,beam,3,3,3840:1024;3584:1024;4352:256,148,149,-1,-1,near
30,20985,2223,beam,3,3,3840:1024;3584:1024;4352:512,148,149,-1,-1,near
30,20985,2224,beam,3,3,3840:1024;3584:1024;5120:256,148,149,-1,-1,near
30,20985,2225,beam,3,3,3840:1024;3584:1024;5376:256,148,149,-1,-1,near
30,20985,2226,beam,3,3,3840:1024;3584:1024;12544:1024,148,149,-1,-1,near
30,20985,2227,beam,3,3,4352:1024;3584:1024;3840:1024,148,149,-1,-1,near
30,20985,2229,beam,3,3,4352:1024;3584:1024;4352:512,148,149,-1,-1,near
30,20985,2230,beam,3,3,4352:1024;3584:1024;5120:256,148,149,-1,-1,near
30,20985,2231,beam,3,3,4352:1024;3584:1024;5376:256,148,149,-1,-1,near
30,20985,2232,beam,3,3,4352:1024;3584:1024;12544:1024,148,149,-1,-1,near
30,20985,2233,beam,3,3,5376:256;4352:256;3584:1024,148,149,-1,-1,near
30,20985,2234,beam,3,3,5376:256;4352:256;3840:1024,148,149,-1,-1,near
30,20985,2235,beam,3,3,5376:256;4352:256;4352:1024,148,149,-1,-1,near
30,20985,2236,beam,3,3,5376:256;4352:256;4352:512,148,149,-1,-1,near
30,20985,2237,beam,3,3,5376:256;4352:256;5120:256,148,149,-1,-1,near
30,20985,2238,beam,3,3,5376:256;4352:256;12544:1024,148,149,-1,-1,near
30,20985,2239,beam,3,3,12544:1024;3584:1024;3840:1024,148,149,-1,0,near
30,20985,2240,beam,3,3,12544:1024;3584:1024;4352:1024,148,149,-1,0,near
30,20985,2241,beam,3,3,12544:1024;3584:1024;4352:256,148,149,-1,0,near
30,20985,2243,beam,3,3,12544:1024;3584:1024;5120:256,148,149,-1,0,near
30,20985,2244,beam,3,3,12544:1024;3584:1024;5376:256,148,149,-1,0,near
30,20985,2245,beam,4,4,12544:1024;3584:1024;4352:512;3840:1024,148,149,-1,-1,near
30,20985,2246,beam,4,4,12544:1024;3584:1024;4352:512;4352:1024,148,149,-1,-1,near
30,20985,2247,beam,4,4,12544:1024;3584:1024;4352:512;4352:256,148,149,-1,-1,near
30,20985,2249,beam,4,4,12544:1024;3584:1024;4352:512;5376:256,148,149,-1,-1,near
30,20985,2252,beam,4,4,4352:1024;3584:1024;4352:256;5120:256,148,149,-1,-1,near
30,20985,2253,beam,4,4,4352:1024;3584:1024;4352:256;5376:256,148,149,-1,-1,near
