recipient_group,rank,source_group,overlap_fraction,overlap_windows,distance,class_match,forced
259,7,211,0.000889,29,49314359,0,False
259,8,40,0.000864,28,228529078,0,False
259,9,64,0.000859,28,203352655,0,False
259,10,54,0.000858,28,213840603,0,False
259,11,55,0.000858,28,212791407,0,False
259,12,57,0.000858,28,210699068,0,False
259,13,246,0.000838,27,12603023,0,False
259,14,108,0.000828,27,157207942,0,False
259,15,113,0.000802,26,151983697,0,False
259,16,206,0.000801,26,54547780,0,False
259,17,77,0.000798,26,189717593,0,False
259,18,257,0.000797,26,1050707,0,False
259,19,115,0.000779,25,149887642,1,False
259,20,245,0.000777,25,13650860,0,False
259,21,174,0.000772,25,88076921,1,False
259,22,99,0.000772,25,166653144,0,False
259,23,92,0.000770,25,173991637,0,False
259,24,70,0.000769,25,197058535,0,False
259,25,52,0.000766,25,215940584,0,False
259,26,59,0.000766,25,208601764,0,False
259,27,156,0.000744,24,106917658,1,False
259,28,51,0.000737,24,216988992,0,False
259,29,71,0.000736,24,196012790,0,False
259,30,177,0.000736,24,84942552,1,False
259,31,31,0.000736,24,237982246,0,False
260,0,259,0.003954,129,0,1,False
260,1,258,0.001101,36,1048845,0,False
260,2,54,0.000766,25,214889448,0,False
260,3,56,0.000739,24,212795499,0,False
260,4,59,0.000734,24,209650609,0,False
260,5,51,0.000706,23,218037837,0,False
260,6,191,0.000706,23,71318644,0,False
260,7,53,0.000676,22,215938607,0,False
260,8,185,0.000673,22,77612950,1,False
260,9,69,0.000643,21,199150486,0,False
260,10,209,0.000613,20,52455882,0,False
260,11,52,0.000613,20,216989429,0,False
260,12,100,0.000612,20,166649444,0,False
260,13,115,0.000592,19,150936487,1,False
260,14,40,0.000587,19,229577923,0,False
260,15,92,0.000585,19,175040482,0,False
260,16,25,0.000583,19,245322771,0,False
260,17,77,0.000583,19,190766438,0,False
260,18,58,0.000583,19,210702388,0,False
260,19,50,0.000583,19,219085668,0,False
260,20,47,0.000582,19,222237380,0,False
260,21,106,0.000582,19,160356353,0,False
260,22,199,0.000582,19,62936770,0,False
260,23,158,0.000581,19,105871485,1,False
260,24,46,0.000581,19,223285898,0,False
260,25,90,0.000552,18,177136974,0,False
260,26,200,0.000552,18,61889484,0,False
260,27,60,0.000552,18,208598553,0,False
260,28,178,0.000551,18,84942170,0,False
260,29,257,0.000551,18,2099552,0,False
260,30,45,0.000551,18,224335689,0,False
260,31,68,0.000551,18,200199316,0,False
261,0,260,0.002454,80,0,0,False
261,1,259,0.001503,49,1050255,0,False
261,2,199,0.000828,27,63987025,1,False
261,3,258,0.000828,27,2099100,1,False
261,4,47,0.000705,23,223287635,1,False
261,5,97,0.000684,22,170853168,1,False
261,6,156,0.000682,22,109016758,0,False
261,7,116,0.000675,22,150938405,1,False
261,8,82,0.000675,22,186575110,1,False
261,9,70,0.000646,21,199157635,1,False
261,10,217,0.000646,21,45128095,0,False
261,11,27,0.000646,21,244279988,0,False
261,12,54,0.000644,21,215939703,1,False
261,13,69,0.000644,21,200200741,0,False
261,14,90,0.000644,21,178187229,1,False
261,15,136,0.000644,21,129978126,1,False
261,16,257,0.000644,21,3149807,1,False
261,17,245,0.000622,20,15749960,1,False
261,18,246,0.000620,20,14702123,1,False
261,19,15,0.000618,20,256864892,0,False
261,20,40,0.000617,20,230628178,1,False
261,21,117,0.000617,20,149898559,0,False
261,22,92,0.000616,20,176090737,1,False
261,23,77,0.000614,20,191816693,1,False
261,24,10,0.000614,20,262119697,0,False
261,25,58,0.000613,20,211752643,0,False
261,26,46,0.000613,20,224336153,1,False
261,27,165,0.000613,20,99588927,0,False
261,28,200,0.000613,20,62939739,1,False
261,29,202,0.000613,20,60838938,1,False
261,30,207,0.000613,20,55599453,0,False
261,31,242,0.000613,20,18890800,1,False
262,0,174,0.001173,38,91223352,0,False
262,1,69,0.001107,36,201248072,0,False
262,2,111,0.001015,33,157219665,0,False
262,3,10,0.000984,32,263167028,0,False
262,4,136,0.000984,32,131025457,1,False
262,5,6,0.000968,30,267367727,0,False
262,6,246,0.000962,31,15749454,1,False
262,7,202,0.000953,31,61886269,1,False
262,8,155,0.000925,30,111108898,0,False
262,9,63,0.000923,30,207547887,1,False
262,10,152,0.000923,30,114252892,0,False
262,11,168,0.000902,29,97515410,1,False
262,12,36,0.000894,29,235870678,0,False
262,13,70,0.000892,29,200204966,1,False
262,14,46,0.000892,29,225383484,1,False
262,15,57,0.000892,29,213845499,1,False
262,16,81,0.000892,29,188671817,1,False
262,17,116,0.000892,29,151985736,1,False
262,18,4,0.000889,28,269466607,1,False
262,19,245,0.000870,28,16797291,1,False
262,20,40,0.000864,28,231675509,1,False
262,21,93,0.000861,28,176090346,1,False
262,22,107,0.000861,28,161406503,0,False
262,23,137,0.000861,28,129965613,0,False
262,24,150,0.000861,28,116349641,0,False
262,25,209,0.000861,28,54553468,0,False
262,26,115,0.000841,27,153034073,0,False
262,27,97,0.000840,27,171900499,1,False
262,28,39,0.000837,27,232723681,0,False
262,29,99,0.000833,27,169799575,0,False
262,30,47,0.000830,27,224334966,1,False
262,31,54,0.000830,27,216987034,1,False
263,0,40,0.000834,27,232723600,1,False
263,1,179,0.000820,26,87048143,0,False
263,2,6,0.000807,25,268415818,0,False
263,3,246,0.000807,26,16797545,1,False
263,4,174,0.000803,26,92271443,0,False
263,5,63,0.000801,26,208595978,1,False
263,6,64,0.000801,26,207547177,1,False
263,7,70,0.000801,26,201253057,1,False
263,8,93,0.000801,26,177138437,1,False
263,9,201,0.000801,26,63983849,0,False
263,10,205,0.000801,26,59787208,1,False
263,11,213,0.000801,26,51411986,1,False
263,12,115,0.000779,25,154082164,0,False
263,13,244,0.000772,25,18894253,1,False
263,14,99,0.000772,25,170847666,0,False
263,15,51,0.000770,25,221183514,0,False
263,16,94,0.000770,25,176091042,1,False
263,17,163,0.000770,25,103782527,0,False
263,18,251,0.000770,25,11532373,1,False
263,19,257,0.000770,25,5245229,1,False
263,20,24,0.000740,24,249515947,0,False
263,21,27,0.000740,24,246375410,0,False
263,22,77,0.000740,24,193912115,1,False
263,23,150,0.000740,24,117397732,0,False
263,24,169,0.000740,24,97514423,0,False
263,25,171,0.000740,24,95414921,0,False
263,26,198,0.000740,24,67132387,1,False
263,27,245,0.000715,23,17845382,1,False
263,28,8,0.000709,23,266310913,0,False
263,29,25,0.000709,23,248468448,1,False
263,30,47,0.000709,23,225383057,1,False
263,31,57,0.000709,23,214893590,1,False
264,0,174,0.000957,31,93316390,0,False
264,1,26,0.000949,31,248463730,0,False
264,2,167,0.000945,31,100639172,0,False
264,3,211,0.000920,30,54553828,1,False
264,4,34,0.000915,30,240067597,0,False
264,5,163,0.000890,29,104827474,0,False
264,6,57,0.000888,29,215938537,0,False
264,7,206,0.000863,28,59787249,1,False
264,8,9,0.000862,28,266309082,0,False
264,9,212,0.000857,28,53505618,0,False
264,10,153,0.000857,28,115296487,0,False
264,11,201,0.000856,28,65028796,0,False
264,12,46,0.000856,28,227476522,0,False
264,13,149,0.000855,28,119489077,0,False
264,14,179,0.000852,27,88093090,0,False
264,15,166,0.000835,27,101691824,0,False
264,16,40,0.000834,27,233768547,0,False
264,17,70,0.000831,27,202298004,0,False
264,18,77,0.000829,27,194957062,0,False
264,19,209,0.000828,27,56646506,1,False
264,20,58,0.000828,27,214893012,1,False
264,21,152,0.000827,27,116345930,0,False
264,22,151,0.000801,26,117394133,0,False
264,23,22,0.000800,26,252663909,0,False
264,24,180,0.000799,26,87044740,0,False
264,25,25,0.000798,26,249513395,0,False
264,26,104,0.000797,26,166644962,0,False
264,27,169,0.000795,26,98559370,0,False
264,28,115,0.000779,25,155127111,0,False
264,29,246,0.000776,25,17842492,0,False
264,30,6,0.000775,24,269460765,0,False
264,31,92,0.000770,25,179231106,0,False
265,0,22,0.000954,31,253715180,1,False
265,1,174,0.000895,29,94367661,1,False
265,2,47,0.000889,29,227479275,0,False
265,3,81,0.000889,29,191816126,0,False
265,4,1,0.000870,26,275756483,1,False
265,5,246,0.000838,27,18893763,0,False
265,6,97,0.000809,26,175044808,0,False
265,7,77,0.000798,26,196008333,0,False
265,8,211,0.000797,26,55605099,0,False
265,9,46,0.000767,25,228527793,0,False
265,10,41,0.000746,24,233772072,0,False
265,11,64,0.000737,24,209643395,0,False
265,12,52,0.000736,24,222231324,0,False
265,13,60,0.000736,24,213840448,0,False
265,14,98,0.000736,24,173992350,0,False
265,15,205,0.000736,24,61883426,0,False
265,16,2,0.000724,22,274707723,1,False
265,17,115,0.000716,23,156178382,1,False
265,18,43,0.000713,23,231678056,1,False
265,19,118,0.000713,23,153042798,0,False
265,20,206,0.000709,23,60838520,0,False
265,21,5,0.000707,20,271562591,0,False
265,22,191,0.000706,23,76560539,0,False
265,23,95,0.000706,23,177138759,0,False
265,24,199,0.000705,23,68178665,0,False
265,25,113,0.000678,22,158274437,0,False
265,26,70,0.000677,22,203349275,0,False
265,27,107,0.000675,22,164550812,0,False
265,28,165,0.000675,22,103780567,1,False
265,29,200,0.000675,22,67131379,0,False
265,30,242,0.000675,22,23082440,0,False
265,31,249,0.000675,22,15739415,0,False
266,0,265,0.003201,104,0,1,False
266,1,1,0.001706,51,276802630,1,False
266,2,2,0.000757,23,275753870,1,False
266,3,0,0.000584,15,277852319,1,False
266,4,174,0.000432,14,95413808,1,False
266,5,35,0.000431,14,241114862,1,False
266,6,246,0.000403,13,19939910,0,False
266,7,49,0.000400,13,226422374,0,False
266,8,200,0.000400,13,68177526,0,False
266,9,213,0.000400,13,54554351,0,False
266,10,97,0.000373,12,176090955,0,False
266,11,118,0.000372,12,154088945,0,False
266,12,64,0.000369,12,210689542,0,False
266,13,66,0.000369,12,208591617,0,False
266,14,83,0.000369,12,190763938,0,False
266,15,188,0.000369,12,80752691,0,False
266,16,228,0.000369,12,38835785,0,False
266,17,258,0.000369,12,7336887,0,False
266,18,16,0.000339,11,261055890,1,False
266,19,32,0.000339,11,244263344,1,False
266,20,50,0.000339,11,225373710,0,False
266,21,58,0.000339,11,216990430,0,False
266,22,95,0.000339,11,178184906,0,False
266,23,96,0.000339,11,177138042,0,False
266,24,163,0.000339,11,106924892,1,False
266,25,180,0.000339,11,89142158,0,False
266,26,195,0.000339,11,73413745,0,False
266,27,211,0.000339,11,56651246,0,False
266,28,4,0.000317,10,273657063,0,False
266,29,42,0.000312,10,233770422,1,False
266,30,115,0.000311,10,157224529,1,False
266,31,41,0.000311,10,234818219,0,False
267,0,266,0.005356,174,0,1,False
267,1,265,0.002637,86,1050154,1,False
267,2,1,0.001472,44,277852784,1,False
267,3,2,0.000692,21,276804024,1,False
267,4,0,0.000623,16,278902473,1,False
267,5,245,0.000497,16,22037901,0,False
267,6,174,0.000494,16,96463962,1,False
267,7,115,0.000467,15,158274683,1,False
267,8,236,0.000430,14,31471665,0,False
267,9,199,0.000429,14,70274966,0,False
267,10,4,0.000413,13,274707217,0,False
267,11,156,0.000403,13,115304699,1,False
267,12,65,0.000400,13,210690402,0,False
267,13,77,0.000399,13,198104634,0,False
267,14,64,0.000399,13,211739696,0,False
267,15,32,0.000397,13,245313498,1,False
267,16,179,0.000379,12,91240662,1,False
267,17,62,0.000378,12,213837422,0,False
267,18,150,0.000368,12,121590251,1,False
267,19,93,0.000368,12,181330956,0,False
267,20,35,0.000368,12,242165016,1,False
267,21,52,0.000368,12,224327625,0,False
267,22,212,0.000367,12,56653190,0,False
267,23,158,0.000367,12,113209681,1,False
267,24,213,0.000367,12,55604505,0,False
267,25,228,0.000367,12,39885939,0,False
267,26,246,0.000341,11,20990064,0,False
267,27,37,0.000340,11,240063596,0,False
267,28,40,0.000340,11,236916119,0,False
267,29,99,0.000339,11,175040185,0,False
267,30,117,0.000339,11,156186500,0,False
267,31,113,0.000339,11,160370738,0,False
268,0,266,0.004771,155,1054372,1,False
268,1,267,0.004634,151,0,1,False
268,2,265,0.002363,77,2104526,1,False
268,3,1,0.001238,37,278907156,1,False
268,4,2,0.000922,28,277858396,1,False
268,5,0,0.000467,12,279956845,1,False
268,6,174,0.000432,14,97518334,1,False
268,7,115,0.000405,13,159329055,1,False
268,8,28,0.000368,12,250574329,1,False
268,9,173,0.000368,12,98566754,1,False
268,10,54,0.000338,11,223282016,0,False
268,11,153,0.000338,11,119498431,1,False
268,12,5,0.000318,9,274713264,0,False
268,13,179,0.000316,10,92295034,1,False
268,14,144,0.000315,10,128934497,1,False
268,15,245,0.000311,10,23092273,0,False
268,16,246,0.000310,10,22044436,0,False
268,17,118,0.000310,10,156193471,0,False
268,18,40,0.000309,10,237970491,0,False
268,19,56,0.000308,10,221188067,0,False
268,20,92,0.000308,10,183433050,0,False
268,21,49,0.000308,10,228526900,0,False
268,22,22,0.000308,10,256865853,1,False
268,23,150,0.000307,10,122644623,1,False
268,24,51,0.000307,10,226430405,0,False
268,25,157,0.000307,10,115312707,1,False
268,26,64,0.000307,10,212794068,0,False
268,27,93,0.000307,10,182385328,0,False
268,28,47,0.000307,10,230629948,0,False
268,29,52,0.000307,10,225381997,0,False
268,30,126,0.000307,10,147808866,0,False
268,31,188,0.000307,10,82857217,0,False
269,0,268,0.002793,91,0,1,False
269,1,266,0.002586,84,2106058,1,False
269,2,267,0.002355,77,1051686,1,False
269,3,265,0.000859,28,3156212,1,False
269,4,2,0.000692,21,278910082,1,False
269,5,0,0.000506,13,281008531,1,False
269,6,28,0.000460,15,251626015,1,False
269,7,245,0.000435,14,24143959,0,False
269,8,19,0.000429,14,261065876,1,False
269,9,46,0.000428,14,232730152,0,False
269,10,264,0.000428,14,4202359,0,False
269,11,244,0.000402,13,25192830,0,False
269,12,1,0.000401,12,279958842,1,False
269,13,155,0.000401,13,118455566,1,False
269,14,92,0.000400,13,184484736,0,False
269,15,253,0.000400,13,15737868,0,False
269,16,90,0.000399,13,186581228,0,False
269,17,220,0.000398,13,50383055,0,False
269,18,35,0.000398,13,244271074,1,False
269,19,26,0.000398,13,253717360,1,False
269,20,201,0.000398,13,70282426,1,False
269,21,225,0.000398,13,45138186,0,False
269,22,118,0.000372,12,157245157,0,False
269,23,36,0.000370,12,243217346,0,False
269,24,56,0.000369,12,222239753,0,False
269,25,70,0.000369,12,207551634,0,False
269,26,66,0.000369,12,211747829,0,False
269,27,172,0.000369,12,100670677,1,False
269,28,262,0.000369,12,6298577,0,False
269,29,77,0.000368,12,200210692,0,False
269,30,51,0.000368,12,227482091,0,False
269,31,64,0.000368,12,213845754,0,False
270,0,268,0.001166,38,1050551,1,False
270,1,267,0.001162,38,2102237,1,False
270,2,266,0.001047,34,3156609,1,False
270,3,269,0.001009,33,0,1,False
270,4,265,0.000951,31,4206763,1,False
270,5,2,0.000724,22,279960633,1,False
270,6,156,0.000682,22,118461308,1,False
270,7,1,0.000669,20,281009393,1,False
270,8,0,0.000661,17,282059082,1,False
270,9,34,0.000642,21,246371778,0,False
270,10,246,0.000620,20,24146673,0,False
270,11,174,0.000618,20,99620571,1,False
270,12,27,0.000615,20,253724538,1,False
270,13,180,0.000614,20,93348921,0,False
270,14,77,0.000614,20,201261243,0,False
270,15,57,0.000612,20,222242718,0,False
270,16,234,0.000611,20,36731574,0,False
270,17,155,0.000586,19,119506117,1,False
270,18,171,0.000585,19,102764049,1,False
270,19,78,0.000585,19,200211616,0,False
270,20,217,0.000584,19,54572645,0,False
270,21,116,0.000583,19,160382955,0,False
270,22,154,0.000582,19,120553395,1,False
270,23,107,0.000582,19,169803722,0,False
270,24,181,0.000582,19,92300487,0,False
270,25,158,0.000581,19,116366290,1,False
270,26,153,0.000581,19,121600668,1,False
270,27,46,0.000581,19,233780703,0,False
270,28,137,0.000581,19,138362832,1,False
270,29,166,0.000557,18,107996005,1,False
270,30,262,0.000554,18,7349128,0,False
270,31,150,0.000553,18,124746860,1,False
271,0,0,0.003657,94,283107544,1,False
271,1,2,0.003458,105,281009095,1,False
271,2,1,0.003211,96,282057855,1,False
271,3,266,0.002432,79,4205071,1,False
271,4,268,0.002245,73,2099013,1,False
271,5,267,0.001722,56,3150699,1,False
271,6,270,0.001691,55,0,1,False
271,7,269,0.001599,52,1048462,1,False
271,8,265,0.001015,33,5255225,1,False
271,9,174,0.000895,29,100669033,1,False
271,10,156,0.000837,27,119509770,1,False
271,11,148,0.000830,27,127892369,1,False
271,12,97,0.000747,24,181346180,0,False
271,13,153,0.000738,24,122649130,1,False
271,14,179,0.000726,23,95445733,1,False
271,15,70,0.000708,23,209650647,0,False
271,16,219,0.000708,23,53528087,0,False
271,17,34,0.000707,23,247420240,0,False
271,18,47,0.000707,23,233780647,0,False
271,19,173,0.000707,23,101717453,1,False
271,20,177,0.000707,23,97534664,1,False
271,21,198,0.000707,23,75529977,0,False
271,22,208,0.000707,23,65045206,0,False
271,23,245,0.000684,22,26242972,0,False
271,24,246,0.000682,22,25195135,0,False
271,25,244,0.000680,22,27291843,0,False
271,26,63,0.000676,22,216993568,0,False
271,27,64,0.000676,22,215944767,0,False
271,28,212,0.000676,22,60858261,0,False
271,29,228,0.000676,22,44091010,0,False
271,30,41,0.000653,21,240073444,0,False
271,31,40,0.000648,21,241121190,0,False
272,0,271,0.004587,149,0,1,False
272,1,2,0.004380,133,282056327,1,False
272,2,0,0.004163,107,284154776,1,False
272,3,1,0.004115,123,283105087,1,False
272,4,268,0.001570,51,3146245,1,False
272,5,266,0.001447,47,5252303,1,False
272,6,267,0.001385,45,4197931,1,False
272,7,265,0.001201,39,6302457,1,False
272,8,270,0.001108,36,1047232,1,False
272,9,27,0.001047,34,255820232,1,False
272,10,174,0.000988,32,101716265,1,False
272,11,26,0.000924,30,256863605,1,False
272,12,269,0.000924,30,2095694,1,False
272,13,97,0.000778,25,182393412,0,False
272,14,246,0.000776,25,26242367,0,False
272,15,156,0.000775,25,120557002,1,False
272,16,212,0.000770,25,61905493,0,False
272,17,115,0.000747,24,163526986,1,False
272,18,40,0.000741,24,242168422,0,False
272,19,116,0.000739,24,162478649,0,False
272,20,149,0.000739,24,127888952,1,False
272,21,179,0.000726,23,96492965,1,False
272,22,166,0.000711,23,110091699,1,False
272,23,206,0.000709,23,68187124,0,False
272,24,36,0.000709,23,246363591,0,False
272,25,35,0.000708,23,247417319,1,False
272,26,47,0.000708,23,234827879,0,False
272,27,74,0.000708,23,206504045,0,False
272,28,112,0.000708,23,166664435,0,False
272,29,177,0.000708,23,98581896,1,False
272,30,188,0.000708,23,87055148,0,False
272,31,207,0.000708,23,67139697,0,False
273,0,177,0.000859,28,99628385,0,False
273,1,206,0.000832,27,69233613,0,False
273,2,97,0.000809,26,183439901,1,False
273,3,61,0.000795,26,221185545,1,False
273,4,70,0.000769,25,211744368,1,False
273,5,58,0.000767,25,224339376,0,False
273,6,107,0.000766,25,172945905,0,False
273,7,199,0.000766,25,76573758,1,False
273,8,245,0.000746,24,28336693,1,False
273,9,40,0.000741,24,243214911,1,False
273,10,93,0.000737,24,187629748,1,False
273,11,47,0.000735,24,235874368,1,False
273,12,46,0.000734,24,236922886,1,False
273,13,108,0.000734,24,171893775,0,False
273,14,149,0.000734,24,128935441,0,False
273,15,155,0.000709,23,122648300,0,False
273,16,113,0.000709,23,166669530,0,False
273,17,172,0.000707,23,104863411,0,False
273,18,248,0.000706,23,25190463,1,False
273,19,64,0.000706,23,218038488,1,False
273,20,209,0.000706,23,66092870,0,False
273,21,116,0.000705,23,163525138,1,False
273,22,178,0.000705,23,98579158,1,False
273,23,247,0.000704,23,26240023,1,False
273,24,75,0.000704,23,206500375,1,False
273,25,246,0.000682,22,27288856,1,False
273,26,174,0.000679,22,102762754,0,False
273,27,163,0.000675,22,114273838,0,False
273,28,10,0.000675,22,274706430,0,False
273,29,95,0.000675,22,185533852,1,False
273,30,74,0.000673,22,207550534,0,False
273,31,153,0.000673,22,124742851,0,False
274,0,153,0.001081,35,125793124,0,False
274,1,64,0.001019,33,219088761,1,False
274,2,273,0.001019,33,0,1,False
274,3,217,0.000958,31,58765101,0,False
274,4,174,0.000927,30,103813027,0,False
274,5,218,0.000927,30,57715299,0,False
274,6,26,0.000896,29,258960367,0,False
274,7,92,0.000865,28,189727743,1,False
274,8,155,0.000865,28,123698573,0,False
274,9,168,0.000840,27,110105085,1,False
274,10,80,0.000834,27,202310226,1,False
274,11,212,0.000834,27,64002255,1,False
274,12,115,0.000810,26,165623748,0,False
274,13,27,0.000803,26,257916994,0,False
274,14,47,0.000803,26,236924641,1,False
274,15,136,0.000803,26,143615132,1,False
274,16,150,0.000803,26,128939316,0,False
274,17,163,0.000803,26,115324111,0,False
274,18,200,0.000803,26,76576745,1,False
274,19,209,0.000803,26,67143143,0,False
274,20,262,0.000803,26,11541584,1,False
274,21,97,0.000778,25,184490174,1,False
274,22,246,0.000776,25,28339129,1,False
274,23,40,0.000772,25,244265184,1,False
274,24,116,0.000772,25,164575411,1,False
274,25,173,0.000772,25,104861447,0,False
274,26,177,0.000772,25,100678658,0,False
274,27,178,0.000772,25,99629431,1,False
274,28,15,0.000741,24,270501898,0,False
274,29,69,0.000741,24,213837747,0,False
274,30,70,0.000741,24,212794641,1,False
274,31,77,0.000741,24,205453699,1,False
275,0,274,0.006565,203,0,1,False
275,1,273,0.001132,35,1055750,1,False
275,2,47,0.000873,27,237980391,1,False
275,3,54,0.000873,27,230632459,1,False
275,4,61,0.000841,26,223291568,1,False
275,5,199,0.000841,26,78679781,1,False
275,6,51,0.000809,25,233780848,0,False
275,7,105,0.000809,25,177147425,1,False
275,8,115,0.000809,25,166679498,0,False
275,9,150,0.000809,25,129995066,0,False
275,10,166,0.000809,25,113244211,0,False
275,11,52,0.000776,24,232732440,1,False
275,12,56,0.000776,24,228538510,0,False
275,13,90,0.000776,24,192879985,1,False
275,14,96,0.000776,24,186593011,1,False
275,15,212,0.000776,24,65058005,1,False
275,16,246,0.000776,24,29394879,1,False
275,17,259,0.000776,24,15743011,0,False
275,18,45,0.000744,23,240078700,0,False
275,19,46,0.000744,23,239028909,1,False
275,20,58,0.000744,23,226445399,0,False
275,21,82,0.000744,23,201267866,1,False
275,22,98,0.000744,23,184493466,1,False
275,23,108,0.000744,23,173999798,0,False
275,24,206,0.000744,23,71339636,0,False
275,25,209,0.000744,23,68198893,0,False
275,26,59,0.000712,22,225393620,1,False
275,27,92,0.000712,22,190783493,1,False
275,28,107,0.000712,22,175051928,0,False
275,29,173,0.000712,22,105917197,0,False
275,30,191,0.000712,22,87061655,0,False
275,31,258,0.000712,22,16791856,1,False
276,0,275,0.002652,82,0,1,False
276,1,274,0.001825,59,1053024,1,False
276,2,174,0.001361,44,105921801,0,False
276,3,34,0.001021,33,252673008,1,False
276,4,206,0.001021,33,72392660,0,False
276,5,26,0.000990,32,261069141,0,False
276,6,57,0.000990,32,228543948,1,False
276,7,148,0.000990,32,133145137,0,False
276,8,153,0.000990,32,127901898,0,False
276,9,173,0.000990,32,106970221,0,False
276,10,178,0.000990,32,101738205,1,False
276,11,137,0.000959,31,144664062,0,False
276,12,155,0.000959,31,125807347,0,False
276,13,209,0.000959,31,69251917,0,False
276,14,211,0.000959,31,67159239,0,False
276,15,251,0.000959,31,25182731,1,False
276,16,4,0.000952,30,284165056,1,False
276,17,10,0.000928,30,277865477,0,False
276,18,27,0.000928,30,260025768,0,False
276,19,152,0.000928,30,128951341,0,False
276,20,169,0.000928,30,111164781,0,False
276,21,205,0.000928,30,73437566,1,False
276,22,212,0.000928,30,66111029,1,False
276,23,247,0.000928,30,29399070,1,False
276,24,25,0.000897,29,262118806,1,False
276,25,40,0.000897,29,246373958,1,False
276,26,149,0.000897,29,132094488,0,False
276,27,154,0.000897,29,126854625,0,False
276,28,177,0.000897,29,102787432,0,False
276,29,218,0.000897,29,59824073,0,False
276,30,6,0.000871,27,282066176,0,False
276,31,64,0.000866,28,221197535,1,False
277,0,276,0.002072,67,0,0,False
277,1,274,0.001946,63,2101421,0,False
277,2,275,0.001229,38,1048397,0,False
277,3,174,0.001112,36,106970198,0,False
277,4,150,0.000952,31,132096487,0,False
277,5,110,0.000921,30,174010765,1,False
277,6,66,0.000892,29,220148007,0,False
277,7,177,0.000860,28,103835829,0,False
277,8,181,0.000860,28,99650114,1,False
277,9,158,0.000829,27,123715917,0,False
277,10,262,0.000800,26,14698755,0,False
277,11,153,0.000799,26,128950295,0,False
277,12,211,0.000799,26,68207636,1,False
277,13,151,0.000770,25,131047941,0,False
277,14,161,0.000768,25,120574216,0,False
277,15,10,0.000768,25,278913874,0,False
277,16,26,0.000768,25,262117538,0,False
277,17,69,0.000768,25,216994918,1,False
277,18,218,0.000768,25,60872470,0,False
277,19,237,0.000746,24,40931319,0,False
277,20,246,0.000745,24,31496300,0,False
277,21,206,0.000740,24,73441057,1,False
277,22,171,0.000739,24,110113676,0,False
277,23,217,0.000738,24,61922272,0,False
277,24,25,0.000737,24,263167203,0,False
277,25,103,0.000737,24,181347770,1,False
277,26,107,0.000737,24,177153349,1,False
277,27,148,0.000737,24,134193534,0,False
277,28,236,0.000737,24,41977901,0,False
277,29,245,0.000715,23,32544137,0,False
277,30,166,0.000711,23,115345632,0,False
277,31,6,0.000710,22,283114573,0,False
278,0,275,0.002846,88,2097456,0,False
278,1,276,0.001299,42,1049059,0,False
278,2,277,0.001013,33,0,1,False
278,3,274,0.000958,31,3150480,0,False
278,4,174,0.000710,23,108019257,0,False
278,5,53,0.000706,23,234832098,0,False
278,6,64,0.000706,23,223294991,0,False
278,7,211,0.000675,22,69256695,1,False
278,8,152,0.000674,22,131048797,0,False
278,9,57,0.000674,22,230641404,0,False
278,10,153,0.000673,22,129999354,0,False
278,11,40,0.000648,21,248471414,0,False
278,12,27,0.000646,21,262123224,0,False
278,13,58,0.000644,21,229595879,1,False
278,14,118,0.000620,20,166694394,1,False
278,15,54,0.000613,20,233782939,0,False
278,16,251,0.000611,20,27280187,0,False
278,17,155,0.000586,19,127904803,0,False
278,18,206,0.000586,19,74490116,1,False
278,19,217,0.000584,19,62971331,0,False
278,20,77,0.000583,19,209659929,0,False
278,21,51,0.000583,19,236931328,1,False
278,22,191,0.000583,19,90212135,1,False
278,23,82,0.000583,19,204418346,0,False
278,24,212,0.000582,19,68208485,0,False
278,25,204,0.000582,19,76585985,1,False
278,26,149,0.000580,19,134191944,0,False
278,27,167,0.000579,19,115342039,0,False
278,28,137,0.000577,19,146761518,0,False
278,29,5,0.000565,16,285214187,0,False
278,30,115,0.000561,18,169829978,0,False
278,31,244,0.000556,18,34642067,0,False
279,0,199,0.001690,55,82896404,1,False
279,1,275,0.001229,38,3163599,1,False
279,2,228,0.001045,34,52507377,0,False
279,3,187,0.001014,33,95476398,0,False
279,4,189,0.000983,32,93374911,0,False
279,5,274,0.000958,31,4216623,1,False
279,6,114,0.000891,29,171943966,0,False
279,7,115,0.000841,27,170896121,0,False
279,8,272,0.000831,27,6322646,0,False
279,9,229,0.000829,27,51455593,0,False
279,10,40,0.000803,26,249537557,1,False
279,11,77,0.000799,26,210726072,1,False
279,12,276,0.000773,25,2115202,1,False
279,13,51,0.000768,25,237997471,0,False
279,14,155,0.000740,24,128970946,0,False
279,15,70,0.000739,24,218067014,1,False
279,16,273,0.000737,24,5272373,1,False
279,17,278,0.000737,24,0,0,False
279,18,54,0.000707,23,234849082,1,False
279,19,98,0.000707,23,188710089,1,False
279,20,201,0.000707,23,80797806,0,False
279,21,234,0.000707,23,46196403,1,False
279,22,247,0.000707,23,32562669,1,False
279,23,97,0.000684,22,189762547,1,False
279,24,237,0.000684,22,43046521,1,False
279,25,206,0.000678,22,75556259,0,False
279,26,32,0.000676,22,257934936,0,False
279,27,50,0.000676,22,239045302,1,False
279,28,93,0.000676,22,193952394,1,False
279,29,169,0.000676,22,114328380,0,False
279,30,177,0.000676,22,105951031,0,False
279,31,192,0.000676,22,90230791,0,False
280,0,279,0.002642,86,0,1,False
