recipient_group,rank,source_group,overlap_fraction,overlap_windows,distance,class_match,forced
169,15,110,0.000857,28,60748509,0,False
169,16,153,0.000857,28,15688039,1,False
169,17,148,0.000856,28,20931278,1,False
169,18,136,0.000856,28,33510047,0,False
169,19,167,0.000856,28,1030724,1,False
169,20,151,0.000832,27,17785685,1,False
169,21,30,0.000829,27,144663643,0,False
169,22,150,0.000829,27,18834231,1,False
169,23,33,0.000828,27,141512082,1,False
169,24,80,0.000828,27,92205141,0,False
169,25,47,0.000827,27,126819556,0,False
169,26,57,0.000827,27,116330089,0,False
169,27,41,0.000808,26,133112353,0,False
169,28,105,0.000804,26,65986590,0,False
169,29,164,0.000800,26,4169496,0,False
169,30,27,0.000800,26,147811909,1,False
169,31,161,0.000799,26,7311960,1,False
170,0,136,0.001192,39,34559125,0,False
170,1,26,0.001163,38,149904360,1,False
170,2,168,0.001089,35,1049078,0,False
170,3,166,0.001082,35,3132454,1,False
170,4,155,0.000987,32,14642566,1,False
170,5,147,0.000979,32,23028934,1,False
170,6,148,0.000979,32,21980356,1,False
170,7,149,0.000977,32,20929707,1,False
170,8,158,0.000949,31,11502739,1,False
170,9,20,0.000922,30,156203959,1,False
170,10,151,0.000893,29,18834763,1,False
170,11,25,0.000890,29,150954025,0,False
170,12,150,0.000890,29,19883309,1,False
170,13,167,0.000884,29,2079802,1,False
170,14,6,0.000871,27,170901395,1,False
170,15,36,0.000863,28,139404346,0,False
170,16,116,0.000859,28,55519404,0,False
170,17,154,0.000858,28,15689844,1,False
170,18,47,0.000858,28,127868634,0,False
170,19,165,0.000856,28,4169926,1,False
170,20,169,0.000856,28,0,1,False
170,21,115,0.000841,27,56567741,1,False
170,22,156,0.000837,27,13597757,1,False
170,23,157,0.000829,27,12551393,1,False
170,24,163,0.000829,27,6268104,1,False
170,25,69,0.000827,27,104781740,0,False
170,26,112,0.000826,27,59705190,0,False
170,27,68,0.000824,27,105830570,0,False
170,28,113,0.000802,26,58663796,0,False
170,29,78,0.000800,26,95348065,0,False
170,30,27,0.000800,26,148860987,1,False
170,31,161,0.000799,26,8361038,1,False
171,0,170,0.002555,83,0,1,False
171,1,167,0.001077,35,3131980,1,False
171,2,6,0.001065,33,171953573,1,False
171,3,26,0.001046,34,150956538,1,False
171,4,10,0.001016,33,167752874,1,False
171,5,168,0.000995,32,2101256,0,False
171,6,166,0.000990,32,4184632,1,False
171,7,156,0.000961,31,14649935,1,False
171,8,12,0.000955,31,165654326,1,False
171,9,136,0.000954,31,35611303,0,False
171,10,154,0.000954,31,16742022,1,False
171,11,158,0.000954,31,12554917,1,False
171,12,27,0.000923,30,149913165,1,False
171,13,159,0.000923,30,11503278,1,False
171,14,57,0.000893,29,118431345,0,False
171,15,116,0.000893,29,56571582,0,False
171,16,153,0.000893,29,17789295,1,False
171,17,155,0.000864,28,15694744,1,False
171,18,19,0.000862,28,158305054,1,False
171,19,93,0.000862,28,80676192,0,False
171,20,107,0.000862,28,65992349,0,False
171,21,137,0.000862,28,34551459,1,False
171,22,148,0.000862,28,23032534,1,False
171,23,169,0.000862,28,1052178,1,False
171,24,24,0.000831,27,153053702,1,False
171,25,150,0.000831,27,20935487,1,False
171,26,161,0.000831,27,9413216,1,False
171,27,15,0.000803,26,162498069,1,False
171,28,47,0.000800,26,128920812,0,False
171,29,66,0.000800,26,108987007,0,False
171,30,149,0.000800,26,21981885,1,False
171,31,163,0.000800,26,7320282,1,False
172,0,155,0.001388,45,16742068,1,False
172,1,171,0.001108,36,0,1,False
172,2,154,0.001046,34,17789346,1,False
172,3,26,0.000984,32,152003862,1,False
172,4,163,0.000984,32,8367606,1,False
172,5,27,0.000954,31,150960489,1,False
172,6,157,0.000954,31,14650895,1,False
172,7,156,0.000930,30,15697259,1,False
172,8,159,0.000923,30,12550602,1,False
172,9,170,0.000923,30,1047324,1,False
172,10,161,0.000892,29,10460540,1,False
172,11,97,0.000871,28,77533669,0,False
172,12,46,0.000861,28,131016654,0,False
172,13,116,0.000861,28,57618906,0,False
172,14,152,0.000861,28,19886062,1,False
172,15,36,0.000832,27,141503848,0,False
172,16,35,0.000831,27,142557576,1,False
172,17,153,0.000831,27,18836619,1,False
172,18,66,0.000800,26,110034331,0,False
172,19,10,0.000800,26,168800198,1,False
172,20,25,0.000800,26,153053527,0,False
172,21,33,0.000800,26,144660662,1,False
172,22,150,0.000800,26,21982811,1,False
172,23,158,0.000800,26,13602241,1,False
172,24,168,0.000778,25,3148580,0,False
172,25,164,0.000770,25,7318076,0,False
172,26,9,0.000769,25,169849214,0,False
172,27,47,0.000769,25,129968136,0,False
172,28,57,0.000769,25,119478669,0,False
172,29,137,0.000769,25,35598783,1,False
172,30,143,0.000769,25,29313301,1,False
172,31,149,0.000769,25,23029209,1,False
173,0,171,0.001262,41,1042821,1,False
173,1,172,0.001230,40,0,1,False
173,2,27,0.001076,35,152003310,1,False
173,3,26,0.001041,34,153046683,1,False
173,4,155,0.000956,31,17784889,1,False
173,5,28,0.000950,31,150955338,1,False
173,6,107,0.000920,30,68082494,0,False
173,7,97,0.000902,29,78576490,0,False
173,8,154,0.000889,29,18832167,1,False
173,9,148,0.000887,29,25122679,1,False
173,10,150,0.000860,28,23025632,1,False
173,11,47,0.000858,28,131010957,0,False
173,12,24,0.000857,28,155143847,1,False
173,13,72,0.000856,28,104785928,0,False
173,14,168,0.000840,27,4191401,0,False
173,15,163,0.000829,27,9410427,1,False
173,16,112,0.000826,27,62847513,0,False
173,17,6,0.000807,25,174043718,1,False
173,18,156,0.000806,26,16740080,1,False
173,19,166,0.000804,26,6274777,1,False
173,20,36,0.000801,26,142546669,0,False
173,21,66,0.000800,26,111077152,0,False
173,22,161,0.000799,26,11503361,1,False
173,23,64,0.000798,26,113175077,0,False
173,24,19,0.000797,26,160395199,1,False
173,25,57,0.000796,26,120521490,0,False
173,26,153,0.000795,26,19879440,1,False
173,27,169,0.000795,26,3142323,1,False
173,28,115,0.000779,25,59710064,1,False
173,29,10,0.000767,25,169843019,1,False
173,30,90,0.000767,25,85910551,0,False
173,31,152,0.000766,25,20928883,1,False
174,0,171,0.001853,60,2095058,1,False
174,1,26,0.001791,58,154098920,1,False
174,2,173,0.001791,58,0,1,False
174,3,35,0.001698,55,144652634,1,False
174,4,149,0.001606,52,25124267,1,False
174,5,166,0.001577,51,7327014,1,False
174,6,170,0.001513,49,3142382,1,False
174,7,172,0.001482,48,1052237,1,False
174,8,155,0.001451,47,18837126,1,False
174,9,148,0.001420,46,26174916,1,False
174,10,107,0.001390,45,69134731,0,False
174,11,152,0.001359,44,21981120,1,False
174,12,167,0.001359,44,6274362,1,False
174,13,2,0.001350,41,179291642,1,False
174,14,20,0.001328,43,160398519,1,False
174,15,27,0.001328,43,153055547,1,False
174,16,64,0.001328,43,114227314,0,False
174,17,150,0.001328,43,24077869,1,False
174,18,153,0.001328,43,20931677,1,False
174,19,158,0.001328,43,15697299,1,False
174,20,169,0.001328,43,4194560,1,False
174,21,12,0.001297,42,168796708,1,False
174,22,18,0.001297,42,162494915,1,False
174,23,69,0.001297,42,108976300,0,False
174,24,136,0.001297,42,38753685,0,False
174,25,137,0.001297,42,37693841,1,False
174,26,0,0.001284,33,181390091,1,False
174,27,5,0.001272,36,176146510,0,False
174,28,25,0.001266,41,155148585,0,False
174,29,57,0.001266,41,121573727,0,False
174,30,154,0.001266,41,19884404,1,False
174,31,161,0.001266,41,12555598,1,False
175,0,174,0.001328,43,0,1,False
175,1,57,0.000952,31,122622147,0,False
175,2,26,0.000921,30,155147340,1,False
175,3,150,0.000921,30,25126289,1,False
175,4,155,0.000894,29,19885546,1,False
175,5,163,0.000890,29,11511084,1,False
175,6,154,0.000860,28,20932824,1,False
175,7,12,0.000801,26,169845128,1,False
175,8,173,0.000798,26,1048420,1,False
175,9,36,0.000770,25,144647326,0,False
175,10,171,0.000769,25,3143478,1,False
175,11,24,0.000768,25,157244504,1,False
175,12,25,0.000768,25,156197005,0,False
175,13,33,0.000768,25,147804140,1,False
175,14,35,0.000768,25,145701054,1,False
175,15,82,0.000768,25,96399089,0,False
175,16,158,0.000768,25,16745719,1,False
175,17,169,0.000768,25,5242980,1,False
175,18,172,0.000738,24,2100657,1,False
175,19,167,0.000737,24,7322782,1,False
175,20,2,0.000724,22,180340062,1,False
175,21,109,0.000708,23,68088425,0,False
175,22,98,0.000706,23,79624689,0,False
175,23,107,0.000706,23,70183151,0,False
175,24,148,0.000706,23,27223336,1,False
175,25,157,0.000706,23,17794373,1,False
175,26,39,0.000682,22,141500329,0,False
175,27,40,0.000679,22,140452157,0,False
175,28,6,0.000678,21,176144375,1,False
175,29,66,0.000677,22,113177809,0,False
175,30,20,0.000676,22,161446939,1,False
175,31,161,0.000676,22,13604018,1,False
176,0,175,0.001015,33,0,1,False
176,1,174,0.000957,31,1046059,1,False
176,2,26,0.000892,29,156193399,1,False
176,3,170,0.000861,28,5236861,1,False
176,4,92,0.000831,27,86960775,0,False
176,5,83,0.000830,27,96396189,0,False
176,6,153,0.000830,27,23026156,1,False
176,7,163,0.000830,27,12557143,1,False
176,8,113,0.000802,26,64952835,0,False
176,9,171,0.000769,25,4189537,1,False
176,10,112,0.000769,25,65994229,0,False
176,11,149,0.000769,25,27218746,1,False
176,12,157,0.000769,25,18840432,1,False
176,13,172,0.000738,24,3146716,1,False
176,14,10,0.000738,24,172989735,1,False
176,15,33,0.000738,24,148850199,1,False
176,16,35,0.000738,24,146747113,1,False
176,17,47,0.000738,24,134157673,0,False
176,18,93,0.000738,24,85913053,0,False
176,19,166,0.000711,23,9421493,1,False
176,20,155,0.000709,23,20931605,1,False
176,21,78,0.000708,23,101637104,0,False
176,22,70,0.000708,23,110027673,0,False
176,23,22,0.000708,23,160393578,1,False
176,24,89,0.000707,23,90104783,0,False
176,25,98,0.000707,23,80670748,0,False
176,26,108,0.000707,23,70177080,0,False
176,27,150,0.000707,23,26172348,1,False
176,28,158,0.000707,23,17791778,1,False
176,29,161,0.000707,23,14650077,1,False
176,30,167,0.000707,23,8368841,1,False
176,31,5,0.000707,20,178240989,0,False
177,0,47,0.001472,48,135200220,0,False
177,1,174,0.001359,44,2088606,1,False
177,2,4,0.001111,35,180331861,0,False
177,3,148,0.001104,36,29311942,1,False
177,4,97,0.001089,35,82765753,0,False
177,5,163,0.001044,34,13599690,1,False
177,6,10,0.001043,34,174032282,1,False
177,7,26,0.001043,34,157235946,1,False
177,8,168,0.000995,32,8380664,0,False
177,9,166,0.000990,32,10464040,1,False
177,10,58,0.000982,32,123665228,0,False
177,11,107,0.000981,32,72271757,0,False
177,12,40,0.000957,31,142540763,0,False
177,13,95,0.000951,31,84859704,0,False
177,14,108,0.000951,31,71219627,0,False
177,15,153,0.000951,31,24068703,1,False
177,16,48,0.000920,30,134145791,0,False
177,17,61,0.000920,30,120511397,0,False
177,18,112,0.000920,30,67036776,0,False
177,19,147,0.000920,30,30360520,1,False
177,20,149,0.000920,30,28261293,1,False
177,21,154,0.000920,30,23021430,1,False
177,22,113,0.000894,29,65995382,0,False
177,23,151,0.000893,29,26166349,1,False
177,24,69,0.000889,29,112113326,0,False
177,25,98,0.000889,29,81713295,0,False
177,26,167,0.000889,29,9411388,1,False
177,27,173,0.000889,29,3137026,1,False
177,28,101,0.000861,28,78569110,0,False
177,29,111,0.000861,28,68084919,0,False
177,30,161,0.000860,28,15692624,1,False
177,31,25,0.000860,28,158285611,0,False
178,0,175,0.001198,39,2088310,0,False
178,1,176,0.001138,37,1045763,0,False
178,2,174,0.001050,34,3134369,0,False
178,3,80,0.000920,30,101631568,1,False
178,4,177,0.000889,29,0,0,False
178,5,36,0.000863,28,147781695,0,False
178,6,27,0.000861,28,157238336,0,False
178,7,57,0.000858,28,125756516,1,False
178,8,173,0.000858,28,4182789,0,False
178,9,34,0.000827,27,149885576,1,False
178,10,115,0.000810,26,64945090,0,False
178,11,26,0.000797,26,158281709,0,False
178,12,41,0.000777,25,142538780,1,False
178,13,66,0.000769,25,116312178,1,False
178,14,58,0.000767,25,124710991,0,False
178,15,5,0.000742,21,180329299,1,False
178,16,25,0.000737,24,159331374,1,False
178,17,93,0.000737,24,88001363,1,False
178,18,107,0.000736,24,73317520,0,False
178,19,74,0.000735,24,107922149,0,False
178,20,162,0.000735,24,15690312,0,False
178,21,97,0.000715,23,83811516,1,False
178,22,6,0.000710,22,179278744,0,False
178,23,92,0.000708,23,89049085,1,False
178,24,172,0.000707,23,5235026,0,False
178,25,51,0.000706,23,132046440,0,False
178,26,157,0.000706,23,20928742,0,False
178,27,163,0.000706,23,14645453,0,False
178,28,95,0.000706,23,85905467,1,False
178,29,28,0.000705,23,156190364,0,False
178,30,35,0.000705,23,148835423,0,False
178,31,47,0.000705,23,136245983,1,False
179,0,174,0.002872,91,4183596,1,False
179,1,171,0.001515,48,7327074,1,False
179,2,173,0.001325,42,5232016,1,False
179,3,172,0.001262,40,6284253,1,False
179,4,27,0.001199,38,158287563,1,False
179,5,2,0.001087,33,184523658,1,False
179,6,10,0.001073,34,176127272,1,False
179,7,35,0.001073,34,149884650,1,False
179,8,47,0.001041,33,137295210,0,False
179,9,115,0.001041,33,65994317,1,False
179,10,177,0.001041,33,1049227,1,False
179,11,25,0.000978,31,160380601,0,False
179,12,64,0.000978,31,119459330,0,False
179,13,0,0.000973,25,186622107,1,False
179,14,41,0.000947,30,143588007,0,False
179,15,57,0.000947,30,126805743,0,False
179,16,63,0.000947,30,120508131,0,False
179,17,77,0.000947,30,105824268,0,False
179,18,113,0.000947,30,68090372,0,False
179,19,30,0.000915,29,155139297,0,False
179,20,40,0.000915,29,144635753,0,False
179,21,70,0.000915,29,113165210,0,False
179,22,80,0.000915,29,102680795,0,False
179,23,149,0.000915,29,30356283,1,False
179,24,156,0.000915,29,23024333,1,False
179,25,163,0.000915,29,15694680,1,False
179,26,170,0.000915,29,8374398,1,False
179,27,22,0.000884,28,163531115,1,False
179,28,60,0.000884,28,123656383,0,False
179,29,68,0.000884,28,115257146,0,False
179,30,89,0.000884,28,93242320,0,False
179,31,92,0.000884,28,90098312,0,False
180,0,179,0.008016,254,0,0,False
180,1,174,0.001328,43,5223300,0,False
180,2,155,0.001141,37,25108846,0,False
180,3,26,0.001106,36,160370640,0,False
180,4,153,0.001106,36,27203397,0,False
180,5,148,0.001075,35,32446636,0,False
180,6,10,0.001014,33,177166976,0,False
180,7,154,0.001014,33,26156124,0,False
180,8,163,0.001014,33,16734384,0,False
180,9,47,0.000983,32,138334914,1,False
180,10,116,0.000983,32,65985684,1,False
180,11,136,0.000983,32,45025405,1,False
180,12,149,0.000983,32,31395987,0,False
180,13,33,0.000952,31,153027440,0,False
180,14,34,0.000952,31,151974507,1,False
180,15,158,0.000952,31,21969019,0,False
180,16,167,0.000952,31,12546082,0,False
180,17,166,0.000928,30,13598734,0,False
180,18,172,0.000923,30,7323957,0,False
180,19,25,0.000922,30,161420305,1,False
180,20,170,0.000922,30,9414102,0,False
180,21,156,0.000899,29,24064037,0,False
180,22,171,0.000893,29,8366778,0,False
180,23,150,0.000891,29,30349589,0,False
180,24,169,0.000891,29,10466280,0,False
180,25,177,0.000891,29,2088931,0,False
180,26,6,0.000871,27,181367675,0,False
180,27,151,0.000862,28,29301043,0,False
180,28,12,0.000862,28,175068428,0,False
180,29,22,0.000861,28,164570819,0,False
180,30,45,0.000860,28,140433223,0,False
180,31,137,0.000860,28,43965561,0,False
181,0,99,0.001049,34,84847873,1,False
181,1,155,0.001049,34,26157196,0,False
181,2,180,0.000983,32,0,0,False
181,3,46,0.000980,32,140431782,0,False
181,4,156,0.000961,31,25112387,0,False
181,5,153,0.000950,31,28251747,0,False
181,6,36,0.000924,30,150918976,1,False
181,7,70,0.000923,30,115253264,0,False
181,8,167,0.000919,30,13594432,0,False
181,9,115,0.000903,29,68082371,0,False
181,10,174,0.000895,29,6271650,0,False
181,11,151,0.000893,29,30349393,0,False
181,12,98,0.000888,29,85896339,0,False
181,13,142,0.000888,29,39773330,1,False
181,14,40,0.000864,28,146723807,0,False
181,15,78,0.000862,28,106862695,0,False
181,16,101,0.000861,28,82752154,1,False
181,17,10,0.000859,28,178215326,0,False
181,18,116,0.000859,28,67034034,0,False
181,19,177,0.000859,28,3137281,0,False
181,20,57,0.000858,28,128893797,0,False
181,21,112,0.000858,28,71219820,1,False
181,22,6,0.000839,26,182416025,0,False
181,23,39,0.000837,27,147771979,1,False
181,24,22,0.000831,27,165619169,0,False
181,25,154,0.000828,27,27204474,0,False
181,26,60,0.000827,27,125744437,1,False
181,27,11,0.000827,27,177167360,0,False
181,28,34,0.000827,27,153022857,0,False
181,29,110,0.000827,27,73312217,1,False
181,30,148,0.000827,27,33494986,0,False
181,31,169,0.000827,27,11514630,0,False
182,0,93,0.001074,35,92187078,1,False
182,1,115,0.001059,34,69130805,0,False
182,2,174,0.001050,34,7320084,0,False
182,3,25,0.001044,34,163517089,1,False
182,4,30,0.001014,33,158275785,0,False
182,5,46,0.001013,33,141480216,1,False
182,6,52,0.000982,32,135183747,1,False
182,7,77,0.000952,31,108960756,1,False
182,8,10,0.000952,31,179263760,0,False
182,9,148,0.000952,31,34543420,0,False
182,10,170,0.000952,31,11510886,0,False
182,11,181,0.000952,31,0,0,False
182,12,179,0.000947,30,2096784,0,False
182,13,155,0.000925,30,27205630,0,False
182,14,26,0.000921,30,162467424,0,False
182,15,64,0.000921,30,122595818,1,False
182,16,156,0.000899,29,26160821,0,False
182,17,40,0.000895,29,147772241,1,False
182,18,36,0.000894,29,151967410,0,False
182,19,92,0.000893,29,93234800,1,False
182,20,57,0.000890,29,129942231,1,False
182,21,98,0.000890,29,86944773,1,False
182,22,99,0.000864,28,85896307,0,False
182,23,50,0.000859,28,137279986,1,False
182,24,63,0.000859,28,123644619,1,False
182,25,72,0.000859,28,114206669,1,False
182,26,116,0.000859,28,68082468,1,False
182,27,47,0.000829,27,140431698,1,False
182,28,58,0.000829,27,128896706,0,False
182,29,59,0.000829,27,127844927,1,False
182,30,136,0.000829,27,47122189,1,False
182,31,163,0.000829,27,18831168,0,False
183,0,81,0.000743,24,105814435,1,False
183,1,10,0.000712,23,180309646,0,False
183,2,40,0.000712,23,148818127,1,False
183,3,92,0.000712,23,94280686,1,False
183,4,154,0.000712,23,29298794,0,False
183,5,50,0.000681,22,138325872,1,False
183,6,57,0.000681,22,130988117,1,False
183,7,93,0.000681,22,93232964,1,False
183,8,107,0.000681,22,78549121,0,False
183,9,113,0.000681,22,72272746,0,False
183,10,6,0.000678,21,184510345,0,False
183,11,5,0.000671,19,185560900,1,False
183,12,97,0.000653,21,89043117,1,False
183,13,45,0.000650,21,143575893,0,False
183,14,47,0.000650,21,141477584,1,False
183,15,63,0.000650,21,124690505,1,False
183,16,163,0.000650,21,19877054,0,False
183,17,174,0.000650,21,8365970,0,False
183,18,115,0.000623,20,70176691,0,False
183,19,36,0.000619,20,153013296,0,False
183,20,52,0.000619,20,136229633,1,False
183,21,70,0.000619,20,117347584,1,False
183,22,76,0.000619,20,111055620,1,False
183,23,86,0.000619,20,100568582,1,False
183,24,116,0.000619,20,69128354,1,False
183,25,137,0.000619,20,47108231,0,False
183,26,151,0.000619,20,32443713,0,False
183,27,153,0.000619,20,30346067,0,False
183,28,169,0.000619,20,13608950,0,False
183,29,176,0.000619,20,6277364,0,False
183,30,181,0.000619,20,1045886,0,False
183,31,19,0.000588,19,170861826,0,False
184,0,115,0.001059,34,71224092,1,False
184,1,36,0.000894,29,154060697,0,False
184,2,116,0.000889,29,70175755,0,False
184,3,155,0.000864,28,29298917,1,False
184,4,101,0.000861,28,85893875,0,False
184,5,29,0.000859,28,161415218,0,False
184,6,46,0.000859,28,143573503,0,False
184,7,5,0.000848,24,186608301,0,False
184,8,96,0.000830,27,91137605,0,False
184,9,90,0.000828,27,97424579,0,False
184,10,83,0.000828,27,104763501,0,False
184,11,6,0.000807,25,185557746,1,False
184,12,30,0.000799,26,160369072,0,False
184,13,60,0.000797,26,128886158,0,False
184,14,74,0.000797,26,114201151,0,False
184,15,8,0.000768,25,183452841,1,False
184,16,182,0.000767,25,1047401,0,False
184,17,35,0.000767,25,155114425,1,False
184,18,54,0.000767,25,135177053,0,False
184,19,106,0.000767,25,80643958,0,False
184,20,97,0.000747,24,90090518,0,False
184,21,41,0.000746,24,148817782,0,False
184,22,174,0.000741,24,9413371,1,False
184,23,40,0.000741,24,149865528,0,False
184,24,49,0.000738,24,140421937,0,False
184,25,163,0.000737,24,20924455,1,False
184,26,26,0.000736,24,164560711,1,False
184,27,47,0.000736,24,142524985,0,False
184,28,50,0.000736,24,139373273,0,False
184,29,52,0.000736,24,137277034,0,False
184,30,55,0.000736,24,134127857,0,False
184,31,59,0.000736,24,129938214,0,False
185,0,174,0.001081,35,10461004,1,False
185,1,115,0.000996,32,72271725,1,False
185,2,95,0.000890,29,93232102,0,False
185,3,58,0.000889,29,132037626,0,False
185,4,75,0.000886,29,114198625,0,False
185,5,74,0.000886,29,115248784,0,False
185,6,5,0.000883,25,187655934,0,False
185,7,6,0.000871,27,186605379,1,False
185,8,70,0.000862,28,119442618,0,False
185,9,82,0.000858,28,106860093,0,False
185,10,57,0.000857,28,133083151,0,False
185,11,51,0.000829,27,139373075,0,False
185,12,107,0.000828,27,80644155,0,False
185,13,94,0.000828,27,94280603,0,False
185,14,167,0.000823,27,17783786,1,False
185,15,40,0.000803,26,150913161,0,False
185,16,36,0.000801,26,155108330,0,False
185,17,116,0.000797,26,71223388,0,False
185,18,54,0.000797,26,136224686,0,False
185,19,63,0.000796,26,126785539,0,False
185,20,46,0.000795,26,144621136,0,False
185,21,149,0.000794,26,36633691,1,False
185,22,12,0.000770,25,180306132,1,False
185,23,78,0.000769,25,111052049,0,False
185,24,66,0.000769,25,123638813,0,False
185,25,20,0.000769,25,171907943,1,False
185,26,80,0.000767,25,108958203,0,False
185,27,184,0.000767,25,0,1,False
185,28,50,0.000767,25,140420906,0,False
185,29,178,0.000766,25,6277408,0,False
185,30,83,0.000765,25,105811134,0,False
185,31,126,0.000764,25,60751536,0,False
186,0,97,0.000845,27,92189963,0,False
186,1,185,0.000814,26,0,1,False
186,2,4,0.000793,25,189756071,0,False
186,3,99,0.000783,25,90089039,0,False
186,4,43,0.000751,24,148823211,1,False
186,5,54,0.000751,24,137276498,0,False
186,6,59,0.000751,24,132037659,0,False
186,7,115,0.000751,24,73323537,1,False
186,8,184,0.000751,24,1051812,1,False
186,9,56,0.000720,23,135182549,0,False
186,10,57,0.000720,23,134134963,0,False
186,11,58,0.000720,23,133089438,0,False
186,12,110,0.000720,23,78553383,0,False
186,13,155,0.000720,23,31398362,1,False
186,14,174,0.000720,23,11512816,1,False
186,15,181,0.000720,23,4192732,0,False
186,16,46,0.000689,22,145672948,0,False
186,17,51,0.000689,22,140424887,0,False
186,18,79,0.000689,22,111055026,1,False
186,19,93,0.000689,22,96379810,0,False
186,20,101,0.000689,22,87993320,0,False
186,21,169,0.000689,22,16755796,1,False
186,22,27,0.000658,21,165616783,1,False
186,23,40,0.000658,21,151964973,0,False
186,24,44,0.000658,21,147771348,0,False
186,25,52,0.000658,21,139376479,0,False
186,26,60,0.000658,21,130985603,0,False
186,27,63,0.000658,21,127837351,0,False
186,28,70,0.000658,21,120494430,0,False
186,29,81,0.000658,21,108961281,0,False
186,30,91,0.000658,21,98476241,0,False
186,31,92,0.000658,21,97427532,0,False
187,0,47,0.000891,29,145675379,0,False
187,1,58,0.000799,26,134140387,0,False
187,2,177,0.000799,26,9429396,1,False
187,3,41,0.000777,25,151968176,0,False
187,4,6,0.000775,24,188708140,1,False
187,5,70,0.000769,25,121545379,0,False
187,6,63,0.000768,25,128888300,0,False
187,7,66,0.000738,24,125741574,0,False
187,8,64,0.000737,24,127839499,0,False
187,9,93,0.000737,24,97430759,0,False
187,10,163,0.000737,24,24074849,1,False
187,11,181,0.000737,24,5243681,0,False
187,12,185,0.000737,24,1050949,1,False
187,13,174,0.000710,23,12563765,1,False
187,14,10,0.000706,23,184507441,1,False
187,15,11,0.000706,23,183459475,1,False
187,16,94,0.000706,23,96383364,0,False
187,17,98,0.000706,23,92188454,0,False
187,18,116,0.000706,23,73326149,0,False
187,19,137,0.000706,23,51306026,1,False
187,20,43,0.000682,22,149874160,1,False
187,21,99,0.000679,22,91139988,0,False
187,22,92,0.000677,22,98478481,0,False
187,23,180,0.000676,22,6292115,0,False
187,24,46,0.000676,22,146723897,0,False
187,25,52,0.000676,22,140427428,0,False
187,26,59,0.000676,22,133088608,0,False
187,27,67,0.000676,22,124691405,0,False
187,28,75,0.000676,22,116301386,0,False
187,29,90,0.000676,22,100574973,0,False
187,30,112,0.000676,22,77511935,0,False
187,31,4,0.000667,21,190807020,0,False
188,0,72,0.001558,51,120495587,1,False
188,1,73,0.001253,41,119446183,1,False
188,2,101,0.001138,37,90089506,0,False
188,3,97,0.001120,36,94286149,1,False
188,4,96,0.001076,35,95333236,1,False
188,5,93,0.001074,35,98475996,1,False
188,6,58,0.001043,34,135185624,0,False
188,7,47,0.001042,34,146720616,1,False
188,8,92,0.001016,33,99523718,1,False
188,9,94,0.001011,33,97428601,1,False
188,10,52,0.001011,33,141472665,1,False
188,11,56,0.000985,32,137278735,0,False
188,12,49,0.000984,32,144617568,0,False
188,13,95,0.000982,32,96380100,1,False
188,14,60,0.000981,32,133081789,0,False
188,15,63,0.000980,32,129933537,1,False
188,16,46,0.000978,32,147769134,1,False
188,17,174,0.000957,31,13609002,0,False
188,18,54,0.000950,31,139372684,1,False
188,19,156,0.000930,30,32449739,0,False
188,20,166,0.000928,30,21984436,0,False
188,21,65,0.000924,30,127835442,1,False
188,22,53,0.000921,30,140421843,1,False
188,23,50,0.000920,30,143568904,1,False
188,24,91,0.000919,30,100572427,1,False
188,25,26,0.000918,30,168756342,0,False
188,26,179,0.000915,29,8385702,0,False
188,27,6,0.000904,28,189753377,0,False
188,28,182,0.000890,29,5243032,1,False
188,29,177,0.000889,29,10474633,0,False
188,30,40,0.000864,28,154061159,1,False
188,31,163,0.000859,28,25120086,0,False
189,0,46,0.000978,32,148821249,0,False
189,1,156,0.000806,26,33501854,0,False
189,2,51,0.000798,26,143573188,1,False
189,3,47,0.000766,25,147772731,0,False
189,4,59,0.000764,25,135185960,0,False
189,5,115,0.000747,24,76471838,0,False
189,6,117,0.000741,24,74383655,1,False
189,7,187,0.000737,24,1052115,0,False
189,8,136,0.000734,24,54463222,0,False
189,9,34,0.000733,24,161412324,0,False
189,10,167,0.000733,24,21983899,0,False
189,11,41,0.000715,23,154065528,0,False
189,12,180,0.000707,23,8389467,0,False
189,13,77,0.000706,23,116301789,0,False
189,14,52,0.000705,23,142524780,0,False
189,15,106,0.000704,23,85891704,0,False
189,16,141,0.000704,23,49213925,0,False
189,17,97,0.000684,22,95338264,0,False
189,18,43,0.000682,22,151971512,0,False
189,19,174,0.000679,22,14661117,0,False
189,20,113,0.000678,22,78567893,1,False
189,21,96,0.000676,22,96385351,0,False
189,22,53,0.000676,22,141473958,0,False
189,23,150,0.000676,22,39787406,0,False
189,24,163,0.000675,22,26172201,0,False
189,25,10,0.000675,22,186604793,0,False
189,26,58,0.000675,22,136237739,1,False
189,27,90,0.000675,22,102672325,0,False
189,28,19,0.000674,22,177156973,0,False
189,29,178,0.000674,22,10477521,0,False
189,30,69,0.000674,22,124685837,1,False
189,31,26,0.000674,22,169808457,0,False
190,0,186,0.000971,31,3146724,0,False
190,1,95,0.000828,27,98481587,1,False
190,2,107,0.000828,27,85893640,0,False
190,3,153,0.000826,27,37690586,0,False
190,4,59,0.000826,27,136235332,1,False
190,5,174,0.000803,26,15710489,0,False
190,6,116,0.000797,26,76472873,1,False
190,7,163,0.000767,25,27221573,0,False
190,8,60,0.000766,25,135183276,0,False
